source_file,theta_cmd_deg,direction_sign,esc_us,t_s,position_m,velocity_mps,acceleration_mps2,theta_rad,thrust_N,rail_force_N,friction_residual_N,velocity_sign,dynamic_fit_N,spatial_residual_N
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.719999999999985,-0.0162165331490008,-0.0226885584019628,0.00159601280717512,-0.637959999999682,1.96623079341396,-1.17100433042762,-1.17172828183696,-1,-1.17842017747149,0.00669189563453076
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.739999999999984,-0.0166948514435955,-0.0228270293722758,-0.00971095116479628,-0.637959999999859,1.9662916129607,-1.17104055199093,-1.16663566454258,-1,-1.17874608334234,0.0121104187997594
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.759999999999984,-0.017219458605409,-0.0230769964485546,-0.0255811630220642,-0.637959999999938,1.96633869206624,-1.17106859032544,-1.15946497477863,-1,-1.17933440692738,0.019869432148748
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.779999999999983,-0.0176669176551911,-0.0238502758931583,-0.062356894747994,-0.637959999999972,1.96637513499122,-1.17109029419825,-1.14280520674056,-1,-1.18115440075161,0.0383491940110416
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.799999999999983,-0.0181143767049733,-0.0255712722384743,-0.0928609705133291,-0.637959999999987,1.96640334467713,-1.17110709470027,-1.12898535847543,-1,-1.18520494514645,0.056219586671026
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.819999999999983,-0.0186389838667868,-0.0275647147136914,-0.105314366220027,-0.637959999999994,1.96642518118943,-1.17112009960823,-1.12334950309082,-1,-1.18989671992355,0.0665472168327326
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.839999999999982,-0.0191635910286003,-0.0297838468872753,-0.123454962493145,-0.637959999999997,1.96644208436484,-1.1711301664283,-1.11513099544141,-1,-1.1951196789447,0.0799886835032961
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.859999999999982,-0.0198270647920704,-0.0325029132134171,-0.149890329552858,-0.637959999999998,1.96645516875008,-1.17113795893761,-1.10314770545244,-1,-1.20151928513593,0.0983715796834963
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.879999999999981,-0.0205831162899782,-0.0357794600693895,-0.184170886326723,-0.637959999999999,1.96646529709181,-1.1711439909518,-1.08760407691399,-1,-1.20923097989812,0.121626902984123
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.899999999999981,-0.0213391677878859,-0.0398697486664858,-0.23378215767093,-0.637959999999999,1.96647313722373,-1.17114866020449,-1.06510507348495,-1,-1.21885790071952,0.153752827234563
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.91999999999998,-0.0221415081530125,-0.0451307463762265,-0.291800595069837,-0.637959999999999,1.96647920610154,-1.17115227457276,-1.03879152464908,-1,-1.23124020753992,0.192448682890833
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.93999999999998,-0.023051855874983,-0.0515417724692791,-0.342108717076327,-0.637959999999999,1.96648390388958,-1.17115507237765,-1.01597455831183,-1,-1.24632922610588,0.230354667794046
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.95999999999998,-0.0240702109537975,-0.0588150950592793,-0.377513226531301,-0.637959999999999,1.96648754034645,-1.17115723809836,-0.999917238543765,-1,-1.26344774941304,0.263530510869278
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.979999999999979,-0.0253817288583314,-0.0666423015305308,-0.27521105349665,-0.637959999999999,1.96649035524965,-1.17115891453627,-1.04632318067019,-1,-1.28186989620361,0.235546715533413
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,0.999999999999979,-0.0268321133645217,-0.0698235371991451,-0.314954020300708,-0.637959999999999,1.9664925342058,-1.17116021223087,-1.02829706862247,-1,-1.28935726614559,0.261060197523124
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,1.01999999999998,-0.0284522237171812,-0.0792404623425589,-0.679878976803575,-0.637959999999999,1.96649422088897,-1.1711612167484,-0.862768112870301,-1,-1.31152098163526,0.448752868764962
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,1.03999999999998,-0.0301803414266846,-0.0970186962712875,-0.767884471734504,-0.637959999999999,1.96649552651421,-1.17116199432386,-0.822849597945089,-1,-1.35336390941734,0.530514311472253
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,1.05999999999998,-0.0319701776258131,-0.109955841211938,-0.544060534818208,-0.637959999999999,1.96649653717068,-1.17116259622833,-0.92437673763479,-1,-1.38381282935101,0.459436091716223
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,1.07999999999998,-0.0338525915593794,-0.118781117664015,-0.328149224776937,-0.637959999999999,1.96649731949816,-1.17116306214966,-1.02231457379084,-1,-1.40458403793796,0.38226946414712
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,1.09999999999998,-0.0359355905842272,-0.123081810203016,-0.0939399650872002,-0.637959999999999,1.96649792508107,-1.17116342280936,-1.1285522546458,-1,-1.4147061663813,0.286153911735495
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,1.11999999999998,-0.0403330329700172,-0.122538716267503,0.135054154162203,-0.637959999999999,1.9664983938498,-1.17116370198829,-1.23242426631626,-1,-1.41342793816056,0.1810036718443
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,1.13999999999998,-0.0422308765259897,-0.117679644036528,0.365441974736183,-0.637959999999999,1.96649875671361,-1.17116391809471,-1.33692839783504,-1,-1.40199160487438,0.0650632070393435
2026_05_29_friction_sweep_log_set01_02.csv,37.34772,1,1550,1.15999999999998,-0.044175008949181,-0.107921037278056,0.602034014109873,-0.637959999999999,1.96649903759869,-1.17116408537805,-1.44424671417828,-1,-1.37902370606703,-0.0652230081112501
