t_ms,t_s,phase,count,p_m,p_ref_m,v_mps,theta_hat_rad,T_hat_N,theta_cmd_rad,T_cmd_N,servo_us,esc_us
526,0.526,control,2612,-0.09671,-0.10000,-0.24396,0.82897,2.57400,-0.03754,2.57400,1373,1700
546,0.546,control,3052,-0.10350,-0.10000,-0.25324,0.11871,2.57400,1.04720,2.57400,1000,1700
566,0.566,control,3456,-0.10974,-0.10000,-0.25570,0.87977,2.57400,0.34710,2.57400,1131,1700
587,0.587,control,3831,-0.11552,-0.10000,-0.25438,0.44316,2.57400,1.04720,2.57400,1000,1700
607,0.607,control,4134,-0.12020,-0.10000,-0.24070,0.93827,2.57400,0.39489,2.57400,1101,1700
627,0.627,control,4372,-0.12387,-0.10000,-0.21478,0.49288,2.57400,1.04720,2.57400,1000,1700
647,0.647,control,4542,-0.12649,-0.10000,-0.18173,0.94724,2.57400,0.04732,2.57400,1320,1700
668,0.668,control,4680,-0.12862,-0.10000,-0.14622,0.20960,2.57400,1.04720,2.57400,1000,1700
687,0.687,control,4732,-0.12942,-0.10000,-0.10845,0.89616,2.57400,-0.38084,2.57400,1589,1700
707,0.707,control,4659,-0.12830,-0.10000,-0.06353,-0.15056,2.57400,1.04720,2.57400,1000,1700
727,0.727,control,4557,-0.12672,-0.10000,-0.02068,0.83121,2.57400,-1.04720,2.57400,2000,1700
747,0.747,control,4419,-0.12459,-0.10000,0.02199,-0.70847,2.57400,1.04720,2.57400,1000,1700
768,0.768,control,4286,-0.12254,-0.10000,0.05477,0.73060,2.57400,-1.04720,2.57400,2000,1700
788,0.788,control,4147,-0.12040,-0.10000,0.07173,-0.72661,2.57400,1.04720,2.57400,1000,1700
809,0.809,control,3965,-0.11759,-0.10000,0.08546,0.72733,2.57400,-1.04720,2.57400,2000,1700
830,0.830,control,3676,-0.11313,-0.10000,0.10589,-0.72720,2.57400,1.04720,2.57400,1000,1700
850,0.850,control,3503,-0.11046,-0.10000,0.11634,0.72722,2.57400,-1.04720,2.57400,2000,1700
870,0.870,control,3257,-0.10666,-0.10000,0.13103,-0.72722,2.57400,0.88728,2.57400,1000,1700
891,0.891,control,3121,-0.10457,-0.10000,0.13047,0.59614,2.57400,-1.04720,2.57400,2000,1700
933,0.933,control,2844,-0.10029,-0.10000,0.12900,-0.75086,2.57400,0.76481,2.57400,1000,1700
952,0.952,control,2631,-0.09701,-0.10000,0.13288,0.49150,2.57400,-1.04720,2.57400,2000,1700
972,0.972,control,2488,-0.09480,-0.10000,0.12292,-0.76973,2.57400,0.69385,2.57400,1000,1700
993,0.993,control,2367,-0.09293,-0.10000,0.11831,0.42993,2.57400,-1.04720,2.57400,2000,1700
1013,1.013,control,2271,-0.09145,-0.10000,0.09738,-0.78083,2.57400,0.84311,2.57400,1000,1700
1034,1.034,control,2267,-0.09139,-0.10000,0.06853,0.55027,2.57400,-1.04720,2.57400,2000,1700
1055,1.055,control,2212,-0.09054,-0.10000,0.05037,-0.75913,2.57400,1.04720,2.57400,1000,1700
1075,1.075,control,2247,-0.09108,-0.10000,0.02807,0.72147,2.57400,-1.04720,2.57400,2000,1700
1095,1.095,control,2208,-0.09048,-0.10000,0.01523,-0.72826,2.57400,1.04720,2.57400,1000,1700
1115,1.115,control,2218,-0.09063,-0.10000,0.00986,0.72703,2.57400,-1.04720,2.57400,2000,1700
1135,1.135,control,2178,-0.09002,-0.10000,0.00663,-0.72725,2.57400,1.04720,2.57400,1000,1700
1157,1.157,control,2208,-0.09048,-0.10000,0.00620,0.72721,2.57400,-1.04720,2.57400,2000,1700
1176,1.176,control,2159,-0.08972,-0.10000,0.00715,-0.72722,2.57400,1.04720,2.57400,1000,1700
1196,1.196,control,2181,-0.09006,-0.10000,0.00614,0.72722,2.57400,-1.04720,2.57400,2000,1700
1216,1.216,control,2097,-0.08877,-0.10000,0.01059,-0.72722,2.57400,1.04720,2.57400,1000,1700
1236,1.236,control,2044,-0.08795,-0.10000,0.02089,0.72722,2.57400,-1.04720,2.57400,2000,1700
1257,1.257,control,1938,-0.08631,-0.10000,0.03014,-0.72722,2.57400,1.04720,2.57400,1000,1700
1277,1.277,control,1915,-0.08596,-0.10000,0.03777,0.72722,2.57400,-1.04720,2.57400,2000,1700
1297,1.297,control,1831,-0.08466,-0.10000,0.04006,-0.72722,2.57400,1.00228,2.57400,1000,1700
1317,1.317,control,1830,-0.08465,-0.10000,0.03513,0.69040,2.57400,-1.04720,2.57400,2000,1700
1338,1.338,control,1783,-0.08392,-0.10000,0.02728,-0.73386,2.57400,1.04720,2.57400,1000,1700
1359,1.359,control,1775,-0.08380,-0.10000,0.02331,0.72602,2.57400,-1.04720,2.57400,2000,1700
1380,1.380,control,1744,-0.08332,-0.10000,0.01639,-0.72744,2.57400,1.04720,2.57400,1000,1700
1399,1.399,control,1749,-0.08340,-0.10000,0.01367,0.72718,2.57400,-1.04720,2.57400,2000,1700
1419,1.419,control,1716,-0.08289,-0.10000,0.01134,-0.72723,2.57400,1.04720,2.57400,1000,1700
1439,1.439,control,1732,-0.08313,-0.10000,0.00805,0.72722,2.57400,-1.04720,2.57400,2000,1700
1459,1.459,control,1685,-0.08241,-0.10000,0.00879,-0.72722,2.57400,1.04720,2.57400,1000,1700
1479,1.479,control,1638,-0.08168,-0.10000,0.01462,0.72722,2.57400,-1.04720,2.57400,2000,1700
1499,1.499,control,1541,-0.08019,-0.10000,0.02329,-0.72722,2.57400,1.01037,2.57400,1000,1700
1520,1.520,control,1504,-0.07962,-0.10000,0.03161,0.69703,2.57400,-1.04720,2.57400,2000,1700
1540,1.540,control,1410,-0.07817,-0.10000,0.03919,-0.73266,2.57400,0.81974,2.57400,1000,1700
1560,1.560,control,1416,-0.07826,-0.10000,0.03573,0.53980,2.57400,-1.04720,2.57400,2000,1700
1580,1.580,control,1264,-0.07591,-0.10000,0.04064,-0.76102,2.57400,0.80780,2.57400,1000,1700
1601,1.601,control,1169,-0.07445,-0.10000,0.04837,0.52490,2.57400,-1.04720,2.57400,2000,1700
1620,1.620,control,1051,-0.07263,-0.10000,0.05329,-0.76370,2.57400,0.59924,2.57400,1000,1700
1640,1.640,control,970,-0.07138,-0.10000,0.06416,0.35346,2.57400,-1.04720,2.57400,2000,1700
1660,1.660,control,926,-0.07070,-0.10000,0.05575,-0.79462,2.57400,0.59497,2.57400,1000,1700
1680,1.680,control,863,-0.06973,-0.10000,0.04978,0.34439,2.57400,-1.04720,2.57400,2000,1700
1700,1.700,control,825,-0.06914,-0.10000,0.03934,-0.79626,2.57400,0.69560,2.57400,1000,1700
1721,1.721,control,765,-0.06821,-0.10000,0.03394,0.42658,2.57400,-1.04720,2.57400,2000,1700
1741,1.741,control,730,-0.06767,-0.10000,0.03135,-0.78143,2.57400,0.68288,2.57400,1000,1700
1761,1.761,control,674,-0.06681,-0.10000,0.02982,0.41883,2.57400,-1.04720,2.57400,2000,1700
1782,1.782,control,650,-0.06644,-0.10000,0.02785,-0.78283,2.57400,0.67871,2.57400,1000,1700
1803,1.803,control,596,-0.06561,-0.10000,0.02661,0.41515,2.57400,-1.04720,2.57400,2000,1700
1848,1.848,control,534,-0.06465,-0.10000,0.02915,-0.78349,2.57400,0.61259,2.57400,1000,1700
1867,1.867,control,422,-0.06292,-0.10000,0.03596,0.36084,2.57400,-1.04720,2.57400,2000,1700
1887,1.887,control,324,-0.06141,-0.10000,0.04600,-0.79329,2.57400,0.38625,2.57400,1107,1700
1907,1.907,control,300,-0.06104,-0.10000,0.04577,0.17354,2.57400,-1.04720,2.57400,2000,1700
1927,1.927,control,255,-0.06035,-0.10000,0.04387,-0.82706,2.57400,0.45714,2.57400,1062,1700
1947,1.947,control,274,-0.06064,-0.10000,0.02914,0.22556,2.57400,-1.04720,2.57400,2000,1700
1967,1.967,control,237,-0.06007,-0.10000,0.01814,-0.81768,2.57400,0.65269,2.57400,1000,1700
1987,1.987,control,283,-0.06078,-0.10000,0.00728,0.38754,2.57400,-1.04720,2.57400,2000,1700
2007,2.007,control,274,-0.06064,-0.10000,0.00013,-0.78847,2.57400,0.75636,2.57400,1000,1700
2027,2.027,control,323,-0.06139,-0.10000,-0.00525,0.47779,2.57400,-1.04720,2.57400,2000,1700
2047,2.047,control,321,-0.06136,-0.10000,-0.01065,-0.77220,2.57400,0.83353,2.57400,1000,1700
2068,2.068,control,356,-0.06190,-0.10000,-0.01108,0.54397,2.57400,-1.04720,2.57400,2000,1700
2087,2.087,control,333,-0.06155,-0.10000,-0.00970,-0.76027,2.57400,0.80072,2.57400,1000,1700
2107,2.107,control,362,-0.06200,-0.10000,-0.00712,0.51923,2.57400,-1.04720,2.57400,2000,1700
2127,2.127,control,351,-0.06183,-0.10000,-0.00538,-0.76473,2.57400,0.78245,2.57400,1000,1700
2147,2.147,control,379,-0.06226,-0.10000,-0.00410,0.50345,2.57400,-1.04720,2.57400,2000,1700
2167,2.167,control,360,-0.06197,-0.10000,-0.00415,-0.76757,2.57400,0.78310,2.57400,1000,1700
2187,2.187,control,385,-0.06235,-0.10000,-0.00373,0.50347,2.57400,-1.04720,2.57400,2000,1700
2207,2.207,control,374,-0.06218,-0.10000,-0.00360,-0.76757,2.57400,0.78506,2.57400,1000,1700
2227,2.227,control,370,-0.06212,-0.10000,-0.00011,0.50508,2.57400,-1.04720,2.57400,2000,1700
2247,2.247,control,346,-0.06175,-0.10000,0.00148,-0.76728,2.57400,0.72571,2.57400,1000,1700
2267,2.267,control,343,-0.06170,-0.10000,0.00498,0.45648,2.57400,-1.04720,2.57400,2000,1700
2287,2.287,control,315,-0.06127,-0.10000,0.00787,-0.77604,2.57400,0.67624,2.57400,1000,1700
2307,2.307,control,297,-0.06099,-0.10000,0.01024,0.41435,2.57400,-1.04720,2.57400,2000,1700
2327,2.327,control,232,-0.05999,-0.10000,0.01539,-0.78364,2.57400,0.58857,2.57400,1000,1700
2348,2.348,control,174,-0.05910,-0.10000,0.02287,0.34113,2.57400,-1.04720,2.57400,2000,1700
2368,2.368,control,97,-0.05791,-0.10000,0.03041,-0.79684,2.57400,0.42341,2.57400,1083,1700
2389,2.389,control,111,-0.05812,-0.10000,0.02921,0.20336,2.57400,-1.04720,2.57400,2000,1700
2409,2.409,control,17,-0.05667,-0.10000,0.03198,-0.82169,2.57400,0.43346,2.57400,1077,1700
2430,2.430,control,-53,-0.05559,-0.10000,0.03411,0.20713,2.57400,-1.04720,2.57400,2000,1700
2451,2.451,control,-133,-0.05436,-0.10000,0.03508,-0.82101,2.57400,0.33164,2.57400,1141,1700
2471,2.471,control,-88,-0.05505,-0.10000,0.03202,0.12379,2.57400,-1.04720,2.57400,2000,1700
2491,2.491,control,-109,-0.05473,-0.10000,0.02321,-0.83604,2.57400,0.48642,2.57400,1044,1700
2511,2.511,control,-78,-0.05521,-0.10000,0.00966,0.24794,2.57400,-1.04720,2.57400,2000,1700
2531,2.531,control,-115,-0.05464,-0.10000,0.00096,-0.81365,2.57400,0.62417,2.57400,1000,1700
2551,2.551,control,-47,-0.05569,-0.10000,-0.00414,0.36489,2.57400,-1.04720,2.57400,2000,1700
2571,2.571,control,-40,-0.05579,-0.10000,-0.00870,-0.79256,2.57400,0.69272,2.57400,1000,1700
2591,2.591,control,37,-0.05698,-0.10000,-0.01503,0.42488,2.57400,-1.04720,2.57400,2000,1700
2612,2.612,control,32,-0.05690,-0.10000,-0.02039,-0.78174,2.57400,0.80388,2.57400,1000,1700
2633,2.633,control,105,-0.05803,-0.10000,-0.02253,0.51794,2.57400,-1.04720,2.57400,2000,1700
2654,2.654,control,84,-0.05771,-0.10000,-0.02015,-0.76496,2.57400,0.78457,2.57400,1000,1700
2674,2.674,control,144,-0.05863,-0.10000,-0.01760,0.50515,2.57400,-1.04720,2.57400,2000,1700
2694,2.694,control,119,-0.05825,-0.10000,-0.01468,-0.76727,2.57400,0.75885,2.57400,1000,1700
2714,2.714,control,140,-0.05857,-0.10000,-0.00818,0.48364,2.57400,-1.04720,2.57400,2000,1700
2755,2.755,control,120,-0.05826,-0.10000,-0.00634,-0.77114,2.57400,0.69527,2.57400,1000,1700
2775,2.775,control,-25,-0.05602,-0.10000,0.01635,0.43084,2.57400,-1.04720,2.57400,2000,1700
2795,2.795,control,-82,-0.05515,-0.10000,0.02661,-0.78067,2.57400,0.32933,2.57400,1142,1700
2815,2.815,control,-116,-0.05462,-0.10000,0.03563,0.12917,2.57400,-1.04720,2.57400,2000,1700
2836,2.836,control,-124,-0.05450,-0.10000,0.03704,-0.83507,2.57400,0.35411,2.57400,1127,1700
2856,2.856,control,-138,-0.05428,-0.10000,0.02332,0.13967,2.57400,-1.04720,2.57400,2000,1700
2876,2.876,control,-141,-0.05424,-0.10000,0.01337,-0.83317,2.57400,0.55093,2.57400,1003,1700
2896,2.896,control,-110,-0.05471,-0.10000,0.00336,0.30134,2.57400,-1.04720,2.57400,2000,1700
2916,2.916,control,-111,-0.05470,-0.10000,-0.00040,-0.80402,2.57400,0.61373,2.57400,1000,1700
2936,2.936,control,-43,-0.05575,-0.10000,-0.01038,0.35807,2.57400,-1.04720,2.57400,2000,1700
2956,2.956,control,-40,-0.05579,-0.10000,-0.01402,-0.79379,2.57400,0.74305,2.57400,1000,1700
2977,2.977,control,-2,-0.05638,-0.10000,-0.01587,0.46591,2.57400,-1.04720,2.57400,2000,1700
2996,2.996,control,-18,-0.05613,-0.10000,-0.01481,-0.77434,2.57400,0.71147,2.57400,1000,1700
3016,3.016,control,16,-0.05666,-0.10000,-0.01081,0.44354,2.57400,-1.04720,2.57400,2000,1700
3037,3.037,control,-3,-0.05636,-0.10000,-0.00724,-0.77838,2.57400,0.66189,2.57400,1000,1700
3057,3.057,control,14,-0.05663,-0.10000,-0.00390,0.40217,2.57400,-1.04720,2.57400,2000,1700
3077,3.077,control,-12,-0.05623,-0.10000,-0.00182,-0.78584,2.57400,0.62834,2.57400,1000,1700
3097,3.097,control,-15,-0.05618,-0.10000,0.00280,0.37332,2.57400,-1.04720,2.57400,2000,1700
3117,3.117,control,-33,-0.05590,-0.10000,0.00408,-0.79104,2.57400,0.57903,2.57400,1000,1700
3148,3.148,control,-114,-0.05465,-0.10000,0.01505,0.33197,2.57400,-1.04720,2.57400,2000,1700
3157,3.157,control,-165,-0.05386,-0.10000,0.02104,-0.79850,2.57400,0.38360,2.57400,1108,1700
3177,3.177,control,-141,-0.05424,-0.10000,0.01992,0.17043,2.57400,-1.04720,2.57400,2000,1700
3198,3.198,control,-167,-0.05383,-0.10000,0.02045,-0.82762,2.57400,0.46153,2.57400,1059,1700
3217,3.217,control,-277,-0.05214,-0.10000,0.02374,0.22906,2.57400,-1.04720,2.57400,2000,1700
3237,3.237,control,-322,-0.05144,-0.10000,0.02408,-0.81705,2.57400,0.32749,2.57400,1144,1700
3257,3.257,control,-329,-0.05133,-0.10000,0.02753,0.12110,2.57400,-1.04720,2.57400,2000,1700
3277,3.277,control,-345,-0.05109,-0.10000,0.02748,-0.83652,2.57400,0.33540,2.57400,1139,1700
3298,3.298,control,-394,-0.05033,-0.10000,0.02088,0.12407,2.57400,-1.04720,2.57400,2000,1700
3318,3.318,control,-363,-0.05081,-0.10000,0.01069,-0.83599,2.57400,0.47414,2.57400,1051,1700
3338,3.338,control,-341,-0.05115,-0.10000,0.00450,0.23789,2.57400,-1.04720,2.57400,2000,1700
3358,3.358,control,-325,-0.05140,-0.10000,-0.00081,-0.81546,2.57400,0.54259,2.57400,1008,1700
3378,3.378,control,-260,-0.05240,-0.10000,-0.01472,0.29770,2.57400,-1.04720,2.57400,2000,1700
3398,3.398,control,-239,-0.05272,-0.10000,-0.01781,-0.80468,2.57400,0.70766,2.57400,1000,1700
3419,3.419,control,-178,-0.05366,-0.10000,-0.02295,0.43495,2.57400,-1.04720,2.57400,2000,1700
3438,3.438,control,-158,-0.05397,-0.10000,-0.02492,-0.77993,2.57400,0.74738,2.57400,1000,1700
3458,3.458,control,-102,-0.05484,-0.10000,-0.02454,0.47197,2.57400,-1.04720,2.57400,2000,1700
3479,3.479,control,-107,-0.05476,-0.10000,-0.02162,-0.77325,2.57400,0.72596,2.57400,1000,1700
3499,3.499,control,-85,-0.05510,-0.10000,-0.01653,0.45561,2.57400,-1.04720,2.57400,2000,1700
3519,3.519,control,-105,-0.05479,-0.10000,-0.01068,-0.77620,2.57400,0.63746,2.57400,1000,1700
3539,3.539,control,-100,-0.05487,-0.10000,-0.00342,0.38254,2.57400,-1.04720,2.57400,2000,1700
3559,3.559,control,-136,-0.05431,-0.10000,0.00211,-0.78938,2.57400,0.54240,2.57400,1008,1700
3579,3.579,control,-134,-0.05434,-0.10000,0.00592,0.30225,2.57400,-1.04720,2.57400,2000,1700
3599,3.599,control,-177,-0.05368,-0.10000,0.00955,-0.80386,2.57400,0.49314,2.57400,1039,1700
3619,3.619,control,-276,-0.05215,-0.10000,0.02188,0.25925,2.57400,-1.04720,2.57400,2000,1700
3669,3.669,control,-388,-0.05042,-0.10000,0.03378,-0.81161,2.57400,0.19574,2.57400,1226,1700
3688,3.688,control,-448,-0.04950,-0.10000,0.04405,0.01409,2.57400,-1.04720,2.57400,2000,1700
3708,3.708,control,-487,-0.04890,-0.10000,0.04670,-0.85582,2.57400,0.14509,2.57400,1258,1700
3728,3.728,control,-495,-0.04877,-0.10000,0.03766,-0.03541,2.57400,-1.04720,2.57400,2000,1700
3748,3.748,control,-493,-0.04880,-0.10000,0.02264,-0.86474,2.57400,0.37797,2.57400,1112,1700
3768,3.768,control,-423,-0.04988,-0.10000,0.00409,0.15387,2.57400,-1.04720,2.57400,2000,1700
3788,3.788,control,-399,-0.05025,-0.10000,-0.00828,-0.83061,2.57400,0.61123,2.57400,1000,1700
3808,3.808,control,-328,-0.05135,-0.10000,-0.02052,0.35123,2.57400,-1.04720,2.57400,2000,1700
3828,3.828,control,-294,-0.05187,-0.10000,-0.02765,-0.79502,2.57400,0.74382,2.57400,1000,1700
3848,3.848,control,-210,-0.05317,-0.10000,-0.03130,0.46632,2.57400,-1.04720,2.57400,2000,1700
3869,3.869,control,-189,-0.05349,-0.10000,-0.03207,-0.77427,2.57400,0.78142,2.57400,1000,1700
3890,3.890,control,-138,-0.05428,-0.10000,-0.03014,0.50089,2.57400,-1.04720,2.57400,2000,1700
3910,3.910,control,-134,-0.05434,-0.10000,-0.02632,-0.76804,2.57400,0.74138,2.57400,1000,1700
3931,3.931,control,-83,-0.05513,-0.10000,-0.02161,0.46919,2.57400,-1.04720,2.57400,2000,1700
3952,3.952,control,-82,-0.05515,-0.10000,-0.01804,-0.77375,2.57400,0.70763,2.57400,1000,1700
3972,3.972,control,-32,-0.05592,-0.10000,-0.01686,0.44049,2.57400,-1.04720,2.57400,2000,1700
3992,3.992,control,-41,-0.05578,-0.10000,-0.01510,-0.77893,2.57400,0.71455,2.57400,1000,1700
4012,4.012,control,0,-0.05641,-0.10000,-0.01350,0.44523,2.57400,-1.04720,2.57400,2000,1700
4033,4.033,control,-20,-0.05610,-0.10000,-0.01075,-0.77807,2.57400,0.68394,2.57400,1000,1700
4053,4.053,control,-10,-0.05626,-0.10000,-0.00560,0.42030,2.57400,-1.04720,2.57400,2000,1700
4073,4.073,control,-18,-0.05613,-0.10000,-0.00416,-0.78257,2.57400,0.63795,2.57400,1000,1700
4093,4.093,control,-16,-0.05616,-0.10000,0.00048,0.38179,2.57400,-1.04720,2.57400,2000,1700
4114,4.114,control,-27,-0.05599,-0.10000,0.00090,-0.78951,2.57400,0.60627,2.57400,1000,1700
4133,4.133,control,-24,-0.05604,-0.10000,0.00178,0.35457,2.57400,-1.04720,2.57400,2000,1700
4153,4.153,control,-37,-0.05584,-0.10000,0.00259,-0.79442,2.57400,0.59889,2.57400,1000,1700
4173,4.173,control,-38,-0.05582,-0.10000,0.00315,0.34763,2.57400,-1.04720,2.57400,2000,1700
4193,4.193,control,-40,-0.05579,-0.10000,0.00235,-0.79567,2.57400,0.60270,2.57400,1000,1700
4213,4.213,control,-74,-0.05527,-0.10000,0.00611,0.35053,2.57400,-1.04720,2.57400,2000,1700
4233,4.233,control,-160,-0.05394,-0.10000,0.01512,-0.79515,2.57400,0.43005,2.57400,1079,1700
4253,4.253,control,-166,-0.05385,-0.10000,0.01836,0.20912,2.57400,-1.04720,2.57400,2000,1700
4274,4.274,control,-257,-0.05245,-0.10000,0.02895,-0.82065,2.57400,0.32496,2.57400,1145,1700
4294,4.294,control,-339,-0.05118,-0.10000,0.03731,0.11838,2.57400,-1.04720,2.57400,2000,1700
4314,4.314,control,-379,-0.05056,-0.10000,0.03485,-0.83701,2.57400,0.25492,2.57400,1189,1700
4335,4.335,control,-414,-0.05002,-0.10000,0.03724,0.05801,2.57400,-1.04720,2.57400,2000,1700
4354,4.354,control,-418,-0.04996,-0.10000,0.02856,-0.84790,2.57400,0.31924,2.57400,1149,1700
4374,4.374,control,-392,-0.05036,-0.10000,0.01429,0.10877,2.57400,-1.04720,2.57400,2000,1700
4394,4.394,control,-387,-0.05044,-0.10000,0.00515,-0.83874,2.57400,0.51859,2.57400,1023,1700
4414,4.414,control,-330,-0.05132,-0.10000,-0.00753,0.27383,2.57400,-1.04720,2.57400,2000,1700
4434,4.434,control,-328,-0.05135,-0.10000,-0.01198,-0.80898,2.57400,0.62375,2.57400,1000,1700
4454,4.454,control,-262,-0.05237,-0.10000,-0.01763,0.36539,2.57400,-1.04720,2.57400,2000,1700
4475,4.475,control,-254,-0.05249,-0.10000,-0.01966,-0.79247,2.57400,0.68590,2.57400,1000,1700
4495,4.495,control,-197,-0.05337,-0.10000,-0.02026,0.41931,2.57400,-1.04720,2.57400,2000,1700
4515,4.515,control,-193,-0.05343,-0.10000,-0.02066,-0.78275,2.57400,0.69978,2.57400,1000,1700
4535,4.535,control,-166,-0.05385,-0.10000,-0.01657,0.43244,2.57400,-1.04720,2.57400,2000,1700
4578,4.578,control,-162,-0.05391,-0.10000,-0.01491,-0.78038,2.57400,0.65783,2.57400,1000,1700
4597,4.597,control,-286,-0.05200,-0.10000,0.00514,0.39848,2.57400,-1.04720,2.57400,2000,1700
4617,4.617,control,-321,-0.05146,-0.10000,0.01537,-0.78650,2.57400,0.32792,2.57400,1143,1700
4637,4.637,control,-330,-0.05132,-0.10000,0.02232,0.12696,2.57400,-1.04720,2.57400,2000,1700
4658,4.658,control,-317,-0.05152,-0.10000,0.02344,-0.83546,2.57400,0.38216,2.57400,1109,1700
4678,4.678,control,-271,-0.05223,-0.10000,0.00541,0.16259,2.57400,-1.04720,2.57400,2000,1700
4698,4.698,control,-259,-0.05241,-0.10000,-0.00507,-0.82904,2.57400,0.64672,2.57400,1000,1700
4718,4.718,control,-218,-0.05305,-0.10000,-0.01362,0.38060,2.57400,-1.04720,2.57400,2000,1700
4739,4.739,control,-220,-0.05302,-0.10000,-0.01456,-0.78973,2.57400,0.65030,2.57400,1000,1700
4759,4.759,control,-215,-0.05309,-0.10000,-0.01042,0.39062,2.57400,-1.04720,2.57400,2000,1700
4779,4.779,control,-216,-0.05308,-0.10000,-0.00777,-0.78792,2.57400,0.58746,2.57400,1000,1700
4801,4.801,control,-214,-0.05311,-0.10000,-0.00276,0.33944,2.57400,-1.04720,2.57400,2000,1700
4820,4.820,control,-207,-0.05322,-0.10000,-0.00223,-0.79715,2.57400,0.56610,2.57400,1000,1700
4841,4.841,control,-157,-0.05399,-0.10000,-0.00693,0.32027,2.57400,-1.04720,2.57400,2000,1700
4861,4.861,control,-191,-0.05346,-0.10000,-0.00478,-0.80061,2.57400,0.60518,2.57400,1000,1700
4881,4.881,control,-217,-0.05306,-0.10000,-0.00111,0.35168,2.57400,-1.04720,2.57400,2000,1700
4901,4.901,control,-236,-0.05277,-0.10000,0.00280,-0.79494,2.57400,0.50186,2.57400,1034,1700
4921,4.921,control,-268,-0.05228,-0.10000,0.01283,0.26801,2.57400,-1.04720,2.57400,2000,1700
4941,4.941,control,-270,-0.05224,-0.10000,0.01238,-0.81003,2.57400,0.43861,2.57400,1074,1700
4961,4.961,control,-355,-0.05093,-0.10000,0.01862,0.21345,2.57400,-1.04720,2.57400,2000,1700
4981,4.981,control,-459,-0.04933,-0.10000,0.02967,-0.81987,2.57400,0.21864,2.57400,1212,1700
5001,5.001,control,-475,-0.04908,-0.10000,0.03126,0.03136,2.57400,-1.04720,2.57400,2000,1700
5022,5.022,control,-507,-0.04859,-0.10000,0.03498,-0.85270,2.57400,0.23140,2.57400,1204,1700
5041,5.041,control,-583,-0.04742,-0.10000,0.03512,0.03591,2.57400,-1.04720,2.57400,2000,1700
5061,5.061,control,-660,-0.04623,-0.10000,0.03224,-0.85188,2.57400,0.17936,2.57400,1237,1700
5081,5.081,control,-637,-0.04658,-0.10000,0.02717,-0.00660,2.57400,-1.04720,2.57400,2000,1700
5101,5.101,control,-629,-0.04671,-0.10000,0.02133,-0.85955,2.57400,0.31053,2.57400,1154,1700
