t_ms,t_s,phase,count,p_m,p_ref_m,v_mps,theta_hat_rad,T_hat_N,theta_cmd_rad,T_cmd_N,servo_us,esc_us
1289,1.289,control,1339,-0.05630,-0.10000,-0.01752,0.48948,2.57400,-1.04720,2.57400,2000,1700
1309,1.309,control,1319,-0.05599,-0.10000,-0.01098,-0.77009,2.57400,0.66244,2.57400,1000,1700
1329,1.329,control,1326,-0.05610,-0.10000,-0.00373,0.40412,2.57400,-1.04720,2.57400,2000,1700
1349,1.349,control,1294,-0.05561,-0.10000,0.00147,-0.78549,2.57400,0.57888,2.57400,1000,1700
1371,1.371,control,1291,-0.05556,-0.10000,0.00563,0.33284,2.57400,-1.04720,2.57400,2000,1700
1390,1.390,control,1275,-0.05532,-0.10000,0.00644,-0.79834,2.57400,0.55816,2.57400,1000,1700
1410,1.410,control,1260,-0.05508,-0.10000,0.00906,0.31354,2.57400,-1.04720,2.57400,2000,1700
1430,1.430,control,1205,-0.05424,-0.10000,0.01233,-0.80182,2.57400,0.48082,2.57400,1047,1700
1451,1.451,control,1192,-0.05403,-0.10000,0.01439,0.24953,2.57400,-1.04720,2.57400,2000,1700
1472,1.472,control,1103,-0.05266,-0.10000,0.02289,-0.81336,2.57400,0.36695,2.57400,1119,1700
1492,1.492,control,1081,-0.05232,-0.10000,0.02620,0.15410,2.57400,-1.04720,2.57400,2000,1700
1512,1.512,control,979,-0.05075,-0.10000,0.03227,-0.83057,2.57400,0.26726,2.57400,1181,1700
1532,1.532,control,944,-0.05021,-0.10000,0.03647,0.06929,2.57400,-1.04720,2.57400,2000,1700
1552,1.552,control,764,-0.04743,-0.10000,0.04755,-0.84586,2.57400,0.06626,2.57400,1308,1700
1572,1.572,control,532,-0.04385,-0.10000,0.07356,-0.09822,2.57400,-1.04720,2.57400,2000,1700
1593,1.593,control,256,-0.03959,-0.10000,0.10016,-0.87607,2.57400,-0.56982,2.57400,1708,1700
1614,1.614,control,17,-0.03590,-0.10000,0.13017,-0.62505,2.57400,-1.04720,2.57400,2000,1700
1633,1.633,control,-187,-0.03276,-0.10000,0.14177,-0.97107,2.57400,-0.91307,2.57400,1924,1700
1653,1.653,control,-309,-0.03087,-0.10000,0.13336,-0.92353,2.57400,-1.01798,2.57400,1990,1700
1674,1.674,control,-375,-0.02986,-0.10000,0.10816,-1.00095,2.57400,-0.63081,2.57400,1746,1700
1694,1.694,control,-357,-0.03013,-0.10000,0.07284,-0.69755,2.57400,-1.04720,2.57400,2000,1700
1714,1.714,control,-259,-0.03165,-0.10000,0.02963,-0.98415,2.57400,0.07897,2.57400,1300,1700
1734,1.734,control,-82,-0.03438,-0.10000,-0.01563,-0.11274,2.57400,-1.04720,2.57400,2000,1700
1755,1.755,control,208,-0.03885,-0.10000,-0.06766,-0.87869,2.57400,0.90089,2.57400,1000,1700
1775,1.775,control,580,-0.04459,-0.10000,-0.12150,0.57998,2.57400,-1.04720,2.57400,2000,1700
1795,1.795,control,961,-0.05047,-0.10000,-0.16822,-0.75377,2.57400,1.04720,2.57400,1000,1700
1838,1.838,control,1790,-0.06326,-0.10000,-0.25266,0.72243,2.57400,-0.74196,2.57400,1816,1700
1857,1.857,control,2180,-0.06928,-0.10000,-0.28879,-0.47789,2.57400,1.04720,2.57400,1000,1700
1877,1.877,control,2616,-0.07601,-0.10000,-0.30654,0.77218,2.57400,0.01019,2.57400,1343,1700
1897,1.897,control,3088,-0.08329,-0.10000,-0.32169,0.14760,2.57400,1.04720,2.57400,1000,1700
1917,1.917,control,3553,-0.09046,-0.10000,-0.28693,0.88497,2.57400,0.00528,2.57400,1346,1700
1937,1.937,control,4009,-0.09750,-0.10000,-0.28362,0.16392,2.57400,1.04720,2.57400,1000,1700
1958,1.958,control,4456,-0.10440,-0.10000,-0.28382,0.88792,2.57400,0.40804,2.57400,1093,1700
1978,1.978,control,4859,-0.11061,-0.10000,-0.27643,0.49458,2.57400,1.04720,2.57400,1000,1700
1998,1.998,control,5225,-0.11626,-0.10000,-0.26352,0.94754,2.57400,0.45005,2.57400,1066,1700
2019,2.019,control,5556,-0.12137,-0.10000,-0.24614,0.53976,2.57400,1.04720,2.57400,1000,1700
2040,2.040,control,5798,-0.12510,-0.10000,-0.21879,0.95569,2.57400,0.31077,2.57400,1154,1700
2061,2.061,control,5937,-0.12725,-0.10000,-0.18207,0.42707,2.57400,1.04720,2.57400,1000,1700
2080,2.080,control,5977,-0.12787,-0.10000,-0.13584,0.93537,2.57400,-0.28623,2.57400,1530,1700
2100,2.100,control,5884,-0.12643,-0.10000,-0.07618,-0.06594,2.57400,1.04720,2.57400,1000,1700
2120,2.120,control,5685,-0.12336,-0.10000,-0.01065,0.84647,2.57400,-1.04720,2.57400,2000,1700
2140,2.140,control,5453,-0.11978,-0.10000,0.04908,-0.70572,2.57400,1.04720,2.57400,1000,1700
2161,2.161,control,5054,-0.11362,-0.10000,0.11442,0.73110,2.57400,-1.04720,2.57400,2000,1700
2181,2.181,control,4608,-0.10674,-0.10000,0.17214,-0.72652,2.57400,0.52353,2.57400,1020,1700
2201,2.201,control,4253,-0.10126,-0.10000,0.20631,0.29811,2.57400,-1.04720,2.57400,2000,1700
2222,2.222,control,3873,-0.09540,-0.10000,0.23254,-0.80460,2.57400,-0.17063,2.57400,1457,1700
2242,2.242,control,3540,-0.09026,-0.10000,0.23329,-0.28495,2.57400,-1.04720,2.57400,2000,1700
2263,2.263,control,3168,-0.08452,-0.10000,0.22552,-0.90974,2.57400,-0.18417,2.57400,1465,1700
2284,2.284,control,2764,-0.07829,-0.10000,0.22848,-0.31501,2.57400,-1.04720,2.57400,2000,1700
2303,2.303,control,2314,-0.07135,-0.10000,0.23693,-0.91516,2.57400,-0.68556,2.57400,1781,1700
2323,2.323,control,1928,-0.06539,-0.10000,0.24519,-0.72696,2.57400,-1.04720,2.57400,2000,1700
2343,2.343,control,1581,-0.06004,-0.10000,0.24496,-0.98945,2.57400,-0.92422,2.57400,1931,1700
2363,2.363,control,1256,-0.05502,-0.10000,0.23636,-0.93598,2.57400,-1.04720,2.57400,2000,1700
2383,2.383,control,1020,-0.05138,-0.10000,0.21067,-1.02714,2.57400,-0.79689,2.57400,1851,1700
2403,2.403,control,861,-0.04893,-0.10000,0.17845,-0.83841,2.57400,-1.04720,2.57400,2000,1700
2423,2.423,control,814,-0.04820,-0.10000,0.13638,-1.00955,2.57400,-0.28276,2.57400,1527,1700
2443,2.443,control,867,-0.04902,-0.10000,0.08293,-0.41382,2.57400,-1.04720,2.57400,2000,1700
2463,2.463,control,999,-0.05106,-0.10000,0.02715,-0.93298,2.57400,0.58138,2.57400,1000,1700
2483,2.483,control,1275,-0.05532,-0.10000,-0.03657,0.30830,2.57400,-1.04720,2.57400,2000,1700
2504,2.504,control,1623,-0.06068,-0.10000,-0.09835,-0.80276,2.57400,1.04720,2.57400,1000,1700
2523,2.523,control,2045,-0.06720,-0.10000,-0.15674,0.71360,2.57400,-1.04720,2.57400,2000,1700
2543,2.543,control,2477,-0.07386,-0.10000,-0.20666,-0.72968,2.57400,1.04720,2.57400,1000,1700
2563,2.563,control,3004,-0.08199,-0.10000,-0.24874,0.72678,2.57400,-0.19917,2.57400,1475,1700
2584,2.584,control,3536,-0.09020,-0.10000,-0.28124,-0.03219,2.57400,1.04720,2.57400,1000,1700
2604,2.604,control,4099,-0.09889,-0.10000,-0.30622,0.85255,2.57400,0.52295,2.57400,1021,1700
2624,2.624,control,4674,-0.10776,-0.10000,-0.32916,0.58239,2.57400,1.04720,2.57400,1000,1700
2644,2.644,control,5264,-0.11686,-0.10000,-0.34284,0.96338,2.57400,1.04720,2.57400,1000,1700
2664,2.664,control,5852,-0.12594,-0.10000,-0.35300,1.03208,2.57400,1.04720,2.57400,1000,1700
2684,2.684,control,6403,-0.13444,-0.10000,-0.35475,1.04447,2.57400,1.04720,2.57400,1000,1700
2705,2.705,control,6656,-0.13834,-0.10000,-0.32050,1.04671,2.57400,1.04720,2.57400,1000,1700
2748,2.748,control,6480,-0.13563,-0.10000,-0.22749,1.04711,2.57400,0.48724,2.57400,1043,1700
2767,2.767,control,6414,-0.13461,-0.10000,-0.12895,0.58820,2.57400,0.74250,2.57400,1000,1700
2787,2.787,control,6415,-0.13462,-0.10000,-0.03998,0.71467,2.57400,-0.36539,2.57400,1579,1700
2807,2.807,control,6417,-0.13465,-0.10000,0.01382,-0.17063,2.57400,1.04720,2.57400,1000,1700
2827,2.827,control,6369,-0.13391,-0.10000,0.01613,0.82759,2.57400,-1.04720,2.57400,2000,1700
2847,2.847,control,6216,-0.13155,-0.10000,0.02623,-0.70912,2.57400,1.04720,2.57400,1000,1700
2868,2.868,control,6008,-0.12834,-0.10000,0.05183,0.73048,2.57400,-1.04720,2.57400,2000,1700
2889,2.889,control,5741,-0.12422,-0.10000,0.08856,-0.72663,2.57400,1.04720,2.57400,1000,1700
2910,2.910,control,5320,-0.11773,-0.10000,0.13987,0.72733,2.57400,-1.04720,2.57400,2000,1700
2930,2.930,control,4906,-0.11134,-0.10000,0.18345,-0.72720,2.57400,0.56948,2.57400,1000,1700
2950,2.950,control,4535,-0.10562,-0.10000,0.21413,0.33565,2.57400,-1.04720,2.57400,2000,1700
2971,2.971,control,4140,-0.09952,-0.10000,0.23716,-0.79783,2.57400,-0.09923,2.57400,1412,1700
2990,2.990,control,3858,-0.09517,-0.10000,0.22905,-0.22520,2.57400,-1.04720,2.57400,2000,1700
3010,3.010,control,3439,-0.08870,-0.10000,0.22716,-0.89897,2.57400,-0.09465,2.57400,1409,1700
3030,3.030,control,3013,-0.08213,-0.10000,0.23254,-0.23969,2.57400,-1.04720,2.57400,2000,1700
3050,3.050,control,2561,-0.07516,-0.10000,0.24030,-0.90158,2.57400,-0.63011,2.57400,1746,1700
3071,3.071,control,2132,-0.06854,-0.10000,0.25851,-0.67907,2.57400,-1.04720,2.57400,2000,1700
3091,3.091,control,1779,-0.06309,-0.10000,0.25685,-0.98081,2.57400,-0.95540,2.57400,1950,1700
3111,3.111,control,1471,-0.05834,-0.10000,0.24360,-0.95998,2.57400,-1.03999,2.57400,2000,1700
3131,3.131,control,1250,-0.05493,-0.10000,0.21468,-1.02556,2.57400,-0.72491,2.57400,1805,1700
3162,3.162,control,1132,-0.05311,-0.10000,0.17241,-0.77913,2.57400,-1.03074,2.57400,1998,1700
3171,3.171,control,1101,-0.05263,-0.10000,0.12495,-0.98537,2.57400,-0.10354,2.57400,1415,1700
3192,3.192,control,1161,-0.05356,-0.10000,0.07097,-0.26256,2.57400,-1.04720,2.57400,2000,1700
3211,3.211,control,1325,-0.05609,-0.10000,0.01319,-0.90571,2.57400,0.79412,2.57400,1000,1700
3231,3.231,control,1647,-0.06106,-0.10000,-0.05167,0.48759,2.57400,-1.04720,2.57400,2000,1700
3251,3.251,control,1981,-0.06621,-0.10000,-0.11055,-0.77043,2.57400,1.04720,2.57400,1000,1700
3271,3.271,control,2434,-0.07320,-0.10000,-0.17066,0.71943,2.57400,-1.04720,2.57400,2000,1700
3291,3.291,control,2871,-0.07994,-0.10000,-0.21818,-0.72863,2.57400,1.04720,2.57400,1000,1700
3311,3.311,control,3429,-0.08855,-0.10000,-0.25792,0.72697,2.57400,0.08773,2.57400,1294,1700
3331,3.331,control,3919,-0.09611,-0.10000,-0.28669,0.20301,2.57400,1.04720,2.57400,1000,1700
3351,3.351,control,4517,-0.10534,-0.10000,-0.31099,0.89497,2.57400,0.66057,2.57400,1000,1700
3371,3.371,control,5113,-0.11453,-0.10000,-0.33545,0.70284,2.57400,1.04720,2.57400,1000,1700
3391,3.391,control,5717,-0.12385,-0.10000,-0.34776,0.98510,2.57400,1.04720,2.57400,1000,1700
3412,3.412,control,6311,-0.13302,-0.10000,-0.36268,1.03600,2.57400,1.04720,2.57400,1000,1700
3431,3.431,control,6662,-0.13843,-0.10000,-0.34048,1.04518,2.57400,1.04720,2.57400,1000,1700
3451,3.451,control,6615,-0.13771,-0.10000,-0.26437,1.04683,2.57400,0.88029,2.57400,1000,1700
3471,3.471,control,6425,-0.13478,-0.10000,-0.15578,0.91033,2.57400,0.17099,2.57400,1242,1700
3492,3.492,control,6314,-0.13307,-0.10000,-0.04706,0.30431,2.57400,0.68623,2.57400,1000,1700
3512,3.512,control,6239,-0.13191,-0.10000,0.03157,0.61736,2.57400,-0.83873,2.57400,1877,1700
3532,3.532,control,6178,-0.13097,-0.10000,0.05667,-0.57616,2.57400,1.04720,2.57400,1000,1700
3552,3.552,control,6076,-0.12939,-0.10000,0.05470,0.75446,2.57400,-1.04720,2.57400,2000,1700
3572,3.572,control,5894,-0.12658,-0.10000,0.06177,-0.72231,2.57400,1.04720,2.57400,1000,1700
3592,3.592,control,5704,-0.12365,-0.10000,0.07632,0.72811,2.57400,-1.04720,2.57400,2000,1700
3612,3.612,control,5413,-0.11916,-0.10000,0.10552,-0.72706,2.57400,1.04720,2.57400,1000,1700
3650,3.650,control,4685,-0.10793,-0.10000,0.18189,0.72725,2.57400,-1.04720,2.57400,2000,1700
3669,3.669,control,4399,-0.10352,-0.10000,0.21604,-0.72722,2.57400,0.03491,2.57400,1328,1700
3689,3.689,control,4118,-0.09918,-0.10000,0.23611,-0.10252,2.57400,-1.04720,2.57400,2000,1700
3710,3.710,control,3669,-0.09225,-0.10000,0.25920,-0.87685,2.57400,-0.32304,2.57400,1553,1700
3730,3.730,control,3208,-0.08514,-0.10000,0.23729,-0.42291,2.57400,-1.04720,2.57400,2000,1700
3750,3.750,control,2758,-0.07820,-0.10000,0.24843,-0.93462,2.57400,-0.52304,2.57400,1678,1700
3770,3.770,control,2294,-0.07104,-0.10000,0.27153,-0.59726,2.57400,-1.04720,2.57400,2000,1700
3790,3.790,control,1873,-0.06454,-0.10000,0.27544,-0.96606,2.57400,-1.04720,2.57400,2000,1700
3810,3.810,control,1525,-0.05917,-0.10000,0.26441,-1.03257,2.57400,-1.01467,2.57400,1988,1700
3830,3.830,control,1246,-0.05487,-0.10000,0.24263,-1.01789,2.57400,-0.99399,2.57400,1975,1700
3850,3.850,control,1039,-0.05167,-0.10000,0.20834,-0.99830,2.57400,-0.83996,2.57400,1878,1700
3871,3.871,control,938,-0.05012,-0.10000,0.16349,-0.86851,2.57400,-0.81965,2.57400,1865,1700
3890,3.890,control,936,-0.05008,-0.10000,0.11266,-0.82846,2.57400,-0.47144,2.57400,1646,1700
3911,3.911,control,1043,-0.05174,-0.10000,0.05572,-0.53582,2.57400,-0.65502,2.57400,1762,1700
3931,3.931,control,1245,-0.05485,-0.10000,-0.00553,-0.63353,2.57400,0.23292,2.57400,1203,1700
3951,3.951,control,1622,-0.06067,-0.10000,-0.07554,0.07667,2.57400,-0.76004,2.57400,1828,1700
3971,3.971,control,2055,-0.06735,-0.10000,-0.14352,-0.60915,2.57400,1.04720,2.57400,1000,1700
3991,3.991,control,2499,-0.07420,-0.10000,-0.20032,0.74851,2.57400,-0.92813,2.57400,1933,1700
4011,4.011,control,2962,-0.08134,-0.10000,-0.24554,-0.62579,2.57400,1.04720,2.57400,1000,1700
4031,4.031,control,3458,-0.08900,-0.10000,-0.27196,0.74551,2.57400,0.17935,2.57400,1237,1700
4051,4.051,control,3916,-0.09606,-0.10000,-0.28259,0.28144,2.57400,1.04720,2.57400,1000,1700
4071,4.071,control,4389,-0.10336,-0.10000,-0.28891,0.90911,2.57400,0.36708,2.57400,1119,1700
4092,4.092,control,4901,-0.11126,-0.10000,-0.29610,0.46483,2.57400,1.04720,2.57400,1000,1700
4111,4.111,control,5387,-0.11876,-0.10000,-0.29718,0.94218,2.57400,0.84047,2.57400,1000,1700
4131,4.131,control,5851,-0.12592,-0.10000,-0.29815,0.85881,2.57400,1.04720,2.57400,1000,1700
4152,4.152,control,6289,-0.13268,-0.10000,-0.29466,1.01323,2.57400,1.04720,2.57400,1000,1700
4172,4.172,control,6601,-0.13749,-0.10000,-0.27201,1.04107,2.57400,0.95578,2.57400,1000,1700
4192,4.192,control,6563,-0.13691,-0.10000,-0.20862,0.97116,2.57400,0.55233,2.57400,1002,1700
4212,4.212,control,6437,-0.13496,-0.10000,-0.12588,0.62786,2.57400,0.62616,2.57400,1000,1700
4233,4.233,control,6304,-0.13291,-0.10000,-0.03938,0.62646,2.57400,-0.20139,2.57400,1476,1700
4254,4.254,control,6139,-0.13036,-0.10000,0.03808,-0.05211,2.57400,0.74818,2.57400,1000,1700
4274,4.274,control,5907,-0.12679,-0.10000,0.08228,0.60386,2.57400,-1.04720,2.57400,2000,1700
4295,4.295,control,5476,-0.12014,-0.10000,0.12848,-0.74947,2.57400,1.04720,2.57400,1000,1700
4317,4.317,control,4945,-0.11194,-0.10000,0.18533,0.72321,2.57400,-1.04720,2.57400,2000,1700
4336,4.336,control,4511,-0.10525,-0.10000,0.23143,-0.72794,2.57400,-0.04540,2.57400,1378,1700
4356,4.356,control,4104,-0.09897,-0.10000,0.26417,-0.16848,2.57400,-1.04720,2.57400,2000,1700
4376,4.376,control,3626,-0.09159,-0.10000,0.27906,-0.88874,2.57400,-0.48987,2.57400,1658,1700
4396,4.396,control,3126,-0.08388,-0.10000,0.28018,-0.56180,2.57400,-1.04720,2.57400,2000,1700
4417,4.417,control,2629,-0.07621,-0.10000,0.28733,-0.95967,2.57400,-0.86700,2.57400,1895,1700
4437,4.437,control,2177,-0.06923,-0.10000,0.29433,-0.88371,2.57400,-1.04720,2.57400,2000,1700
4457,4.457,control,1792,-0.06329,-0.10000,0.28638,-1.01772,2.57400,-1.04720,2.57400,2000,1700
4477,4.477,control,1504,-0.05885,-0.10000,0.26110,-1.04188,2.57400,-0.97199,2.57400,1961,1700
4497,4.497,control,1285,-0.05547,-0.10000,0.22349,-0.98459,2.57400,-0.88969,2.57400,1909,1700
4517,4.517,control,1166,-0.05363,-0.10000,0.17624,-0.90680,2.57400,-0.72533,2.57400,1806,1700
4555,4.555,control,1212,-0.05434,-0.10000,0.11552,-0.75806,2.57400,-0.54101,2.57400,1690,1700
4574,4.574,control,1400,-0.05724,-0.10000,0.04589,-0.58015,2.57400,-0.28269,2.57400,1527,1700
4594,4.594,control,1770,-0.06295,-0.10000,-0.03862,-0.33633,2.57400,0.02901,2.57400,1331,1700
4614,4.614,control,2230,-0.07005,-0.10000,-0.12650,-0.03687,2.57400,0.27359,2.57400,1177,1700
4634,4.634,control,2737,-0.07787,-0.10000,-0.20266,0.21760,2.57400,0.55075,2.57400,1003,1700
4654,4.654,control,3300,-0.08656,-0.10000,-0.26601,0.49067,2.57400,0.69452,2.57400,1000,1700
4675,4.675,control,3901,-0.09583,-0.10000,-0.30997,0.65776,2.57400,0.95284,2.57400,1000,1700
4696,4.696,control,4461,-0.10447,-0.10000,-0.33395,0.89963,2.57400,0.82520,2.57400,1000,1700
4717,4.717,control,4987,-0.11259,-0.10000,-0.34320,0.83862,2.57400,1.04720,2.57400,1000,1700
4737,4.737,control,5437,-0.11953,-0.10000,-0.33377,1.00958,2.57400,1.01859,2.57400,1000,1700
4758,4.758,control,5842,-0.12578,-0.10000,-0.30977,1.01697,2.57400,0.98354,2.57400,1000,1700
4779,4.779,control,6133,-0.13027,-0.10000,-0.27352,0.98957,2.57400,0.87258,2.57400,1000,1700
4798,4.798,control,6316,-0.13310,-0.10000,-0.22560,0.89367,2.57400,0.77906,2.57400,1000,1700
4818,4.818,control,6396,-0.13433,-0.10000,-0.17126,0.79973,2.57400,0.57382,2.57400,1000,1700
4839,4.839,control,6345,-0.13354,-0.10000,-0.10571,0.61456,2.57400,0.43640,2.57400,1075,1700
4859,4.859,control,6105,-0.12984,-0.10000,-0.02869,0.46853,2.57400,0.00677,2.57400,1345,1700
4879,4.879,control,5746,-0.12430,-0.10000,0.05296,0.09004,2.57400,0.06636,2.57400,1308,1700
4899,4.899,control,5300,-0.11742,-0.10000,0.13426,0.07063,2.57400,-0.82136,2.57400,1866,1700
4920,4.920,control,4797,-0.10966,-0.10000,0.20747,-0.66051,2.57400,0.13505,2.57400,1265,1700
4941,4.941,control,4304,-0.10205,-0.10000,0.25676,-0.00841,2.57400,-1.04720,2.57400,2000,1700
4961,4.961,control,3837,-0.09485,-0.10000,0.28322,-0.85988,2.57400,-0.49739,2.57400,1662,1700
4981,4.981,control,3429,-0.08855,-0.10000,0.28705,-0.56275,2.57400,-1.04720,2.57400,2000,1700
5002,5.002,control,3042,-0.08258,-0.10000,0.27567,-0.95984,2.57400,-0.56304,2.57400,1704,1700
5021,5.021,control,2717,-0.07756,-0.10000,0.25411,-0.63459,2.57400,-1.04720,2.57400,2000,1700
5041,5.041,control,2478,-0.07388,-0.10000,0.22301,-0.97279,2.57400,-0.33700,2.57400,1561,1700
5061,5.061,control,2337,-0.07170,-0.10000,0.18485,-0.45165,2.57400,-1.04720,2.57400,2000,1700
