t_ms,t_s,phase,count,p_m,p_ref_m,v_mps,theta_hat_rad,T_hat_N,theta_cmd_rad,T_cmd_N,servo_us,esc_us
1084,1.084,control,3900,-0.11302,-0.15000,-0.00609,0.52083,2.57400,-1.04720,2.57400,2000,1700
1104,1.104,control,3909,-0.11316,-0.15000,-0.00885,-0.76444,2.57400,0.85441,2.57400,1000,1700
1126,1.126,control,3915,-0.11325,-0.15000,-0.00903,0.56248,2.57400,-1.04720,2.57400,2000,1700
1145,1.145,control,3888,-0.11284,-0.15000,-0.00357,-0.75693,2.57400,0.77847,2.57400,1000,1700
1165,1.165,control,3856,-0.11234,-0.15000,0.00368,0.50159,2.57400,-1.04720,2.57400,2000,1700
1185,1.185,control,3801,-0.11149,-0.15000,0.01277,-0.76791,2.57400,0.61923,2.57400,1000,1700
1205,1.205,control,3756,-0.11080,-0.15000,0.02100,0.36909,2.57400,-1.04720,2.57400,2000,1700
1225,1.225,control,3692,-0.10981,-0.15000,0.02747,-0.79180,2.57400,0.49653,2.57400,1037,1700
1245,1.245,control,3620,-0.10870,-0.15000,0.03373,0.26420,2.57400,-1.04720,2.57400,2000,1700
1265,1.265,control,3536,-0.10741,-0.15000,0.03874,-0.81072,2.57400,0.36885,2.57400,1117,1700
1285,1.285,control,3431,-0.10579,-0.15000,0.04672,0.15614,2.57400,-1.04720,2.57400,2000,1700
1305,1.305,control,3327,-0.10418,-0.15000,0.05344,-0.83020,2.57400,0.18655,2.57400,1232,1700
1325,1.325,control,3097,-0.10063,-0.15000,0.07252,0.00320,2.57400,-1.04720,2.57400,2000,1700
1346,1.346,control,2808,-0.09617,-0.15000,0.10039,-0.85778,2.57400,-0.41136,2.57400,1608,1700
1365,1.365,control,2541,-0.09205,-0.15000,0.12624,-0.49186,2.57400,-1.04720,2.57400,2000,1700
1385,1.385,control,2254,-0.08762,-0.15000,0.15376,-0.94705,2.57400,-0.92723,2.57400,1933,1700
1405,1.405,control,1991,-0.08357,-0.15000,0.16559,-0.93080,2.57400,-1.04720,2.57400,2000,1700
1425,1.425,control,1783,-0.08036,-0.15000,0.16038,-1.02621,2.57400,-1.01401,2.57400,1987,1700
1445,1.445,control,1651,-0.07832,-0.15000,0.14424,-1.01621,2.57400,-0.96021,2.57400,1953,1700
1465,1.465,control,1571,-0.07709,-0.15000,0.11704,-0.97031,2.57400,-0.87401,2.57400,1899,1700
1485,1.485,control,1565,-0.07699,-0.15000,0.08112,-0.89137,2.57400,-0.75821,2.57400,1826,1700
1505,1.505,control,1618,-0.07781,-0.15000,0.04216,-0.78222,2.57400,-0.66321,2.57400,1767,1700
1525,1.525,control,1753,-0.07989,-0.15000,0.00163,-0.68467,2.57400,-0.48529,2.57400,1655,1700
1545,1.545,control,1962,-0.08312,-0.15000,-0.04174,-0.52124,2.57400,-0.41290,2.57400,1609,1700
1567,1.567,control,2329,-0.08878,-0.15000,-0.09504,-0.43243,2.57400,0.01279,2.57400,1341,1700
1586,1.586,control,2757,-0.09539,-0.15000,-0.15153,-0.06750,2.57400,-0.20200,2.57400,1477,1700
1606,1.606,control,3200,-0.10222,-0.15000,-0.20175,-0.17775,2.57400,0.73661,2.57400,1000,1700
1626,1.626,control,3638,-0.10898,-0.15000,-0.24154,0.57173,2.57400,-0.59382,2.57400,1723,1700
1646,1.646,control,4072,-0.11568,-0.15000,-0.26072,-0.38364,2.57400,1.04720,2.57400,1000,1700
1666,1.666,control,4476,-0.12191,-0.15000,-0.26388,0.78918,2.57400,-0.53959,2.57400,1689,1700
1686,1.686,control,4790,-0.12675,-0.15000,-0.25090,-0.29997,2.57400,1.04720,2.57400,1000,1700
1706,1.706,control,5086,-0.13132,-0.15000,-0.23166,0.80427,2.57400,-0.56760,2.57400,1707,1700
1727,1.727,control,5302,-0.13465,-0.15000,-0.20235,-0.32021,2.57400,1.04720,2.57400,1000,1700
1747,1.747,control,5518,-0.13799,-0.15000,-0.17325,0.80062,2.57400,-0.86670,2.57400,1895,1700
1767,1.767,control,5620,-0.13956,-0.15000,-0.14162,-0.56604,2.57400,1.04720,2.57400,1000,1700
1814,1.814,control,5774,-0.14194,-0.15000,-0.11680,0.75629,2.57400,-1.04720,2.57400,2000,1700
1833,1.833,control,5817,-0.14260,-0.15000,-0.09066,-0.72198,2.57400,1.04720,2.57400,1000,1700
1853,1.853,control,5836,-0.14289,-0.15000,-0.06155,0.72817,2.57400,-1.04720,2.57400,2000,1700
1873,1.873,control,5767,-0.14183,-0.15000,-0.03434,-0.72705,2.57400,1.04720,2.57400,1000,1700
1893,1.893,control,5746,-0.14151,-0.15000,-0.00728,0.72725,2.57400,-1.04720,2.57400,2000,1700
1913,1.913,control,5646,-0.13996,-0.15000,0.01629,-0.72721,2.57400,1.04720,2.57400,1000,1700
1933,1.933,control,5625,-0.13964,-0.15000,0.02768,0.72722,2.57400,-1.04720,2.57400,2000,1700
1953,1.953,control,5527,-0.13813,-0.15000,0.03422,-0.72722,2.57400,1.04720,2.57400,1000,1700
1973,1.973,control,5498,-0.13768,-0.15000,0.03705,0.72722,2.57400,-1.04720,2.57400,2000,1700
1993,1.993,control,5371,-0.13572,-0.15000,0.04082,-0.72722,2.57400,1.02877,2.57400,1000,1700
2014,2.014,control,5304,-0.13469,-0.15000,0.04692,0.71212,2.57400,-1.04720,2.57400,2000,1700
2036,2.036,control,5144,-0.13222,-0.15000,0.05544,-0.72994,2.57400,0.79601,2.57400,1000,1700
2055,2.055,control,5075,-0.13115,-0.15000,0.06232,0.52084,2.57400,-1.04720,2.57400,2000,1700
2075,2.075,control,4892,-0.12833,-0.15000,0.07043,-0.76444,2.57400,0.62824,2.57400,1000,1700
2095,2.095,control,4799,-0.12689,-0.15000,0.07567,0.37710,2.57400,-1.04720,2.57400,2000,1700
2115,2.115,control,4605,-0.12390,-0.15000,0.08092,-0.79036,2.57400,0.46173,2.57400,1059,1700
2135,2.135,control,4379,-0.12041,-0.15000,0.09945,0.23594,2.57400,-1.04720,2.57400,2000,1700
2155,2.155,control,4062,-0.11552,-0.15000,0.11948,-0.81581,2.57400,-0.07889,2.57400,1399,1700
2175,2.175,control,3858,-0.11237,-0.15000,0.13748,-0.21178,2.57400,-1.04720,2.57400,2000,1700
2195,2.195,control,3523,-0.10721,-0.15000,0.15811,-0.89655,2.57400,-0.47833,2.57400,1650,1700
2215,2.215,control,3183,-0.10196,-0.15000,0.17661,-0.55374,2.57400,-1.04720,2.57400,2000,1700
2235,2.235,control,2797,-0.09600,-0.15000,0.18961,-0.95821,2.57400,-0.95351,2.57400,1949,1700
2256,2.256,control,2459,-0.09079,-0.15000,0.20799,-0.95436,2.57400,-1.04720,2.57400,2000,1700
2275,2.275,control,2185,-0.08656,-0.15000,0.20691,-1.03046,2.57400,-1.04720,2.57400,2000,1700
2295,2.295,control,1952,-0.08297,-0.15000,0.19503,-1.04418,2.57400,-1.04720,2.57400,2000,1700
2315,2.315,control,1808,-0.08074,-0.15000,0.16533,-1.04665,2.57400,-0.99402,2.57400,1975,1700
2335,2.335,control,1764,-0.08006,-0.15000,0.12466,-1.00351,2.57400,-0.76405,2.57400,1830,1700
2356,2.356,control,1796,-0.08056,-0.15000,0.07941,-0.80723,2.57400,-0.84390,2.57400,1880,1700
2376,2.376,control,1898,-0.08213,-0.15000,0.02966,-0.83728,2.57400,-0.27744,2.57400,1524,1700
2396,2.396,control,2086,-0.08503,-0.15000,-0.02113,-0.37839,2.57400,-0.89676,2.57400,1914,1700
2416,2.416,control,2399,-0.08986,-0.15000,-0.07492,-0.80328,2.57400,0.80633,2.57400,1000,1700
2436,2.436,control,2825,-0.09644,-0.15000,-0.13362,0.51607,2.57400,-1.04720,2.57400,2000,1700
2456,2.456,control,3255,-0.10307,-0.15000,-0.18665,-0.76530,2.57400,1.04720,2.57400,1000,1700
2477,2.477,control,3721,-0.11026,-0.15000,-0.23259,0.72035,2.57400,-1.00886,2.57400,1984,1700
2496,2.496,control,4144,-0.11679,-0.15000,-0.25825,-0.69703,2.57400,1.04720,2.57400,1000,1700
2516,2.516,control,4573,-0.12341,-0.15000,-0.26627,0.73266,2.57400,-0.32845,2.57400,1556,1700
2536,2.536,control,4993,-0.12989,-0.15000,-0.26760,-0.13710,2.57400,1.04720,2.57400,1000,1700
2556,2.556,control,5452,-0.13697,-0.15000,-0.26724,0.83364,2.57400,-0.14915,2.57400,1443,1700
2576,2.576,control,5927,-0.14430,-0.15000,-0.27275,0.02808,2.57400,1.04720,2.57400,1000,1700
2596,2.596,control,6373,-0.15118,-0.15000,-0.27624,0.86342,2.57400,0.30171,2.57400,1160,1700
2616,2.616,control,6611,-0.15485,-0.15000,-0.25763,0.40300,2.57400,1.04720,2.57400,1000,1700
2636,2.636,control,6531,-0.15362,-0.15000,-0.19383,0.93103,2.57400,-0.52309,2.57400,1679,1700
2656,2.656,control,6401,-0.15161,-0.15000,-0.10934,-0.26087,2.57400,1.04720,2.57400,1000,1700
2676,2.676,control,6341,-0.15069,-0.15000,-0.02935,0.81132,2.57400,-1.04720,2.57400,2000,1700
2724,2.724,control,6168,-0.14802,-0.15000,0.03904,-0.71206,2.57400,1.04720,2.57400,1000,1700
2743,2.743,control,5952,-0.14468,-0.15000,0.07425,0.72996,2.57400,-1.04720,2.57400,2000,1700
2763,2.763,control,5724,-0.14117,-0.15000,0.09540,-0.72673,2.57400,0.71491,2.57400,1000,1700
2783,2.783,control,5495,-0.13763,-0.15000,0.11999,0.45494,2.57400,-1.04720,2.57400,2000,1700
2803,2.803,control,5401,-0.13618,-0.15000,0.11884,-0.77632,2.57400,0.47598,2.57400,1050,1700
2823,2.823,control,5415,-0.13640,-0.15000,0.09365,0.25015,2.57400,-1.04720,2.57400,2000,1700
2843,2.843,control,5449,-0.13692,-0.15000,0.05780,-0.81325,2.57400,1.04720,2.57400,1000,1700
2863,2.863,control,5544,-0.13839,-0.15000,0.01205,0.71171,2.57400,-1.04720,2.57400,2000,1700
2883,2.883,control,5615,-0.13948,-0.15000,-0.01950,-0.73002,2.57400,1.04720,2.57400,1000,1700
2903,2.903,control,5684,-0.14055,-0.15000,-0.03490,0.72672,2.57400,-1.04720,2.57400,2000,1700
2923,2.923,control,5744,-0.14147,-0.15000,-0.04233,-0.72731,2.57400,1.04720,2.57400,1000,1700
2944,2.944,control,5785,-0.14211,-0.15000,-0.03873,0.72720,2.57400,-1.04720,2.57400,2000,1700
2963,2.963,control,5839,-0.14294,-0.15000,-0.03581,-0.72722,2.57400,1.04720,2.57400,1000,1700
2983,2.983,control,5865,-0.14334,-0.15000,-0.03029,0.72722,2.57400,-1.04720,2.57400,2000,1700
3003,3.003,control,5902,-0.14391,-0.15000,-0.02615,-0.72722,2.57400,1.04720,2.57400,1000,1700
3023,3.023,control,5921,-0.14421,-0.15000,-0.02253,0.72722,2.57400,-1.04720,2.57400,2000,1700
3043,3.043,control,5968,-0.14493,-0.15000,-0.02069,-0.72722,2.57400,1.04720,2.57400,1000,1700
3063,3.063,control,5942,-0.14453,-0.15000,-0.01452,0.72722,2.57400,-1.04720,2.57400,2000,1700
3083,3.083,control,5958,-0.14478,-0.15000,-0.01041,-0.72722,2.57400,1.04720,2.57400,1000,1700
3103,3.103,control,5922,-0.14422,-0.15000,-0.00323,0.72722,2.57400,-1.04720,2.57400,2000,1700
3134,3.134,control,5924,-0.14425,-0.15000,0.00378,-0.72722,2.57400,1.04720,2.57400,1000,1700
3143,3.143,control,5891,-0.14374,-0.15000,0.00664,0.72722,2.57400,-1.04720,2.57400,2000,1700
3164,3.164,control,5755,-0.14164,-0.15000,0.02392,-0.72722,2.57400,1.04720,2.57400,1000,1700
3183,3.183,control,5610,-0.13941,-0.15000,0.04087,0.72722,2.57400,-1.04720,2.57400,2000,1700
3203,3.203,control,5566,-0.13873,-0.15000,0.05093,-0.72722,2.57400,1.03368,2.57400,1000,1700
3223,3.223,control,5581,-0.13896,-0.15000,0.04876,0.71614,2.57400,-1.04720,2.57400,2000,1700
3243,3.243,control,5616,-0.13950,-0.15000,0.02964,-0.72922,2.57400,1.04720,2.57400,1000,1700
3263,3.263,control,5681,-0.14050,-0.15000,0.00122,0.72686,2.57400,-1.04720,2.57400,2000,1700
3283,3.283,control,5730,-0.14126,-0.15000,-0.01735,-0.72729,2.57400,1.04720,2.57400,1000,1700
3303,3.303,control,5774,-0.14194,-0.15000,-0.02605,0.72721,2.57400,-1.04720,2.57400,2000,1700
3323,3.323,control,5823,-0.14269,-0.15000,-0.03017,-0.72722,2.57400,1.04720,2.57400,1000,1700
3343,3.343,control,5860,-0.14326,-0.15000,-0.02839,0.72722,2.57400,-1.04720,2.57400,2000,1700
3363,3.363,control,5912,-0.14407,-0.15000,-0.02817,-0.72722,2.57400,1.04720,2.57400,1000,1700
3385,3.385,control,5918,-0.14416,-0.15000,-0.02400,0.72722,2.57400,-1.04720,2.57400,2000,1700
3404,3.404,control,5964,-0.14487,-0.15000,-0.02243,-0.72722,2.57400,1.04720,2.57400,1000,1700
3424,3.424,control,5997,-0.14538,-0.15000,-0.02153,0.72722,2.57400,-1.04720,2.57400,2000,1700
3444,3.444,control,5958,-0.14478,-0.15000,-0.01143,-0.72722,2.57400,1.04720,2.57400,1000,1700
3464,3.464,control,5965,-0.14488,-0.15000,-0.00850,0.72722,2.57400,-1.04720,2.57400,2000,1700
3484,3.484,control,5881,-0.14359,-0.15000,0.00641,-0.72722,2.57400,1.04720,2.57400,1000,1700
3504,3.504,control,5851,-0.14313,-0.15000,0.01769,0.72722,2.57400,-1.04720,2.57400,2000,1700
3524,3.524,control,5810,-0.14249,-0.15000,0.02129,-0.72722,2.57400,1.04720,2.57400,1000,1700
3544,3.544,control,5763,-0.14177,-0.15000,0.02821,0.72722,2.57400,-1.04720,2.57400,2000,1700
3564,3.564,control,5716,-0.14104,-0.15000,0.02628,-0.72722,2.57400,1.04720,2.57400,1000,1700
3584,3.584,control,5667,-0.14029,-0.15000,0.02776,0.72722,2.57400,-1.04720,2.57400,2000,1700
3628,3.628,control,5549,-0.13847,-0.15000,0.03652,-0.72722,2.57400,1.04720,2.57400,1000,1700
3647,3.647,control,5452,-0.13697,-0.15000,0.04455,0.72722,2.57400,-1.04720,2.57400,2000,1700
3667,3.667,control,5250,-0.13385,-0.15000,0.06370,-0.72722,2.57400,0.76736,2.57400,1000,1700
3687,3.687,control,5138,-0.13212,-0.15000,0.07624,0.49784,2.57400,-1.04720,2.57400,2000,1700
3707,3.707,control,5030,-0.13046,-0.15000,0.07893,-0.76858,2.57400,0.63030,2.57400,1000,1700
3727,3.727,control,4993,-0.12989,-0.15000,0.07325,0.37805,2.57400,-1.04720,2.57400,2000,1700
3747,3.747,control,4966,-0.12947,-0.15000,0.05265,-0.79019,2.57400,0.88683,2.57400,1000,1700
3767,3.767,control,4982,-0.12972,-0.15000,0.03264,0.58441,2.57400,-1.04720,2.57400,2000,1700
3787,3.787,control,4981,-0.12970,-0.15000,0.01509,-0.75297,2.57400,1.04720,2.57400,1000,1700
3807,3.807,control,4994,-0.12990,-0.15000,0.00442,0.72258,2.57400,-1.04720,2.57400,2000,1700
3828,3.828,control,4984,-0.12975,-0.15000,-0.00062,-0.72806,2.57400,1.04720,2.57400,1000,1700
3847,3.847,control,4994,-0.12990,-0.15000,-0.00148,0.72707,2.57400,-1.04720,2.57400,2000,1700
3867,3.867,control,4986,-0.12978,-0.15000,-0.00098,-0.72725,2.57400,1.04720,2.57400,1000,1700
3887,3.887,control,4996,-0.12993,-0.15000,-0.00051,0.72722,2.57400,-1.04720,2.57400,2000,1700
3907,3.907,control,4991,-0.12986,-0.15000,-0.00091,-0.72722,2.57400,1.04720,2.57400,1000,1700
3927,3.927,control,4975,-0.12961,-0.15000,0.00178,0.72722,2.57400,-1.04720,2.57400,2000,1700
3947,3.947,control,4973,-0.12958,-0.15000,0.00194,-0.72722,2.57400,1.04720,2.57400,1000,1700
3967,3.967,control,4947,-0.12918,-0.15000,0.00587,0.72722,2.57400,-1.04720,2.57400,2000,1700
3987,3.987,control,4904,-0.12851,-0.15000,0.01116,-0.72722,2.57400,1.04720,2.57400,1000,1700
4007,4.007,control,4850,-0.12768,-0.15000,0.01685,0.72722,2.57400,-1.04720,2.57400,2000,1700
4027,4.027,control,4798,-0.12688,-0.15000,0.02396,-0.72722,2.57400,0.90047,2.57400,1000,1700
4048,4.048,control,4689,-0.12520,-0.15000,0.03505,0.60695,2.57400,-1.04720,2.57400,2000,1700
4067,4.067,control,4602,-0.12385,-0.15000,0.04313,-0.74891,2.57400,0.69033,2.57400,1000,1700
4087,4.087,control,4545,-0.12297,-0.15000,0.04588,0.43080,2.57400,-1.04720,2.57400,2000,1700
4107,4.107,control,4508,-0.12240,-0.15000,0.04509,-0.78067,2.57400,0.70780,2.57400,1000,1700
4127,4.127,control,4485,-0.12205,-0.15000,0.03556,0.43938,2.57400,-1.04720,2.57400,2000,1700
4147,4.147,control,4477,-0.12192,-0.15000,0.02417,-0.77913,2.57400,0.87425,2.57400,1000,1700
4167,4.167,control,4454,-0.12157,-0.15000,0.01708,0.57610,2.57400,-1.04720,2.57400,2000,1700
4187,4.187,control,4429,-0.12118,-0.15000,0.01366,-0.75447,2.57400,0.88180,2.57400,1000,1700
4207,4.207,control,4348,-0.11993,-0.15000,0.01889,0.58674,2.57400,-1.04720,2.57400,2000,1700
4228,4.228,control,4252,-0.11845,-0.15000,0.02997,-0.75255,2.57400,0.64657,2.57400,1000,1700
4248,4.248,control,4137,-0.11668,-0.15000,0.04323,0.39427,2.57400,-1.04720,2.57400,2000,1700
4269,4.269,control,4016,-0.11481,-0.15000,0.05758,-0.78726,2.57400,0.37527,2.57400,1113,1700
4288,4.288,control,3859,-0.11239,-0.15000,0.07009,0.16564,2.57400,-1.04720,2.57400,2000,1700
4308,4.308,control,3685,-0.10970,-0.15000,0.08227,-0.82849,2.57400,0.10026,2.57400,1286,1700
4328,4.328,control,3396,-0.10525,-0.15000,0.10471,-0.06722,2.57400,-1.04720,2.57400,2000,1700
4348,4.348,control,3088,-0.10049,-0.15000,0.13164,-0.87048,2.57400,-0.52057,2.57400,1677,1700
4368,4.368,control,2796,-0.09599,-0.15000,0.15431,-0.58367,2.57400,-1.04720,2.57400,2000,1700
4388,4.388,control,2492,-0.09130,-0.15000,0.17514,-0.96361,2.57400,-0.95948,2.57400,1953,1700
4408,4.408,control,2255,-0.08764,-0.15000,0.17578,-0.96023,2.57400,-1.04720,2.57400,2000,1700
4428,4.428,control,2089,-0.08508,-0.15000,0.16063,-1.03151,2.57400,-0.85448,2.57400,1887,1700
4448,4.448,control,1997,-0.08366,-0.15000,0.13449,-0.88641,2.57400,-1.03434,2.57400,2000,1700
4468,4.468,control,1995,-0.08363,-0.15000,0.09403,-1.00766,2.57400,-0.37003,2.57400,1582,1700
4508,4.508,control,2207,-0.08690,-0.15000,0.03339,-0.48501,2.57400,-1.04720,2.57400,2000,1700
4528,4.528,control,2510,-0.09157,-0.15000,-0.03545,-0.94582,2.57400,0.87079,2.57400,1000,1700
4548,4.548,control,2956,-0.09846,-0.15000,-0.11422,0.54321,2.57400,-1.04720,2.57400,2000,1700
4568,4.568,control,3398,-0.10528,-0.15000,-0.18580,-0.76040,2.57400,1.04720,2.57400,1000,1700
4588,4.588,control,3888,-0.11284,-0.15000,-0.23730,0.72124,2.57400,-0.88837,2.57400,1908,1700
4608,4.608,control,4315,-0.11943,-0.15000,-0.26614,-0.59811,2.57400,1.04720,2.57400,1000,1700
4628,4.628,control,4763,-0.12634,-0.15000,-0.27501,0.75050,2.57400,-0.20399,2.57400,1478,1700
4648,4.648,control,5128,-0.13197,-0.15000,-0.26936,-0.03187,2.57400,1.04720,2.57400,1000,1700
4668,4.668,control,5541,-0.13834,-0.15000,-0.25934,0.85261,2.57400,-0.22399,2.57400,1490,1700
4688,4.688,control,5955,-0.14473,-0.15000,-0.25494,-0.02985,2.57400,1.04720,2.57400,1000,1700
4709,4.709,control,6357,-0.15093,-0.15000,-0.24864,0.85298,2.57400,0.07581,2.57400,1302,1700
4730,4.730,control,6592,-0.15456,-0.15000,-0.23272,0.21595,2.57400,1.04720,2.57400,1000,1700
4749,4.749,control,6556,-0.15400,-0.15000,-0.17944,0.89730,2.57400,-0.55317,2.57400,1697,1700
4769,4.769,control,6449,-0.15235,-0.15000,-0.10719,-0.29161,2.57400,1.04720,2.57400,1000,1700
4789,4.789,control,6402,-0.15163,-0.15000,-0.03702,0.80577,2.57400,-1.04720,2.57400,2000,1700
4809,4.809,control,6295,-0.14998,-0.15000,0.02097,-0.71306,2.57400,1.04720,2.57400,1000,1700
4829,4.829,control,6223,-0.14887,-0.15000,0.04226,0.72977,2.57400,-1.04720,2.57400,2000,1700
4849,4.849,control,6084,-0.14672,-0.15000,0.05210,-0.72676,2.57400,1.04720,2.57400,1000,1700
4869,4.869,control,5965,-0.14488,-0.15000,0.06283,0.72730,2.57400,-1.04720,2.57400,2000,1700
4889,4.889,control,5785,-0.14211,-0.15000,0.07393,-0.72721,2.57400,0.93592,2.57400,1000,1700
4909,4.909,control,5615,-0.13948,-0.15000,0.08785,0.63601,2.57400,-1.04720,2.57400,2000,1700
4929,4.929,control,5427,-0.13658,-0.15000,0.09732,-0.74367,2.57400,0.59677,2.57400,1000,1700
4951,4.951,control,5213,-0.13328,-0.15000,0.11042,0.35505,2.57400,-1.04720,2.57400,2000,1700
4970,4.970,control,4989,-0.12982,-0.15000,0.11910,-0.79433,2.57400,0.31952,2.57400,1149,1700
4990,4.990,control,4747,-0.12609,-0.15000,0.12948,0.11866,2.57400,-1.04720,2.57400,2000,1700
5010,5.010,control,4432,-0.12123,-0.15000,0.14631,-0.83696,2.57400,-0.08385,2.57400,1402,1700
5030,5.030,control,4076,-0.11574,-0.15000,0.16670,-0.21966,2.57400,-1.04720,2.57400,2000,1700
