t_ms,t_s,sweep_idx,direction,servo_us,count,count_zero,count_delta,theta_deg,theta_rad,segment
33097,33.097,1,down,2425,-607,0,-607,-91.049992,-1.58912230,sweep
33459,33.459,1,down,2400,-591,0,-591,-88.650000,-1.54723440,sweep
33823,33.823,1,down,2375,-572,0,-572,-85.799992,-1.49749260,sweep
34188,34.188,1,down,2350,-563,0,-563,-84.450000,-1.47393060,sweep
34553,34.553,1,down,2325,-546,0,-546,-81.900000,-1.42942480,sweep
34916,34.916,1,down,2300,-529,0,-529,-79.350000,-1.38491880,sweep
35277,35.277,1,down,2275,-516,0,-516,-77.400000,-1.35088490,sweep
35642,35.642,1,down,2250,-500,0,-500,-75.000000,-1.30899690,sweep
36005,36.005,1,down,2225,-485,0,-485,-72.750000,-1.26972710,sweep
36370,36.370,1,down,2200,-472,0,-472,-70.800000,-1.23569320,sweep
36742,36.742,1,down,2175,-456,0,-456,-68.400000,-1.19380520,sweep
37106,37.106,1,down,2150,-441,0,-441,-66.150000,-1.15453540,sweep
37472,37.472,1,down,2125,-426,0,-426,-63.899996,-1.11526540,sweep
37847,37.847,1,down,2100,-410,0,-410,-61.500000,-1.07337750,sweep
38211,38.211,1,down,2075,-397,0,-397,-59.550004,-1.03934360,sweep
38576,38.576,1,down,2050,-387,0,-387,-58.050000,-1.01316370,sweep
38942,38.942,1,down,2025,-370,0,-370,-55.500000,-0.96865780,sweep
39307,39.307,1,down,2000,-358,0,-358,-53.700000,-0.93724184,sweep
39678,39.678,1,down,1975,-343,0,-343,-51.450000,-0.89797190,sweep
40052,40.052,1,down,1950,-328,0,-328,-49.200000,-0.85870208,sweep
40423,40.423,1,down,1925,-312,0,-312,-46.800000,-0.81681408,sweep
40793,40.793,1,down,1900,-298,0,-298,-44.700000,-0.78016220,sweep
41159,41.159,1,down,1875,-281,0,-281,-42.150000,-0.73565630,sweep
41526,41.526,1,down,1850,-268,0,-268,-40.200000,-0.70162240,sweep
41896,41.896,1,down,1825,-252,0,-252,-37.800000,-0.65973440,sweep
42264,42.264,1,down,1800,-236,0,-236,-35.400000,-0.61784660,sweep
42642,42.642,1,down,1775,-221,0,-221,-33.150000,-0.57857670,sweep
43013,43.013,1,down,1750,-204,0,-204,-30.600000,-0.53407080,sweep
43385,43.385,1,down,1725,-184,0,-184,-27.600000,-0.48171088,sweep
43762,43.762,1,down,1700,-173,0,-173,-25.949998,-0.45291296,sweep
44134,44.134,1,down,1675,-157,0,-157,-23.550000,-0.41102504,sweep
44507,44.507,1,down,1650,-141,0,-141,-21.150000,-0.36913716,sweep
44882,44.882,1,down,1625,-125,0,-125,-18.750000,-0.32724924,sweep
45256,45.256,1,down,1600,-108,0,-108,-16.200000,-0.28274336,sweep
45636,45.636,1,down,1575,-91,0,-91,-13.650001,-0.23823746,sweep
46017,46.017,1,down,1550,-78,0,-78,-11.700000,-0.20420352,sweep
46396,46.396,1,down,1525,-63,0,-63,-9.450000,-0.16493360,sweep
46773,46.773,1,down,1500,-49,0,-49,-7.350000,-0.12828170,sweep
47147,47.147,1,down,1475,-35,0,-35,-5.250000,-0.09162979,sweep
47520,47.520,1,down,1450,-17,0,-17,-2.550000,-0.04450590,sweep
47900,47.900,1,down,1425,-5,0,-5,-0.750000,-0.01308997,sweep
48280,48.280,1,down,1400,5,0,5,0.750000,0.01308997,sweep
48658,48.658,1,down,1375,21,0,21,3.150000,0.05497787,sweep
49035,49.035,1,down,1350,38,0,38,5.700000,0.09948376,sweep
49441,49.441,1,down,1325,56,0,56,8.400000,0.14660766,sweep
49795,49.795,1,down,1300,71,0,71,10.650000,0.18587756,sweep
50151,50.151,1,down,1275,87,0,87,13.049999,0.22776548,sweep
50512,50.512,1,down,1250,102,0,102,15.300000,0.26703540,sweep
50870,50.870,1,down,1225,115,0,115,17.250000,0.30106930,sweep
51228,51.228,1,down,1200,133,0,133,19.949998,0.34819320,sweep
51587,51.587,1,down,1175,145,0,145,21.750000,0.37960910,sweep
51942,51.942,1,down,1150,160,0,160,24.000002,0.41887908,sweep
52301,52.301,1,down,1125,178,0,178,26.699998,0.46600290,sweep
52656,52.656,1,down,1100,192,0,192,28.800000,0.50265484,sweep
53014,53.014,1,down,1075,210,0,210,31.500000,0.54977870,sweep
53373,53.373,1,down,1050,226,0,226,33.900000,0.59166664,sweep
53733,53.733,1,down,1025,240,0,240,36.000000,0.62831852,sweep
54097,54.097,1,down,1000,258,0,258,38.700000,0.67544248,sweep
54463,54.463,1,down,975,273,0,273,40.950000,0.71471240,sweep
54820,54.820,1,down,950,288,0,288,43.200000,0.75398224,sweep
55180,55.180,1,down,925,305,0,305,45.750000,0.79848816,sweep
55540,55.540,1,down,900,320,0,320,48.000004,0.83775810,sweep
55903,55.903,1,down,875,330,0,330,49.500000,0.86393800,sweep
56266,56.266,1,down,850,345,0,345,51.750000,0.90320790,sweep
56630,56.630,1,down,825,359,0,359,53.850004,0.93985984,sweep
57000,57.000,1,down,800,374,0,374,56.100000,0.97912976,sweep
57365,57.365,1,down,775,389,0,389,58.350000,1.01839960,sweep
57725,57.725,1,down,750,404,0,404,60.600004,1.05766950,sweep
58086,58.086,1,down,725,419,0,419,62.850000,1.09693940,sweep
58446,58.446,1,down,700,436,0,436,65.400000,1.14144540,sweep
58806,58.806,1,down,675,450,0,450,67.500000,1.17809720,sweep
59172,59.172,1,down,650,463,0,463,69.450000,1.21213120,sweep
59535,59.535,1,down,625,481,0,481,72.150000,1.25925500,sweep
59901,59.901,1,down,600,500,0,500,75.000000,1.30899690,sweep
60275,60.275,1,down,575,510,0,510,76.500000,1.33517700,sweep
60637,60.637,1,down,550,527,0,527,79.050000,1.37968280,sweep
61000,61.000,1,down,525,541,0,541,81.149992,1.41633460,sweep
61367,61.367,1,down,500,557,0,557,83.550000,1.45822260,sweep
61734,61.734,1,down,475,573,0,573,85.950000,1.50011050,sweep
62105,62.105,1,down,450,586,0,586,87.900000,1.53414450,sweep
62477,62.477,2,up,450,586,0,586,87.900000,1.53414450,sweep
62849,62.849,2,up,475,580,0,580,87.000000,1.51843640,sweep
63223,63.223,2,up,500,565,0,565,84.750000,1.47916660,sweep
63589,63.589,2,up,525,549,0,549,82.350000,1.43727880,sweep
63959,63.959,2,up,550,537,0,537,80.549992,1.40586270,sweep
64329,64.329,2,up,575,518,0,518,77.700008,1.35612080,sweep
64697,64.697,2,up,600,505,0,505,75.750000,1.32208690,sweep
65080,65.080,2,up,625,489,0,489,73.350000,1.28019900,sweep
65456,65.456,2,up,650,470,0,470,70.500000,1.23045720,sweep
65840,65.840,2,up,675,457,0,457,68.549992,1.19642320,sweep
66211,66.211,2,up,700,448,0,448,67.200000,1.17286130,sweep
66592,66.592,2,up,725,431,0,431,64.649992,1.12835540,sweep
66962,66.962,2,up,750,418,0,418,62.700000,1.09432150,sweep
67343,67.343,2,up,775,405,0,405,60.750000,1.06028760,sweep
67717,67.717,2,up,800,390,0,390,58.499996,1.02101760,sweep
68100,68.100,2,up,825,374,0,374,56.100000,0.97912976,sweep
68478,68.478,2,up,850,364,0,364,54.600004,0.95294980,sweep
68864,68.864,2,up,875,346,0,346,51.899996,0.90582590,sweep
69238,69.238,2,up,900,334,0,334,50.100004,0.87441000,sweep
69616,69.616,2,up,925,323,0,323,48.450000,0.84561210,sweep
69990,69.990,2,up,950,310,0,310,46.500000,0.81157810,sweep
70373,70.373,2,up,975,291,0,291,43.650000,0.76183630,sweep
70749,70.749,2,up,1000,278,0,278,41.700000,0.72780232,sweep
71135,71.135,2,up,1025,263,0,263,39.450000,0.68853240,sweep
71510,71.510,2,up,1050,245,0,245,36.750000,0.64140850,sweep
71894,71.894,2,up,1075,237,0,237,35.550000,0.62046456,sweep
72272,72.272,2,up,1100,212,0,212,31.800000,0.55501470,sweep
72653,72.653,2,up,1125,195,0,195,29.249998,0.51050880,sweep
73035,73.035,2,up,1150,184,0,184,27.600000,0.48171088,sweep
73422,73.422,2,up,1175,168,0,168,25.200000,0.43982296,sweep
73805,73.805,2,up,1200,150,0,150,22.500000,0.39269910,sweep
74198,74.198,2,up,1225,139,0,139,20.850000,0.36390116,sweep
74607,74.607,2,up,1250,123,0,123,18.450000,0.32201326,sweep
74974,74.974,2,up,1275,108,0,108,16.200000,0.28274336,sweep
75334,75.334,2,up,1300,92,0,92,13.800000,0.24085544,sweep
75703,75.703,2,up,1325,78,0,78,11.700000,0.20420352,sweep
76067,76.067,2,up,1350,57,0,57,8.550000,0.14922565,sweep
76433,76.433,2,up,1375,45,0,45,6.750000,0.11780974,sweep
76791,76.791,2,up,1400,27,0,27,4.050000,0.07068584,sweep
77157,77.157,2,up,1425,15,0,15,2.250000,0.03926991,sweep
77518,77.518,2,up,1450,2,0,2,0.300000,0.00523599,sweep
77885,77.885,2,up,1475,-15,0,-15,-2.250000,-0.03926991,sweep
78246,78.246,2,up,1500,-30,0,-30,-4.500000,-0.07853982,sweep
78615,78.615,2,up,1525,-43,0,-43,-6.450000,-0.11257374,sweep
78977,78.977,2,up,1550,-57,0,-57,-8.550000,-0.14922565,sweep
79345,79.345,2,up,1575,-72,0,-72,-10.800000,-0.18849556,sweep
79705,79.705,2,up,1600,-88,0,-88,-13.200000,-0.23038346,sweep
80076,80.076,2,up,1625,-106,0,-106,-15.900000,-0.27750736,sweep
80444,80.444,2,up,1650,-121,0,-121,-18.150000,-0.31677726,sweep
80821,80.821,2,up,1675,-141,0,-141,-21.150000,-0.36913716,sweep
81187,81.187,2,up,1700,-154,0,-154,-23.099998,-0.40317108,sweep
81558,81.558,2,up,1725,-169,0,-169,-25.350000,-0.44244100,sweep
81922,81.922,2,up,1750,-189,0,-189,-28.350000,-0.49480088,sweep
82291,82.291,2,up,1775,-206,0,-206,-30.900000,-0.53930676,sweep
82659,82.659,2,up,1800,-219,0,-219,-32.850004,-0.57334070,sweep
83029,83.029,2,up,1825,-238,0,-238,-35.700000,-0.62308260,sweep
83394,83.394,2,up,1850,-256,0,-256,-38.400000,-0.67020650,sweep
83764,83.764,2,up,1875,-268,0,-268,-40.200000,-0.70162240,sweep
84132,84.132,2,up,1900,-286,0,-286,-42.899996,-0.74874630,sweep
84508,84.508,2,up,1925,-303,0,-303,-45.450000,-0.79325216,sweep
84877,84.877,2,up,1950,-319,0,-319,-47.850004,-0.83514010,sweep
85254,85.254,2,up,1975,-333,0,-333,-49.950000,-0.87179200,sweep
85622,85.622,2,up,2000,-350,0,-350,-52.500000,-0.91629784,sweep
85992,85.992,2,up,2025,-361,0,-361,-54.150000,-0.94509584,sweep
86361,86.361,2,up,2050,-380,0,-380,-57.000000,-0.99483770,sweep
86735,86.735,2,up,2075,-393,0,-393,-58.949996,-1.02887150,sweep
87107,87.107,2,up,2100,-401,0,-401,-60.150000,-1.04981560,sweep
87479,87.479,2,up,2125,-419,0,-419,-62.850000,-1.09693940,sweep
87857,87.857,2,up,2150,-434,0,-434,-65.100008,-1.13620940,sweep
88237,88.237,2,up,2175,-448,0,-448,-67.200000,-1.17286130,sweep
88603,88.603,2,up,2200,-462,0,-462,-69.299992,-1.20951320,sweep
88976,88.976,2,up,2225,-479,0,-479,-71.850000,-1.25401920,sweep
89348,89.348,2,up,2250,-492,0,-492,-73.800000,-1.28805300,sweep
89726,89.726,2,up,2275,-511,0,-511,-76.650000,-1.33779490,sweep
90099,90.099,2,up,2300,-527,0,-527,-79.050000,-1.37968280,sweep
90482,90.482,2,up,2325,-538,0,-538,-80.700000,-1.40848080,sweep
90855,90.855,2,up,2350,-555,0,-555,-83.250000,-1.45298670,sweep
91236,91.236,2,up,2375,-569,0,-569,-85.350000,-1.48963860,sweep
91605,91.605,2,up,2400,-585,0,-585,-87.750000,-1.53152640,sweep
91980,91.980,2,up,2425,-601,0,-601,-90.150000,-1.57341430,sweep
92351,92.351,2,up,2450,-618,0,-618,-92.700000,-1.61792020,sweep
92729,92.729,2,down,2450,-618,0,-618,-92.700000,-1.61792020,sweep
93103,93.103,2,down,2425,-607,0,-607,-91.049992,-1.58912230,sweep
93487,93.487,2,down,2400,-591,0,-591,-88.650000,-1.54723440,sweep
93870,93.870,2,down,2375,-572,0,-572,-85.799992,-1.49749260,sweep
94257,94.257,2,down,2350,-562,0,-562,-84.300000,-1.47131260,sweep
94633,94.633,2,down,2325,-546,0,-546,-81.900000,-1.42942480,sweep
95014,95.014,2,down,2300,-530,0,-530,-79.500000,-1.38753680,sweep
95386,95.386,2,down,2275,-516,0,-516,-77.400000,-1.35088490,sweep
95768,95.768,2,down,2250,-501,0,-501,-75.150000,-1.31161500,sweep
96143,96.143,2,down,2225,-485,0,-485,-72.750000,-1.26972710,sweep
96526,96.526,2,down,2200,-471,0,-471,-70.650000,-1.23307520,sweep
96910,96.910,2,down,2175,-456,0,-456,-68.400000,-1.19380520,sweep
97295,97.295,2,down,2150,-442,0,-442,-66.300000,-1.15715340,sweep
97669,97.669,2,down,2125,-427,0,-427,-64.049992,-1.11788330,sweep
98052,98.052,2,down,2100,-410,0,-410,-61.500000,-1.07337750,sweep
98428,98.428,2,down,2075,-397,0,-397,-59.550004,-1.03934360,sweep
98850,98.850,2,down,2050,-387,0,-387,-58.050000,-1.01316370,sweep
99209,99.209,2,down,2025,-370,0,-370,-55.500000,-0.96865780,sweep
99574,99.574,2,down,2000,-358,0,-358,-53.700000,-0.93724184,sweep
99933,99.933,2,down,1975,-343,0,-343,-51.450000,-0.89797190,sweep
100295,100.295,2,down,1950,-328,0,-328,-49.200000,-0.85870208,sweep
100654,100.654,2,down,1925,-313,0,-313,-46.949996,-0.81943210,sweep
101020,101.020,2,down,1900,-299,0,-299,-44.850000,-0.78278020,sweep
101377,101.377,2,down,1875,-281,0,-281,-42.150000,-0.73565630,sweep
101748,101.748,2,down,1850,-267,0,-267,-40.050000,-0.69900440,sweep
102111,102.111,2,down,1825,-252,0,-252,-37.800000,-0.65973440,sweep
102487,102.487,2,down,1800,-236,0,-236,-35.400000,-0.61784660,sweep
102852,102.852,2,down,1775,-220,0,-220,-33.000000,-0.57595868,sweep
103219,103.219,2,down,1750,-205,0,-205,-30.750000,-0.53668876,sweep
103582,103.582,2,down,1725,-184,0,-184,-27.600000,-0.48171088,sweep
103949,103.949,2,down,1700,-173,0,-173,-25.949998,-0.45291296,sweep
104314,104.314,2,down,1675,-158,0,-158,-23.699998,-0.41364304,sweep
104686,104.686,2,down,1650,-141,0,-141,-21.150000,-0.36913716,sweep
105050,105.050,2,down,1625,-125,0,-125,-18.750000,-0.32724924,sweep
105423,105.423,2,down,1600,-109,0,-109,-16.350000,-0.28536136,sweep
105785,105.785,2,down,1575,-91,0,-91,-13.650001,-0.23823746,sweep
106156,106.156,2,down,1550,-78,0,-78,-11.700000,-0.20420352,sweep
106521,106.521,2,down,1525,-64,0,-64,-9.600000,-0.16755162,sweep
106890,106.890,2,down,1500,-49,0,-49,-7.350000,-0.12828170,sweep
107263,107.263,2,down,1475,-36,0,-36,-5.400000,-0.09424778,sweep
107638,107.638,2,down,1450,-17,0,-17,-2.550000,-0.04450590,sweep
108005,108.005,2,down,1425,-5,0,-5,-0.750000,-0.01308997,sweep
108380,108.380,2,down,1400,6,0,6,0.900000,0.01570796,sweep
108744,108.744,2,down,1375,21,0,21,3.150000,0.05497787,sweep
109118,109.118,2,down,1350,37,0,37,5.550000,0.09686578,sweep
109491,109.491,2,down,1325,56,0,56,8.400000,0.14660766,sweep
109867,109.867,2,down,1300,70,0,70,10.500000,0.18325958,sweep
110239,110.239,2,down,1275,87,0,87,13.049999,0.22776548,sweep
110616,110.616,2,down,1250,101,0,101,15.150001,0.26441738,sweep
110985,110.985,2,down,1225,115,0,115,17.250000,0.30106930,sweep
111359,111.359,2,down,1200,133,0,133,19.949998,0.34819320,sweep
111728,111.728,2,down,1175,145,0,145,21.750000,0.37960910,sweep
112111,112.111,2,down,1150,161,0,161,24.150002,0.42149704,sweep
112484,112.484,2,down,1125,178,0,178,26.699998,0.46600290,sweep
112859,112.859,2,down,1100,193,0,193,28.949998,0.50527280,sweep
113229,113.229,2,down,1075,209,0,209,31.350000,0.54716076,sweep
113604,113.604,2,down,1050,226,0,226,33.900000,0.59166664,sweep
113975,113.975,2,down,1025,240,0,240,36.000000,0.62831852,sweep
114355,114.355,2,down,1000,258,0,258,38.700000,0.67544248,sweep
114731,114.731,2,down,975,273,0,273,40.950000,0.71471240,sweep
115109,115.109,2,down,950,288,0,288,43.200000,0.75398224,sweep
115481,115.481,2,down,925,304,0,304,45.600000,0.79587010,sweep
115856,115.856,2,down,900,320,0,320,48.000004,0.83775810,sweep
116228,116.228,2,down,875,330,0,330,49.500000,0.86393800,sweep
116604,116.604,2,down,850,346,0,346,51.899996,0.90582590,sweep
116982,116.982,2,down,825,359,0,359,53.850004,0.93985984,sweep
117361,117.361,2,down,800,374,0,374,56.100000,0.97912976,sweep
117739,117.739,2,down,775,389,0,389,58.350000,1.01839960,sweep
118119,118.119,2,down,750,404,0,404,60.600004,1.05766950,sweep
118493,118.493,2,down,725,418,0,418,62.700000,1.09432150,sweep
118873,118.873,2,down,700,436,0,436,65.400000,1.14144540,sweep
119247,119.247,2,down,675,452,0,452,67.800000,1.18333330,sweep
119628,119.628,2,down,650,462,0,462,69.299992,1.20951320,sweep
120007,120.007,2,down,625,481,0,481,72.150000,1.25925500,sweep
120391,120.391,2,down,600,500,0,500,75.000000,1.30899690,sweep
120766,120.766,2,down,575,510,0,510,76.500000,1.33517700,sweep
121146,121.146,2,down,550,528,0,528,79.200000,1.38230080,sweep
121521,121.521,2,down,525,541,0,541,81.149992,1.41633460,sweep
121908,121.908,2,down,500,558,0,558,83.700000,1.46084060,sweep
122324,122.324,2,down,475,573,0,573,85.950000,1.50011050,sweep
122696,122.696,2,down,450,586,0,586,87.900000,1.53414450,sweep
