t_ms,t_s,run_name,segment,pwm_us,raw_count,tared_count,force_N,phase
2824,2.824,global_1100_1950,baseline_pre,1525,-41610.000,77900.250,1.840785,baseline_pre
2915,2.915,global_1100_1950,baseline_pre,1525,-42029.000,77481.250,1.830884,baseline_pre
3007,3.007,global_1100_1950,baseline_pre,1525,-41784.000,77726.250,1.836673,baseline_pre
3099,3.099,global_1100_1950,settle,1525,-41843.000,77667.250,1.835279,settle
3190,3.190,global_1100_1950,settle,1525,-42113.000,77397.250,1.828899,settle
3282,3.282,global_1100_1950,settle,1525,-42145.000,77365.250,1.828143,settle
3375,3.375,global_1100_1950,settle,1525,-42122.000,77388.250,1.828686,settle
3466,3.466,global_1100_1950,settle,1525,-42166.000,77344.250,1.827647,settle
3558,3.558,global_1100_1950,settle,1525,-42065.000,77445.250,1.830033,settle
3650,3.650,global_1100_1950,settle,1525,-41729.000,77781.250,1.837973,settle
3742,3.742,global_1100_1950,settle,1525,-41548.000,77962.250,1.842250,settle
3834,3.834,global_1100_1950,settle,1525,-41412.000,78098.250,1.845464,settle
3926,3.926,global_1100_1950,settle,1525,-41272.000,78238.250,1.848772,settle
4017,4.017,global_1100_1950,settle,1525,-41407.000,78103.250,1.845582,settle
4110,4.110,global_1100_1950,settle,1525,-41750.000,77760.250,1.837477,settle
4202,4.202,global_1100_1950,settle,1525,-41623.000,77887.250,1.840478,settle
4293,4.293,global_1100_1950,settle,1525,-41692.000,77818.250,1.838847,settle
4385,4.385,global_1100_1950,settle,1525,-41868.000,77642.250,1.834689,settle
4477,4.477,global_1100_1950,settle,1525,-41808.000,77702.250,1.836106,settle
4569,4.569,global_1100_1950,settle,1525,-41956.000,77554.250,1.832609,settle
4661,4.661,global_1100_1950,settle,1525,-42232.000,77278.250,1.826087,settle
4753,4.753,global_1100_1950,settle,1525,-42004.000,77506.250,1.831475,settle
4845,4.845,global_1100_1950,settle,1525,-41943.000,77567.250,1.832916,settle
4936,4.936,global_1100_1950,settle,1525,-41622.000,77888.250,1.840502,settle
5029,5.029,global_1100_1950,settle,1525,-41657.000,77853.250,1.839674,settle
5120,5.120,global_1100_1950,settle,1525,-41755.000,77755.250,1.837359,settle
5212,5.212,global_1100_1950,settle,1525,-41830.000,77680.250,1.835586,settle
5305,5.305,global_1100_1950,settle,1525,-41926.000,77584.250,1.833318,settle
5396,5.396,global_1100_1950,settle,1525,-42388.000,77122.250,1.822401,settle
5488,5.488,global_1100_1950,settle,1525,-42637.000,76873.250,1.816517,settle
5580,5.580,global_1100_1950,settle,1525,-42554.000,76956.250,1.818478,settle
5672,5.672,global_1100_1950,settle,1525,-42299.000,77211.250,1.824504,settle
5764,5.764,global_1100_1950,settle,1525,-42315.000,77195.250,1.824126,settle
5855,5.855,global_1100_1950,settle,1525,-42381.000,77129.250,1.822566,settle
5948,5.948,global_1100_1950,settle,1525,-42504.000,77006.250,1.819660,settle
6039,6.039,global_1100_1950,settle,1525,-42534.000,76976.250,1.818951,settle
6132,6.132,global_1100_1950,0,1100,-42608.000,76902.250,1.817202,prbs
6223,6.223,global_1100_1950,0,1100,-47593.000,71917.250,1.699407,prbs
6315,6.315,global_1100_1950,1,1100,-64940.000,54570.250,1.289497,prbs
6407,6.407,global_1100_1950,1,1100,-80814.000,38696.250,0.914393,prbs
6499,6.499,global_1100_1950,2,1950,-89847.000,29663.250,0.700943,prbs
6591,6.591,global_1100_1950,2,1950,-73126.000,46384.250,1.096061,prbs
6683,6.683,global_1100_1950,3,1100,-921.000,118589.250,2.802267,prbs
6774,6.774,global_1100_1950,3,1100,32339.000,151849.250,3.588202,prbs
6867,6.867,global_1100_1950,4,1950,-4659.000,114851.250,2.713938,prbs
6959,6.959,global_1100_1950,4,1950,-23035.000,96475.250,2.279713,prbs
7051,7.051,global_1100_1950,5,1950,22902.000,142412.250,3.365205,prbs
7142,7.142,global_1100_1950,5,1950,53000.000,172510.252,4.076422,prbs
7235,7.235,global_1100_1950,6,1950,59539.000,179049.252,4.230939,prbs
7326,7.326,global_1100_1950,6,1950,59305.000,178815.252,4.225410,prbs
7418,7.418,global_1100_1950,7,1100,58641.000,178151.252,4.209718,prbs
7510,7.510,global_1100_1950,7,1100,47743.000,167253.250,3.952199,prbs
7602,7.602,global_1100_1950,8,1950,1592.000,121102.250,2.861650,prbs
7693,7.693,global_1100_1950,8,1950,-22407.000,97103.250,2.294552,prbs
7786,7.786,global_1100_1950,9,1950,20946.000,140456.250,3.318985,prbs
7878,7.878,global_1100_1950,9,1950,52076.000,171586.252,4.054588,prbs
7970,7.970,global_1100_1950,10,1100,58171.000,177681.252,4.198612,prbs
8061,8.061,global_1100_1950,10,1100,43871.000,163381.250,3.860704,prbs
8153,8.153,global_1100_1950,11,1100,-6055.000,113455.250,2.680951,prbs
8246,8.246,global_1100_1950,11,1100,-48539.000,70971.250,1.677053,prbs
8337,8.337,global_1100_1950,12,1950,-71298.000,48212.250,1.139257,prbs
8429,8.429,global_1100_1950,12,1950,-63899.000,55611.250,1.314095,prbs
8521,8.521,global_1100_1950,13,1100,1254.000,120764.250,2.853662,prbs
8612,8.612,global_1100_1950,13,1100,33308.000,152818.250,3.611100,prbs
8704,8.704,global_1100_1950,14,1950,-3958.000,115552.250,2.730503,prbs
8797,8.797,global_1100_1950,14,1950,-23668.000,95842.250,2.264755,prbs
8889,8.889,global_1100_1950,15,1100,21062.000,140572.250,3.321726,prbs
8981,8.981,global_1100_1950,15,1100,36467.000,155977.250,3.685747,prbs
9072,9.072,global_1100_1950,16,1100,-7174.000,112336.250,2.654508,prbs
9164,9.164,global_1100_1950,16,1100,-48944.000,70566.250,1.667482,prbs
9256,9.256,global_1100_1950,17,1950,-71771.000,47739.250,1.128080,prbs
9348,9.348,global_1100_1950,17,1950,-64654.000,54856.250,1.296255,prbs
9440,9.440,global_1100_1950,18,1100,906.000,120416.250,2.845439,prbs
9531,9.531,global_1100_1950,18,1100,33764.000,153274.250,3.621875,prbs
9623,9.623,global_1100_1950,19,1100,-4022.000,115488.250,2.728990,prbs
9715,9.715,global_1100_1950,19,1100,-46248.000,73262.250,1.731189,prbs
9808,9.808,global_1100_1950,20,1950,-69747.000,49763.250,1.175907,prbs
9899,9.899,global_1100_1950,20,1950,-56882.000,62628.250,1.479907,prbs
9991,9.991,global_1100_1950,21,1100,10377.000,129887.250,3.069239,prbs
10084,10.084,global_1100_1950,21,1100,32698.000,152208.250,3.596685,prbs
10176,10.176,global_1100_1950,22,1100,-9657.000,109853.250,2.595835,prbs
10267,10.267,global_1100_1950,22,1100,-50164.000,69346.250,1.638654,prbs
10359,10.359,global_1100_1950,23,1100,-72731.000,46779.250,1.105395,prbs
10450,10.450,global_1100_1950,23,1100,-85917.000,33593.250,0.793809,prbs
10543,10.543,global_1100_1950,24,1100,-93954.000,25556.250,0.603895,prbs
10634,10.634,global_1100_1950,24,1100,-98987.000,20523.250,0.484965,prbs
10726,10.726,global_1100_1950,25,1100,-102342.000,17168.250,0.405686,prbs
10819,10.819,global_1100_1950,25,1100,-104585.000,14925.250,0.352684,prbs
10910,10.910,global_1100_1950,26,1950,-105065.000,14445.250,0.341342,prbs
11002,11.002,global_1100_1950,26,1950,-76193.000,43317.250,1.023588,prbs
11094,11.094,global_1100_1950,27,1950,3718.000,123228.250,2.911887,prbs
11186,11.186,global_1100_1950,27,1950,46925.000,166435.250,3.932870,prbs
11278,11.278,global_1100_1950,28,1950,56629.000,176139.252,4.162175,prbs
11369,11.369,global_1100_1950,28,1950,58282.000,177792.252,4.201236,prbs
11461,11.461,global_1100_1950,29,1100,58443.000,177953.252,4.205040,prbs
11554,11.554,global_1100_1950,29,1100,46325.000,165835.250,3.918692,prbs
11646,11.646,global_1100_1950,30,1950,-334.000,119176.250,2.816138,prbs
11737,11.737,global_1100_1950,30,1950,-21866.000,97644.250,2.307336,prbs
11829,11.829,global_1100_1950,31,1100,21454.000,140964.250,3.330989,prbs
11922,11.922,global_1100_1950,31,1100,35419.000,154929.250,3.660982,prbs
12013,12.013,global_1100_1950,32,1100,-8388.000,111122.250,2.625822,prbs
12105,12.105,global_1100_1950,32,1100,-49446.000,70064.250,1.655620,prbs
12197,12.197,global_1100_1950,33,1950,-72218.000,47292.250,1.117517,prbs
12289,12.289,global_1100_1950,33,1950,-64595.000,54915.250,1.297649,prbs
12380,12.380,global_1100_1950,34,1950,1430.000,120940.250,2.857822,prbs
12473,12.473,global_1100_1950,34,1950,46173.000,165683.250,3.915100,prbs
12565,12.565,global_1100_1950,35,1100,56853.000,176363.252,4.167468,prbs
12656,12.656,global_1100_1950,35,1100,45775.000,165285.250,3.905695,prbs
12748,12.748,global_1100_1950,36,1950,-1871.000,117639.250,2.779819,prbs
12841,12.841,global_1100_1950,36,1950,-21332.000,98178.250,2.319955,prbs
12932,12.932,global_1100_1950,37,1950,24329.000,143839.250,3.398926,prbs
13024,13.024,global_1100_1950,37,1950,53208.000,172718.252,4.081337,prbs
13116,13.116,global_1100_1950,38,1950,58729.000,178239.252,4.211798,prbs
13208,13.208,global_1100_1950,38,1950,60159.000,179669.252,4.245589,prbs
13299,13.299,global_1100_1950,39,1950,61226.000,180736.252,4.270802,prbs
13392,13.392,global_1100_1950,39,1950,61314.000,180824.252,4.272882,prbs
13484,13.484,global_1100_1950,40,1100,60951.000,180461.252,4.264304,prbs
13575,13.575,global_1100_1950,40,1100,46955.000,166465.250,3.933578,prbs
13667,13.667,global_1100_1950,41,1950,-1954.000,117556.250,2.777857,prbs
13760,13.760,global_1100_1950,41,1950,-22816.000,96694.250,2.284888,prbs
13851,13.851,global_1100_1950,42,1100,21579.000,141089.250,3.333943,prbs
13943,13.943,global_1100_1950,42,1100,35611.000,155121.250,3.665520,prbs
14035,14.035,global_1100_1950,43,1950,-7662.000,111848.250,2.642977,prbs
14127,14.127,global_1100_1950,43,1950,-21040.000,98470.250,2.326855,prbs
14218,14.218,global_1100_1950,44,1950,27020.000,146530.250,3.462514,prbs
14311,14.311,global_1100_1950,44,1950,53929.000,173439.252,4.098374,prbs
14402,14.402,global_1100_1950,45,1100,58885.000,178395.252,4.215484,prbs
14495,14.495,global_1100_1950,45,1100,47059.000,166569.250,3.936036,prbs
14586,14.586,global_1100_1950,46,1950,-1210.000,118300.250,2.795438,prbs
14678,14.678,global_1100_1950,46,1950,-21742.000,97768.250,2.310266,prbs
14770,14.770,global_1100_1950,47,1100,23774.000,143284.250,3.385811,prbs
14862,14.862,global_1100_1950,47,1100,48795.000,168305.252,3.977058,prbs
14954,14.954,global_1100_1950,48,1950,18148.000,137658.250,3.252868,prbs
15046,15.046,global_1100_1950,48,1950,-6038.000,113472.250,2.681352,prbs
15137,15.137,global_1100_1950,49,1950,30639.000,150149.250,3.548031,prbs
15229,15.229,global_1100_1950,49,1950,54676.000,174186.252,4.116026,prbs
15322,15.322,global_1100_1950,50,1950,60125.000,179635.252,4.244786,prbs
15414,15.414,global_1100_1950,50,1950,60789.000,180299.252,4.260476,prbs
15506,15.506,global_1100_1950,51,1950,61032.000,180542.252,4.266218,prbs
15598,15.598,global_1100_1950,51,1950,61739.000,181249.252,4.282924,prbs
15689,15.689,global_1100_1950,52,1100,62039.000,181549.252,4.290014,prbs
15781,15.781,global_1100_1950,52,1100,46654.000,166164.250,3.926466,prbs
15873,15.873,global_1100_1950,53,1950,-3619.000,115891.250,2.738514,prbs
15965,15.965,global_1100_1950,53,1950,-19645.000,99865.250,2.359819,prbs
16057,16.057,global_1100_1950,54,1100,26823.000,146333.250,3.457859,prbs
16148,16.148,global_1100_1950,54,1100,41846.000,161356.250,3.812853,prbs
16240,16.240,global_1100_1950,55,1100,295.000,119805.250,2.831001,prbs
16333,16.333,global_1100_1950,55,1100,-43869.000,75641.250,1.787405,prbs
16425,16.425,global_1100_1950,56,1100,-69303.000,50207.250,1.186399,prbs
16516,16.516,global_1100_1950,56,1100,-84088.000,35422.250,0.837029,prbs
16609,16.609,global_1100_1950,57,1950,-92000.000,27510.250,0.650068,prbs
16700,16.700,global_1100_1950,57,1950,-69370.000,50140.250,1.184816,prbs
16792,16.792,global_1100_1950,58,1100,4790.000,124300.250,2.937218,prbs
16884,16.884,global_1100_1950,58,1100,30081.000,149591.250,3.534845,prbs
16976,16.976,global_1100_1950,59,1950,-10109.000,109401.250,2.585154,prbs
17067,17.067,global_1100_1950,59,1950,-22128.000,97382.250,2.301145,prbs
17160,17.160,global_1100_1950,60,1950,25625.000,145135.250,3.429550,prbs
17252,17.252,global_1100_1950,60,1950,52394.000,171904.252,4.062102,prbs
17343,17.343,global_1100_1950,61,1950,58246.000,177756.252,4.200385,prbs
17436,17.436,global_1100_1950,61,1950,59356.000,178866.252,4.226614,prbs
17527,17.527,global_1100_1950,62,1950,60411.000,179921.252,4.251544,prbs
17619,17.619,global_1100_1950,62,1950,61823.000,181333.252,4.284910,prbs
17711,17.711,global_1100_1950,63,1100,61271.000,180781.252,4.271866,prbs
17803,17.803,global_1100_1950,63,1100,44445.000,163955.250,3.874267,prbs
17895,17.895,global_1100_1950,64,1100,-6197.000,113313.250,2.677595,prbs
17986,17.986,global_1100_1950,64,1100,-48584.000,70926.250,1.675989,prbs
18078,18.078,global_1100_1950,65,1100,-71858.000,47652.250,1.126024,prbs
18171,18.171,global_1100_1950,65,1100,-85316.000,34194.250,0.808011,prbs
18262,18.262,global_1100_1950,66,1100,-93549.000,25961.250,0.613465,prbs
18354,18.354,global_1100_1950,66,1100,-98600.000,20910.250,0.494110,prbs
18446,18.446,global_1100_1950,67,1100,-101893.000,17617.250,0.416296,prbs
18538,18.538,global_1100_1950,67,1100,-104187.000,15323.250,0.362089,prbs
18630,18.630,global_1100_1950,68,1950,-104874.000,14636.250,0.345855,prbs
18722,18.722,global_1100_1950,68,1950,-76680.000,42830.250,1.012080,prbs
18814,18.814,global_1100_1950,69,1100,1876.000,121386.250,2.868360,prbs
18905,18.905,global_1100_1950,69,1100,27731.000,147241.250,3.479315,prbs
18997,18.997,global_1100_1950,70,1100,-13647.000,105863.250,2.501551,prbs
19090,19.090,global_1100_1950,70,1100,-52156.000,67354.250,1.591583,prbs
19182,19.182,global_1100_1950,71,1100,-73647.000,45863.250,1.083750,prbs
19273,19.273,global_1100_1950,71,1100,-85953.000,33557.250,0.792959,prbs
19366,19.366,global_1100_1950,72,1100,-93773.000,25737.250,0.608172,prbs
19457,19.457,global_1100_1950,72,1100,-98721.000,20789.250,0.491251,prbs
19550,19.550,global_1100_1950,73,1100,-101707.000,17803.250,0.420691,prbs
19641,19.641,global_1100_1950,73,1100,-103734.000,15776.250,0.372793,prbs
19732,19.732,global_1100_1950,74,1100,-105378.000,14132.250,0.333945,prbs
19824,19.824,global_1100_1950,74,1100,-106539.000,12971.250,0.306511,prbs
19917,19.917,global_1100_1950,75,1100,-107257.000,12253.250,0.289545,prbs
20009,20.009,global_1100_1950,75,1100,-107787.000,11723.250,0.277021,prbs
20101,20.101,global_1100_1950,76,1950,-107621.000,11889.250,0.280943,prbs
20192,20.192,global_1100_1950,76,1950,-84199.000,35311.250,0.834406,prbs
20284,20.284,global_1100_1950,77,1100,-5941.000,113569.250,2.683644,prbs
20377,20.377,global_1100_1950,77,1100,29431.000,148941.250,3.519486,prbs
20468,20.468,global_1100_1950,78,1950,-7083.000,112427.250,2.656659,prbs
20560,20.560,global_1100_1950,78,1950,-23948.000,95562.250,2.258139,prbs
20651,20.651,global_1100_1950,79,1950,21829.000,141339.250,3.339850,prbs
20743,20.743,global_1100_1950,79,1950,51307.000,170817.252,4.036416,prbs
20836,20.836,global_1100_1950,80,1950,57740.000,177250.252,4.188428,prbs
20927,20.927,global_1100_1950,80,1950,60299.000,179809.252,4.248898,prbs
21020,21.020,global_1100_1950,81,1950,60812.000,180322.252,4.261020,prbs
21111,21.111,global_1100_1950,81,1950,60464.000,179974.252,4.252796,prbs
21203,21.203,global_1100_1950,82,1950,61168.000,180678.252,4.269432,prbs
21295,21.295,global_1100_1950,82,1950,61729.000,181239.252,4.282688,prbs
21387,21.387,global_1100_1950,83,1950,61384.000,180894.252,4.274536,prbs
21479,21.479,global_1100_1950,83,1950,61387.000,180897.252,4.274607,prbs
21570,21.570,global_1100_1950,84,1100,61633.000,181143.252,4.280420,prbs
21663,21.663,global_1100_1950,84,1100,44841.000,164351.250,3.883624,prbs
21755,21.755,global_1100_1950,85,1100,-6408.000,113102.250,2.672609,prbs
21846,21.846,global_1100_1950,85,1100,-48628.000,70882.250,1.674950,prbs
21939,21.939,global_1100_1950,86,1950,-71267.000,48243.250,1.139989,prbs
22030,22.030,global_1100_1950,86,1950,-63133.000,56377.250,1.332196,prbs
22122,22.122,global_1100_1950,87,1100,2355.000,121865.250,2.879679,prbs
22215,22.215,global_1100_1950,87,1100,33558.000,153068.250,3.617007,prbs
22306,22.306,global_1100_1950,88,1950,-4452.000,115058.250,2.718830,prbs
22398,22.398,global_1100_1950,88,1950,-23946.000,95564.250,2.258186,prbs
22490,22.490,global_1100_1950,89,1100,21086.000,140596.250,3.322293,prbs
22581,22.581,global_1100_1950,89,1100,35724.000,155234.250,3.668190,prbs
22673,22.673,global_1100_1950,90,1100,-8305.000,111205.250,2.627783,prbs
22766,22.766,global_1100_1950,90,1100,-49786.000,69724.250,1.647586,prbs
22857,22.857,global_1100_1950,91,1950,-71944.000,47566.250,1.123992,prbs
22950,22.950,global_1100_1950,91,1950,-63854.000,55656.250,1.315159,prbs
23041,23.041,global_1100_1950,92,1950,2162.000,121672.250,2.875119,prbs
23133,23.133,global_1100_1950,92,1950,46774.000,166284.250,3.929302,prbs
23225,23.225,global_1100_1950,93,1950,57307.000,176817.252,4.178196,prbs
23317,23.317,global_1100_1950,93,1950,60215.000,179725.252,4.246912,prbs
23408,23.408,global_1100_1950,94,1100,60274.000,179784.252,4.248307,prbs
23501,23.501,global_1100_1950,94,1100,45029.000,164539.250,3.888067,prbs
23592,23.592,global_1100_1950,95,1950,-3984.000,115526.250,2.729888,prbs
23685,23.685,global_1100_1950,95,1950,-20526.000,98984.250,2.339000,prbs
23777,23.777,global_1100_1950,96,1950,25175.000,144685.250,3.418916,prbs
23869,23.869,global_1100_1950,96,1950,52608.000,172118.252,4.067159,prbs
23960,23.960,global_1100_1950,97,1950,58808.000,178318.252,4.213665,prbs
24052,24.052,global_1100_1950,97,1950,60112.000,179622.252,4.244478,prbs
24144,24.144,global_1100_1950,98,1100,60505.000,180015.252,4.253765,prbs
24235,24.235,global_1100_1950,98,1100,46740.000,166250.250,3.928498,prbs
24327,24.327,global_1100_1950,99,1100,-2186.000,117324.250,2.772375,prbs
24420,24.420,global_1100_1950,99,1100,-46275.000,73235.250,1.730551,prbs
24512,24.512,global_1100_1950,100,1950,-69360.000,50150.250,1.185052,prbs
24603,24.603,global_1100_1950,100,1950,-54215.000,65295.250,1.542929,prbs
24696,24.696,global_1100_1950,101,1950,13875.000,133385.250,3.151897,prbs
24787,24.787,global_1100_1950,101,1950,49999.000,169509.252,4.005508,prbs
24879,24.879,global_1100_1950,102,1950,57589.000,177099.252,4.184860,prbs
24971,24.971,global_1100_1950,102,1950,59188.000,178698.252,4.222644,prbs
25063,25.063,global_1100_1950,103,1950,59807.000,179317.252,4.237272,prbs
25154,25.154,global_1100_1950,103,1950,60257.000,179767.252,4.247905,prbs
25247,25.247,global_1100_1950,104,1950,59990.000,179500.252,4.241596,prbs
25338,25.338,global_1100_1950,104,1950,59643.000,179153.252,4.233396,prbs
25431,25.431,global_1100_1950,105,1950,59995.000,179505.252,4.241714,prbs
25522,25.522,global_1100_1950,105,1950,59354.000,178864.252,4.226567,prbs
25614,25.614,global_1100_1950,106,1100,58592.000,178102.252,4.208561,prbs
25706,25.706,global_1100_1950,106,1100,41855.000,161365.250,3.813065,prbs
25799,25.799,global_1100_1950,107,1950,-9088.000,110422.250,2.609281,prbs
25890,25.890,global_1100_1950,107,1950,-31265.000,88245.250,2.085238,prbs
25982,25.982,global_1100_1950,108,1950,14327.000,133837.250,3.162578,prbs
26073,26.073,global_1100_1950,108,1950,49806.000,169316.252,4.000948,prbs
26166,26.166,global_1100_1950,109,1100,57721.000,177231.252,4.187979,prbs
26257,26.257,global_1100_1950,109,1100,44924.000,164434.250,3.885586,prbs
26349,26.349,global_1100_1950,110,1950,-3170.000,116340.250,2.749123,prbs
26441,26.441,global_1100_1950,110,1950,-21785.000,97725.250,2.309250,prbs
26534,26.534,global_1100_1950,111,1950,23590.000,143100.250,3.381463,prbs
26625,26.625,global_1100_1950,111,1950,52349.000,171859.252,4.061039,prbs
26717,26.717,global_1100_1950,112,1100,58601.000,178111.252,4.208774,prbs
26809,26.809,global_1100_1950,112,1100,48368.000,167878.252,3.966968,prbs
26900,26.900,global_1100_1950,113,1100,1810.000,121320.250,2.866801,prbs
26993,26.993,global_1100_1950,113,1100,-43493.000,76017.250,1.796290,prbs
27085,27.085,global_1100_1950,114,1100,-69039.000,50471.250,1.192637,prbs
27176,27.176,global_1100_1950,114,1100,-83387.000,36123.250,0.853593,prbs
27269,27.269,global_1100_1950,115,1950,-91446.000,28064.250,0.663159,prbs
27360,27.360,global_1100_1950,115,1950,-69225.000,50285.250,1.188242,prbs
27453,27.453,global_1100_1950,116,1100,4417.000,123927.250,2.928404,prbs
27544,27.544,global_1100_1950,116,1100,30014.000,149524.250,3.533262,prbs
27636,27.636,global_1100_1950,117,1100,-11205.000,108305.250,2.559256,prbs
27727,27.727,global_1100_1950,117,1100,-51376.000,68134.250,1.610014,prbs
27819,27.819,global_1100_1950,118,1950,-73004.000,46506.250,1.098944,prbs
27912,27.912,global_1100_1950,118,1950,-63374.000,56136.250,1.326501,prbs
28003,28.003,global_1100_1950,119,1100,2851.000,122361.250,2.891400,prbs
28096,28.096,global_1100_1950,119,1100,33048.000,152558.250,3.604956,prbs
28188,28.188,global_1100_1950,120,1950,-5915.000,113595.250,2.684259,prbs
28279,28.279,global_1100_1950,120,1950,-24947.000,94563.250,2.234532,prbs
28371,28.371,global_1100_1950,121,1100,19779.000,139289.250,3.291409,prbs
28463,28.463,global_1100_1950,121,1100,34055.000,153565.250,3.628751,prbs
28555,28.555,global_1100_1950,122,1950,-8849.000,110661.250,2.614928,prbs
28646,28.646,global_1100_1950,122,1950,-21962.000,97548.250,2.305068,prbs
28738,28.738,global_1100_1950,123,1100,25359.000,144869.250,3.423264,prbs
28831,28.831,global_1100_1950,123,1100,40204.000,159714.250,3.774052,prbs
28923,28.923,global_1100_1950,124,1950,-1342.000,118168.250,2.792319,prbs
29014,29.014,global_1100_1950,124,1950,-24607.000,94903.250,2.242566,prbs
29106,29.106,global_1100_1950,125,1950,19025.000,138535.250,3.273592,prbs
29198,29.198,global_1100_1950,125,1950,50107.000,169617.252,4.008060,prbs
29290,29.290,global_1100_1950,126,1950,56439.000,175949.252,4.157686,prbs
29382,29.382,global_1100_1950,126,1950,58178.000,177688.252,4.198778,prbs
29473,29.473,global_1100_1950,127,1100,58355.000,177865.252,4.202961,prbs
29566,29.566,global_1100_1950,127,1100,41244.000,160754.250,3.798627,prbs
29658,29.658,global_1100_1950,128,1950,-9246.000,110264.250,2.605547,prbs
29749,29.749,global_1100_1950,128,1950,-31871.000,87639.250,2.070918,prbs
29842,29.842,global_1100_1950,129,1100,12498.000,132008.250,3.119358,prbs
29933,29.933,global_1100_1950,129,1100,34762.000,154272.250,3.645458,prbs
30025,30.025,global_1100_1950,130,1950,-4200.000,115310.250,2.724784,prbs
30117,30.117,global_1100_1950,130,1950,-24900.000,94610.250,2.235643,prbs
30209,30.209,global_1100_1950,131,1100,19967.000,139477.250,3.295851,prbs
30301,30.301,global_1100_1950,131,1100,45935.000,165445.250,3.909476,prbs
30392,30.392,global_1100_1950,132,1100,15994.000,135504.250,3.201969,prbs
30485,30.485,global_1100_1950,132,1100,-33923.000,85587.250,2.022429,prbs
30577,30.577,global_1100_1950,133,1100,-64512.000,54998.250,1.299610,prbs
30668,30.668,global_1100_1950,133,1100,-80771.000,38739.250,0.915410,prbs
30760,30.760,global_1100_1950,134,1950,-90069.000,29441.250,0.695698,prbs
30852,30.852,global_1100_1950,134,1950,-73273.000,46237.250,1.092588,prbs
30945,30.945,global_1100_1950,135,1950,-527.000,118983.250,2.811578,prbs
31036,31.036,global_1100_1950,135,1950,45211.000,164721.250,3.892368,prbs
31127,31.127,global_1100_1950,136,1950,56545.000,176055.252,4.160190,prbs
31219,31.219,global_1100_1950,136,1950,59060.000,178570.252,4.219620,prbs
31312,31.312,global_1100_1950,137,1950,58989.000,178499.252,4.217942,prbs
31404,31.404,global_1100_1950,137,1950,58984.000,178494.252,4.217824,prbs
31496,31.496,global_1100_1950,138,1950,58743.000,178253.252,4.212129,prbs
31587,31.587,global_1100_1950,138,1950,58091.000,177601.252,4.196722,prbs
31679,31.679,global_1100_1950,139,1950,58190.000,177700.252,4.199062,prbs
