t_ms,t_s,sweep_idx,direction,servo_us,count,count_delta_from_start,expected_deg_from_command,estimated_counts_per_rev
61071,61.071,2,up,500,-22,-22,4.500,1760.000
61408,61.408,2,up,525,-39,-39,6.750,2080.000
61748,61.748,2,up,550,-51,-51,9.000,2040.000
62087,62.087,2,up,575,-69,-69,11.250,2208.000
62427,62.427,2,up,600,-82,-82,13.500,2186.666
62861,62.861,2,up,625,-98,-98,15.750,2240.000
63205,63.205,2,up,650,-117,-117,18.000,2340.000
63547,63.547,2,up,675,-130,-130,20.250,2311.111
63889,63.889,2,up,700,-138,-138,22.500,2208.000
64230,64.230,2,up,725,-156,-156,24.750,2269.091
64569,64.569,2,up,750,-169,-169,27.000,2253.333
64911,64.911,2,up,775,-181,-181,29.250,2227.692
65254,65.254,2,up,800,-196,-196,31.500,2240.000
65596,65.596,2,up,825,-213,-213,33.750,2272.000
65936,65.936,2,up,850,-222,-222,36.000,2220.000
66376,66.376,2,up,875,-240,-240,38.250,2258.824
66717,66.717,2,up,900,-253,-253,40.500,2248.889
67058,67.058,2,up,925,-263,-263,42.750,2214.737
67400,67.400,2,up,950,-277,-277,45.000,2216.000
67744,67.744,2,up,975,-297,-297,47.250,2262.857
68088,68.088,2,up,1000,-308,-308,49.500,2240.000
68433,68.433,2,up,1025,-325,-325,51.750,2260.870
68777,68.777,2,up,1050,-342,-342,54.000,2280.000
69119,69.119,2,up,1075,-351,-351,56.250,2246.400
69461,69.461,2,up,1100,-373,-373,58.500,2295.385
69896,69.896,2,up,1125,-392,-392,60.750,2322.963
70240,70.240,2,up,1150,-403,-403,63.000,2302.857
70584,70.584,2,up,1175,-419,-419,65.250,2311.724
70930,70.930,2,up,1200,-436,-436,67.500,2325.333
71281,71.281,2,up,1225,-449,-449,69.750,2317.420
71633,71.633,2,up,1250,-465,-465,72.000,2325.000
71978,71.978,2,up,1275,-482,-482,74.250,2336.970
72322,72.322,2,up,1300,-494,-494,76.500,2324.706
72668,72.668,2,up,1325,-508,-508,78.750,2322.286
73015,73.015,2,up,1350,-530,-530,81.000,2355.556
73462,73.462,2,up,1375,-542,-542,83.250,2343.784
73809,73.809,2,up,1400,-560,-560,85.500,2357.895
74164,74.164,2,up,1425,-573,-573,87.750,2350.769
74513,74.513,2,up,1450,-585,-585,90.000,2340.000
74860,74.860,2,up,1475,-602,-602,92.250,2349.268
75206,75.206,2,up,1500,-616,-616,94.500,2346.667
75554,75.554,2,up,1525,-631,-631,96.750,2347.907
75901,75.901,2,up,1550,-645,-645,99.000,2345.454
76253,76.253,2,up,1575,-657,-657,101.250,2336.000
76602,76.602,2,up,1600,-676,-676,103.500,2351.304
77050,77.050,2,up,1625,-694,-694,105.750,2362.553
77410,77.410,2,up,1650,-708,-708,108.000,2360.000
77760,77.760,2,up,1675,-728,-728,110.250,2377.143
78110,78.110,2,up,1700,-742,-742,112.500,2374.400
78464,78.464,2,up,1725,-757,-757,114.750,2374.902
78816,78.816,2,up,1750,-779,-779,117.000,2396.923
79170,79.170,2,up,1775,-794,-794,119.250,2396.981
79523,79.523,2,up,1800,-806,-806,121.500,2388.148
79880,79.880,2,up,1825,-826,-826,123.750,2402.909
80239,80.239,2,up,1850,-845,-845,126.000,2414.286
80687,80.687,2,up,1875,-856,-856,128.250,2402.807
81042,81.042,2,up,1900,-875,-875,130.500,2413.793
81397,81.397,2,up,1925,-891,-891,132.750,2416.271
81748,81.748,2,up,1950,-907,-907,135.000,2418.667
82115,82.115,2,up,1975,-921,-921,137.250,2415.738
82478,82.478,2,up,2000,-937,-937,139.500,2418.065
82834,82.834,2,up,2025,-949,-949,141.750,2410.159
83189,83.189,2,up,2050,-968,-968,144.000,2420.000
83548,83.548,2,up,2075,-980,-980,146.250,2412.308
83901,83.901,2,up,2100,-990,-990,148.500,2400.000
84348,84.348,2,up,2125,-1007,-1007,150.750,2404.776
84706,84.706,2,up,2150,-1021,-1021,153.000,2402.353
85063,85.063,2,up,2175,-1035,-1035,155.250,2400.000
85424,85.424,2,up,2200,-1051,-1051,157.500,2402.286
85783,85.783,2,up,2225,-1068,-1068,159.750,2406.760
86138,86.138,2,up,2250,-1080,-1080,162.000,2400.000
86492,86.492,2,up,2275,-1097,-1097,164.250,2404.384
86847,86.847,2,up,2300,-1115,-1115,166.500,2410.811
87205,87.205,2,up,2325,-1127,-1127,168.750,2404.266
87564,87.564,2,up,2350,-1143,-1143,171.000,2406.316
88018,88.018,2,up,2375,-1158,-1158,173.250,2406.234
88376,88.376,2,up,2400,-1172,-1172,175.500,2404.102
88735,88.735,2,up,2425,-1188,-1188,177.750,2406.076
89093,89.093,2,up,2450,-1206,-1206,180.000,2412.000
90182,90.182,2,up_endpoint_settled,2450,-1207,-1207,180.000,2414.000
90523,90.523,2,down,2450,-1207,-1207,180.000,2414.000
90862,90.862,2,down,2425,-1196,-1196,177.750,2422.278
91215,91.215,2,down,2400,-1178,-1178,175.500,2416.410
91556,91.556,2,down,2375,-1160,-1160,173.250,2410.390
91893,91.893,2,down,2350,-1150,-1150,171.000,2421.053
92325,92.325,2,down,2325,-1133,-1133,168.750,2417.067
92665,92.665,2,down,2300,-1118,-1118,166.500,2417.297
93007,93.007,2,down,2275,-1103,-1103,164.250,2417.534
93350,93.350,2,down,2250,-1089,-1089,162.000,2420.000
93689,93.689,2,down,2225,-1072,-1072,159.750,2415.775
94028,94.028,2,down,2200,-1060,-1060,157.500,2422.857
94369,94.369,2,down,2175,-1043,-1043,155.250,2418.551
94711,94.711,2,down,2150,-1028,-1028,153.000,2418.824
95054,95.054,2,down,2125,-1015,-1015,150.750,2423.881
95397,95.397,2,down,2100,-998,-998,148.500,2419.394
95837,95.837,2,down,2075,-984,-984,146.250,2422.154
96177,96.177,2,down,2050,-974,-974,144.000,2435.000
96517,96.517,2,down,2025,-958,-958,141.750,2433.016
96858,96.858,2,down,2000,-945,-945,139.500,2438.710
97203,97.203,2,down,1975,-930,-930,137.250,2439.344
97551,97.551,2,down,1950,-916,-916,135.000,2442.667
97897,97.897,2,down,1925,-900,-900,132.750,2440.678
98241,98.241,2,down,1900,-885,-885,130.500,2441.379
98585,98.585,2,down,1875,-868,-868,128.250,2436.491
98931,98.931,2,down,1850,-855,-855,126.000,2442.857
99370,99.370,2,down,1825,-839,-839,123.750,2440.727
99715,99.715,2,down,1800,-822,-822,121.500,2435.556
100063,100.063,2,down,1775,-806,-806,119.250,2433.208
100407,100.407,2,down,1750,-792,-792,117.000,2436.923
100751,100.751,2,down,1725,-772,-772,114.750,2421.961
101100,101.100,2,down,1700,-760,-760,112.500,2432.000
101448,101.448,2,down,1675,-745,-745,110.250,2432.653
101797,101.797,2,down,1650,-728,-728,108.000,2426.666
102147,102.147,2,down,1625,-712,-712,105.750,2423.830
102493,102.493,2,down,1600,-696,-696,103.500,2420.870
102936,102.936,2,down,1575,-678,-678,101.250,2410.667
103284,103.284,2,down,1550,-664,-664,99.000,2414.546
103634,103.634,2,down,1525,-651,-651,96.750,2422.326
103986,103.986,2,down,1500,-636,-636,94.500,2422.857
104343,104.343,2,down,1475,-623,-623,92.250,2431.220
104695,104.695,2,down,1450,-605,-605,90.000,2420.000
105042,105.042,2,down,1425,-592,-592,87.750,2428.718
105391,105.391,2,down,1400,-582,-582,85.500,2450.526
105741,105.741,2,down,1375,-566,-566,83.250,2447.568
106095,106.095,2,down,1350,-549,-549,81.000,2440.000
106538,106.538,2,down,1325,-531,-531,78.750,2427.428
106892,106.892,2,down,1300,-516,-516,76.500,2428.235
107244,107.244,2,down,1275,-500,-500,74.250,2424.242
107598,107.598,2,down,1250,-485,-485,72.000,2425.000
107946,107.946,2,down,1225,-470,-470,69.750,2425.807
108296,108.296,2,down,1200,-453,-453,67.500,2416.000
108645,108.645,2,down,1175,-441,-441,65.250,2433.103
108997,108.997,2,down,1150,-425,-425,63.000,2428.572
109351,109.351,2,down,1125,-408,-408,60.750,2417.778
109706,109.706,2,down,1100,-393,-393,58.500,2418.462
110167,110.167,2,down,1075,-377,-377,56.250,2412.800
110522,110.522,2,down,1050,-359,-359,54.000,2393.333
110878,110.878,2,down,1025,-346,-346,51.750,2406.956
111231,111.231,2,down,1000,-327,-327,49.500,2378.182
111585,111.585,2,down,975,-312,-312,47.250,2377.143
111939,111.939,2,down,950,-297,-297,45.000,2376.000
112294,112.294,2,down,925,-280,-280,42.750,2357.895
112650,112.650,2,down,900,-265,-265,40.500,2355.556
113013,113.013,2,down,875,-255,-255,38.250,2400.000
113369,113.369,2,down,850,-241,-241,36.000,2410.000
113815,113.815,2,down,825,-226,-226,33.750,2410.667
114169,114.169,2,down,800,-211,-211,31.500,2411.429
114528,114.528,2,down,775,-197,-197,29.250,2424.616
114884,114.884,2,down,750,-181,-181,27.000,2413.333
115245,115.245,2,down,725,-168,-168,24.750,2443.636
115605,115.605,2,down,700,-150,-150,22.500,2400.000
115966,115.966,2,down,675,-136,-136,20.250,2417.778
116326,116.326,2,down,650,-124,-124,18.000,2480.000
116683,116.683,2,down,625,-105,-105,15.750,2400.000
117042,117.042,2,down,600,-88,-88,13.500,2346.666
117499,117.499,2,down,575,-77,-77,11.250,2464.000
117892,117.892,2,down,550,-58,-58,9.000,2320.000
118231,118.231,2,down,525,-45,-45,6.750,2400.000
118579,118.579,2,down,500,-29,-29,4.500,2320.000
118919,118.919,2,down,475,-14,-14,2.250,2240.000
119256,119.256,2,down,450,-1,-1,0.000,0.000
120294,120.294,2,down_endpoint_settled,450,-1,-1,0.000,0.000
