t_ms,t_s,sweep_index,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase,step_index,direction
1259,1.259,1,global_1000_2000,baseline_pre,1000,-122456.000,30.250,0.000715,12.012,,-1,264,45,5,1,baseline_pre,-1,none
1270,1.270,1,global_1000_2000,baseline_pre,1000,-122467.000,19.250,0.000455,12.012,,-1,275,45,5,1,baseline_pre,-1,none
1293,1.293,1,global_1000_2000,baseline_pre,1000,-122519.000,-32.750,-0.000774,12.012,,-1,298,45,5,1,baseline_pre,-1,none
1316,1.316,1,global_1000_2000,baseline_pre,1000,-122266.000,220.250,0.005205,12.012,,-1,321,45,5,1,baseline_pre,-1,none
1339,1.339,1,global_1000_2000,baseline_pre,1000,-122561.000,-74.750,-0.001766,12.012,,-1,344,45,5,1,baseline_pre,-1,none
1351,1.351,1,global_1000_2000,baseline_pre,1000,-122553.000,-66.750,-0.001577,12.012,,-1,356,45,5,1,baseline_pre,-1,none
1374,1.374,1,global_1000_2000,baseline_pre,1000,-122513.000,-26.750,-0.000632,12.012,,-1,379,45,5,1,baseline_pre,-1,none
1397,1.397,1,global_1000_2000,baseline_pre,1000,-122479.000,7.250,0.000171,12.012,,-1,402,45,5,1,baseline_pre,-1,none
1443,1.443,1,global_1000_2000,baseline_pre,1000,-122518.000,-31.750,-0.000750,12.012,,-1,448,45,5,1,baseline_pre,-1,none
1467,1.467,1,global_1000_2000,baseline_pre,1000,-122400.000,86.250,0.002038,12.012,,-1,471,45,5,1,baseline_pre,-1,none
1491,1.491,1,global_1000_2000,baseline_pre,1000,-122514.000,-27.750,-0.000656,11.965,,-1,10,50,6,1,baseline_pre,-1,none
1512,1.512,1,global_1000_2000,baseline_pre,1000,-122394.000,92.250,0.002180,11.965,,-1,32,51,6,1,baseline_pre,-1,none
1524,1.524,1,global_1000_2000,baseline_pre,1000,-122555.000,-68.750,-0.001625,11.965,,-1,44,51,6,1,baseline_pre,-1,none
1547,1.547,1,global_1000_2000,baseline_pre,1000,-122399.000,87.250,0.002062,11.965,,-1,67,51,6,1,baseline_pre,-1,none
1570,1.570,1,global_1000_2000,baseline_pre,1000,-122395.000,91.250,0.002156,11.965,,-1,90,51,6,1,baseline_pre,-1,none
1581,1.581,1,global_1000_2000,baseline_pre,1000,-122535.000,-48.750,-0.001152,11.965,,-1,101,51,6,1,baseline_pre,-1,none
1604,1.604,1,global_1000_2000,baseline_pre,1000,-122452.000,34.250,0.000809,11.965,,-1,124,51,6,1,baseline_pre,-1,none
1627,1.627,1,global_1000_2000,baseline_pre,1000,-122495.000,-8.750,-0.000207,11.965,,-1,147,51,6,1,baseline_pre,-1,none
1650,1.650,1,global_1000_2000,baseline_pre,1000,-122301.000,185.250,0.004377,11.965,,-1,170,51,6,1,baseline_pre,-1,none
1662,1.662,1,global_1000_2000,baseline_pre,1000,-122270.000,216.250,0.005110,11.965,,-1,182,51,6,1,baseline_pre,-1,none
1685,1.685,1,global_1000_2000,baseline_pre,1000,-122606.000,-119.750,-0.002830,11.965,,-1,205,51,6,1,baseline_pre,-1,none
1708,1.708,1,global_1000_2000,baseline_pre,1000,-122284.000,202.250,0.004779,11.965,,-1,228,51,6,1,baseline_pre,-1,none
1731,1.731,1,global_1000_2000,baseline_pre,1000,-122424.000,62.250,0.001471,11.965,,-1,251,51,6,1,baseline_pre,-1,none
1743,1.743,1,global_1000_2000,baseline_pre,1000,-122423.000,63.250,0.001495,11.965,,-1,263,51,6,1,baseline_pre,-1,none
1766,1.766,1,global_1000_2000,baseline_pre,1000,-122415.000,71.250,0.001684,11.965,,-1,286,51,6,1,baseline_pre,-1,none
1789,1.789,1,global_1000_2000,baseline_pre,1000,-122548.000,-61.750,-0.001459,11.965,,-1,309,51,6,1,baseline_pre,-1,none
1812,1.812,1,global_1000_2000,baseline_pre,1000,-122379.000,107.250,0.002534,11.965,,-1,332,51,6,1,baseline_pre,-1,none
1823,1.823,1,global_1000_2000,baseline_pre,1000,-122429.000,57.250,0.001353,11.965,,-1,343,51,6,1,baseline_pre,-1,none
1846,1.846,1,global_1000_2000,baseline_pre,1000,-122381.000,105.250,0.002487,11.965,,-1,366,51,6,1,baseline_pre,-1,none
1869,1.869,1,global_1000_2000,baseline_pre,1000,-122425.000,61.250,0.001447,11.965,,-1,389,51,6,1,baseline_pre,-1,none
1881,1.881,1,global_1000_2000,baseline_pre,1000,-122465.000,21.250,0.000502,11.965,,-1,401,51,6,1,baseline_pre,-1,none
1904,1.904,1,global_1000_2000,baseline_pre,1000,-122468.000,18.250,0.000431,11.965,,-1,424,51,6,1,baseline_pre,-1,none
1927,1.927,1,global_1000_2000,baseline_pre,1000,-122508.000,-21.750,-0.000514,11.965,,-1,447,51,6,1,baseline_pre,-1,none
1950,1.950,1,global_1000_2000,baseline_pre,1000,-122606.000,-119.750,-0.002830,11.965,,-1,470,51,6,1,baseline_pre,-1,none
1963,1.963,1,global_1000_2000,baseline_pre,1000,-122485.000,1.250,0.000030,11.965,,-1,483,52,6,1,baseline_pre,-1,none
1987,1.987,1,global_1000_2000,baseline_pre,1000,-122515.000,-28.750,-0.000679,11.965,,-1,506,56,6,1,baseline_pre,-1,none
2010,2.010,1,global_1000_2000,baseline_pre,1000,-122332.000,154.250,0.003645,12.01,,-1,9,61,7,1,baseline_pre,-1,none
2031,2.031,1,global_1000_2000,baseline_pre,1000,-122551.000,-64.750,-0.001530,12.01,,-1,31,62,7,1,baseline_pre,-1,none
2042,2.042,1,global_1000_2000,baseline_pre,1000,-122535.000,-48.750,-0.001152,12.01,,-1,42,62,7,1,baseline_pre,-1,none
2065,2.065,1,global_1000_2000,baseline_pre,1000,-122539.000,-52.750,-0.001246,12.01,,-1,65,62,7,1,baseline_pre,-1,none
2088,2.088,1,global_1000_2000,baseline_pre,1000,-122270.000,216.250,0.005110,12.01,,-1,88,62,7,1,baseline_pre,-1,none
2111,2.111,1,global_1000_2000,baseline_pre,1000,-122352.000,134.250,0.003172,12.01,,-1,111,62,7,1,baseline_pre,-1,none
2123,2.123,1,global_1000_2000,baseline_pre,1000,-122295.000,191.250,0.004519,12.01,,-1,123,62,7,1,baseline_pre,-1,none
2169,2.169,1,global_1000_2000,baseline_pre,1000,-122218.000,268.250,0.006339,12.01,,-1,169,62,7,1,baseline_pre,-1,none
2192,2.192,1,global_1000_2000,baseline_pre,1000,-122353.000,133.250,0.003149,12.01,,-1,192,62,7,1,baseline_pre,-1,none
2215,2.215,1,global_1000_2000,baseline_pre,1000,-122655.000,-168.750,-0.003988,12.01,,-1,215,62,7,1,baseline_pre,-1,none
2227,2.227,1,global_1000_2000,baseline_pre,1000,-122529.000,-42.750,-0.001010,12.01,,-1,227,62,7,1,baseline_pre,-1,none
2250,2.250,1,global_1000_2000,baseline_pre,1000,-122366.000,120.250,0.002842,12.01,,-1,250,62,7,1,baseline_pre,-1,none
2273,2.273,1,global_1000_2000,baseline_pre,1000,-122207.000,279.250,0.006599,12.01,,-1,273,62,7,1,baseline_pre,-1,none
2296,2.296,1,global_1000_2000,baseline_pre,1000,-122379.000,107.250,0.002534,12.01,,-1,296,62,7,1,baseline_pre,-1,none
2307,2.307,1,global_1000_2000,baseline_pre,1000,-122338.000,148.250,0.003503,12.01,,-1,307,62,7,1,baseline_pre,-1,none
2330,2.330,1,global_1000_2000,baseline_pre,1000,-122436.000,50.250,0.001187,12.01,,-1,330,62,7,1,baseline_pre,-1,none
2353,2.353,1,global_1000_2000,baseline_pre,1000,-122270.000,216.250,0.005110,12.01,,-1,353,62,7,1,baseline_pre,-1,none
2376,2.376,1,global_1000_2000,baseline_pre,1000,-122277.000,209.250,0.004945,12.01,,-1,376,62,7,1,baseline_pre,-1,none
2388,2.388,1,global_1000_2000,baseline_pre,1000,-122508.000,-21.750,-0.000514,12.01,,-1,388,62,7,1,baseline_pre,-1,none
2411,2.411,1,global_1000_2000,baseline_pre,1000,-122429.000,57.250,0.001353,12.01,,-1,411,62,7,1,baseline_pre,-1,none
2434,2.434,1,global_1000_2000,baseline_pre,1000,-122392.000,94.250,0.002227,12.01,,-1,434,62,7,1,baseline_pre,-1,none
2457,2.457,1,global_1000_2000,baseline_pre,1000,-122430.000,56.250,0.001329,12.01,,-1,457,62,7,1,baseline_pre,-1,none
2470,2.470,1,global_1000_2000,baseline_pre,1000,-122408.000,78.250,0.001849,12.01,,-1,469,62,7,1,baseline_pre,-1,none
2493,2.493,1,global_1000_2000,baseline_pre,1000,-122537.000,-50.750,-0.001199,11.962,,-1,7,67,8,1,baseline_pre,-1,none
2515,2.515,1,global_1000_2000,baseline_pre,1000,-122330.000,156.250,0.003692,11.962,,-1,29,68,8,1,baseline_pre,-1,none
2538,2.538,1,global_1000_2000,baseline_pre,1000,-122511.000,-24.750,-0.000585,11.962,,-1,52,68,8,1,baseline_pre,-1,none
2549,2.549,1,global_1000_2000,baseline_pre,1000,-122474.000,12.250,0.000289,11.962,,-1,63,68,8,1,baseline_pre,-1,none
2572,2.572,1,global_1000_2000,baseline_pre,1000,-122381.000,105.250,0.002487,11.962,,-1,86,68,8,1,baseline_pre,-1,none
2595,2.595,1,global_1000_2000,baseline_pre,1000,-122289.000,197.250,0.004661,11.962,,-1,109,68,8,1,baseline_pre,-1,none
2618,2.618,1,global_1000_2000,baseline_pre,1000,-122584.000,-97.750,-0.002310,11.962,,-1,132,68,8,1,baseline_pre,-1,none
2630,2.630,1,global_1000_2000,baseline_pre,1000,-122571.000,-84.750,-0.002003,11.962,,-1,144,68,8,1,baseline_pre,-1,none
2653,2.653,1,global_1000_2000,baseline_pre,1000,-122468.000,18.250,0.000431,11.962,,-1,167,68,8,1,baseline_pre,-1,none
2676,2.676,1,global_1000_2000,baseline_pre,1000,-122310.000,176.250,0.004165,11.962,,-1,190,68,8,1,baseline_pre,-1,none
2687,2.687,1,global_1000_2000,baseline_pre,1000,-122337.000,149.250,0.003527,11.962,,-1,201,68,8,1,baseline_pre,-1,none
2711,2.711,1,global_1000_2000,baseline_pre,1000,-122395.000,91.250,0.002156,11.962,,-1,225,68,8,1,baseline_pre,-1,none
2734,2.734,1,global_1000_2000,baseline_pre,1000,-122551.000,-64.750,-0.001530,11.962,,-1,248,68,8,1,baseline_pre,-1,none
2757,2.757,1,global_1000_2000,baseline_pre,1000,-122557.000,-70.750,-0.001672,11.962,,-1,271,68,8,1,baseline_pre,-1,none
2768,2.768,1,global_1000_2000,baseline_pre,1000,-122461.000,25.250,0.000597,11.962,,-1,282,68,8,1,baseline_pre,-1,none
2791,2.791,1,global_1000_2000,baseline_pre,1000,-122547.000,-60.750,-0.001436,11.962,,-1,305,68,8,1,baseline_pre,-1,none
2814,2.814,1,global_1000_2000,baseline_pre,1000,-122442.000,44.250,0.001046,11.962,,-1,328,68,8,1,baseline_pre,-1,none
2837,2.837,1,global_1000_2000,baseline_pre,1000,-122473.000,13.250,0.000313,11.962,,-1,351,68,8,1,baseline_pre,-1,none
2883,2.883,1,global_1000_2000,baseline_pre,1000,-122730.000,-243.750,-0.005760,11.962,,-1,397,68,8,1,baseline_pre,-1,none
2906,2.906,1,global_1000_2000,baseline_pre,1000,-122486.000,0.250,0.000006,11.962,,-1,420,68,8,1,baseline_pre,-1,none
2929,2.929,1,global_1000_2000,baseline_pre,1000,-122511.000,-24.750,-0.000585,11.962,,-1,443,68,8,1,baseline_pre,-1,none
2941,2.941,1,global_1000_2000,baseline_pre,1000,-122507.000,-20.750,-0.000490,11.962,,-1,455,68,8,1,baseline_pre,-1,none
2965,2.965,1,global_1000_2000,baseline_pre,1000,-122434.000,52.250,0.001235,11.962,,-1,479,69,8,1,baseline_pre,-1,none
2989,2.989,1,global_1000_2000,baseline_pre,1000,-122454.000,32.250,0.000762,11.962,,-1,503,73,8,1,baseline_pre,-1,none
3012,3.012,1,global_1000_2000,baseline_pre,1000,-122507.000,-20.750,-0.000490,12.006,,-1,14,78,9,1,baseline_pre,-1,none
3230,3.230,1,global_1000_2000,0,1000,-122372.000,114.250,0.002700,12.006,,-1,231,79,9,1,sweep,0,up
3252,3.252,1,global_1000_2000,0,1000,-122422.000,64.250,0.001518,12.006,,-1,254,79,9,1,sweep,0,up
3264,3.264,1,global_1000_2000,0,1000,-122519.000,-32.750,-0.000774,12.006,,-1,266,79,9,1,sweep,0,up
3287,3.287,1,global_1000_2000,0,1000,-122392.000,94.250,0.002227,12.006,,-1,289,79,9,1,sweep,0,up
3310,3.310,1,global_1000_2000,0,1000,-122539.000,-52.750,-0.001246,12.006,,-1,312,79,9,1,sweep,0,up
3333,3.333,1,global_1000_2000,0,1000,-122527.000,-40.750,-0.000963,12.006,,-1,335,79,9,1,sweep,0,up
3344,3.344,1,global_1000_2000,0,1000,-122674.000,-187.750,-0.004437,12.006,,-1,346,79,9,1,sweep,0,up
3367,3.367,1,global_1000_2000,0,1000,-122425.000,61.250,0.001447,12.006,,-1,369,79,9,1,sweep,0,up
3390,3.390,1,global_1000_2000,0,1000,-122549.000,-62.750,-0.001483,12.006,,-1,392,79,9,1,sweep,0,up
3413,3.413,1,global_1000_2000,0,1000,-122560.000,-73.750,-0.001743,12.006,,-1,415,79,9,1,sweep,0,up
3425,3.425,1,global_1000_2000,0,1000,-122474.000,12.250,0.000289,12.006,,-1,427,79,9,1,sweep,0,up
3448,3.448,1,global_1000_2000,0,1000,-122566.000,-79.750,-0.001884,12.006,,-1,450,79,9,1,sweep,0,up
3472,3.472,1,global_1000_2000,0,1000,-122561.000,-74.750,-0.001766,12.006,,-1,474,79,9,1,sweep,0,up
3496,3.496,1,global_1000_2000,0,1000,-122474.000,12.250,0.000289,11.96,,-1,15,85,10,1,sweep,0,up
3506,3.506,1,global_1000_2000,0,1000,-122411.000,75.250,0.001778,11.96,,-1,25,85,10,1,sweep,0,up
3529,3.529,1,global_1000_2000,0,1000,-122686.000,-199.750,-0.004720,11.96,,-1,48,85,10,1,sweep,0,up
3552,3.552,1,global_1000_2000,0,1000,-122383.000,103.250,0.002440,11.96,,-1,71,85,10,1,sweep,0,up
3563,3.563,1,global_1000_2000,0,1000,-122530.000,-43.750,-0.001034,11.96,,-1,82,85,10,1,sweep,0,up
3586,3.586,1,global_1000_2000,0,1000,-122517.000,-30.750,-0.000727,11.96,,-1,105,85,10,1,sweep,0,up
3609,3.609,1,global_1000_2000,0,1000,-122329.000,157.250,0.003716,11.96,,-1,128,85,10,1,sweep,0,up
3632,3.632,1,global_1000_2000,0,1000,-122569.000,-82.750,-0.001955,11.96,,-1,151,85,10,1,sweep,0,up
3644,3.644,1,global_1000_2000,0,1000,-122599.000,-112.750,-0.002664,11.96,,-1,163,85,10,1,sweep,0,up
3667,3.667,1,global_1000_2000,0,1000,-122331.000,155.250,0.003669,11.96,,-1,186,85,10,1,sweep,0,up
3690,3.690,1,global_1000_2000,0,1000,-122545.000,-58.750,-0.001388,11.96,,-1,209,85,10,1,sweep,0,up
3713,3.713,1,global_1000_2000,0,1000,-122536.000,-49.750,-0.001176,11.96,,-1,232,85,10,1,sweep,0,up
3725,3.725,1,global_1000_2000,0,1000,-122439.000,47.250,0.001117,11.96,,-1,244,85,10,1,sweep,0,up
3748,3.748,1,global_1000_2000,0,1000,-122453.000,33.250,0.000786,11.96,,-1,267,85,10,1,sweep,0,up
3771,3.771,1,global_1000_2000,0,1000,-122579.000,-92.750,-0.002192,11.96,,-1,290,85,10,1,sweep,0,up
3794,3.794,1,global_1000_2000,0,1000,-122490.000,-3.750,-0.000089,11.96,,-1,313,85,10,1,sweep,0,up
3805,3.805,1,global_1000_2000,0,1000,-122619.000,-132.750,-0.003137,11.96,,-1,324,85,10,1,sweep,0,up
3828,3.828,1,global_1000_2000,0,1000,-122396.000,90.250,0.002133,11.96,,-1,347,85,10,1,sweep,0,up
3851,3.851,1,global_1000_2000,0,1000,-122490.000,-3.750,-0.000089,11.96,,-1,370,85,10,1,sweep,0,up
3897,3.897,1,global_1000_2000,0,1000,-122436.000,50.250,0.001187,11.96,,-1,416,85,10,1,sweep,0,up
3920,3.920,1,global_1000_2000,0,1000,-122389.000,97.250,0.002298,11.96,,-1,439,85,10,1,sweep,0,up
3932,3.932,1,global_1000_2000,0,1000,-122444.000,42.250,0.000998,11.96,,-1,451,85,10,1,sweep,0,up
3955,3.955,1,global_1000_2000,0,1000,-122415.000,71.250,0.001684,11.96,,-1,474,85,10,1,sweep,0,up
3980,3.980,1,global_1000_2000,0,1000,-122518.000,-31.750,-0.000750,11.96,,-1,499,88,10,1,sweep,0,up
4004,4.004,1,global_1000_2000,0,1000,-122443.000,43.250,0.001022,12.003,,-1,1,93,11,1,sweep,0,up
4025,4.025,1,global_1000_2000,0,1000,-122637.000,-150.750,-0.003562,12.003,,-1,23,96,11,1,sweep,0,up
4036,4.036,1,global_1000_2000,0,1000,-122500.000,-13.750,-0.000325,12.003,,-1,34,96,11,1,sweep,0,up
4059,4.059,1,global_1000_2000,0,1000,-122495.000,-8.750,-0.000207,12.003,,-1,57,96,11,1,sweep,0,up
4082,4.082,1,global_1000_2000,0,1000,-122474.000,12.250,0.000289,12.003,,-1,80,96,11,1,sweep,0,up
4093,4.093,1,global_1000_2000,0,1000,-122550.000,-63.750,-0.001506,12.003,,-1,91,96,11,1,sweep,0,up
4116,4.116,1,global_1000_2000,0,1000,-122335.000,151.250,0.003574,12.003,,-1,114,96,11,1,sweep,0,up
4139,4.139,1,global_1000_2000,0,1000,-122488.000,-1.750,-0.000041,12.003,,-1,137,96,11,1,sweep,0,up
4162,4.162,1,global_1000_2000,0,1000,-122515.000,-28.750,-0.000679,12.003,,-1,160,96,11,1,sweep,0,up
4174,4.174,1,global_1000_2000,0,1000,-122575.000,-88.750,-0.002097,12.003,,-1,172,96,11,1,sweep,0,up
4197,4.197,1,global_1000_2000,0,1000,-122140.000,346.250,0.008182,12.003,,-1,195,96,11,1,sweep,0,up
4220,4.220,1,global_1000_2000,0,1000,-122584.000,-97.750,-0.002310,12.003,,-1,218,96,11,1,sweep,0,up
4243,4.243,1,global_1000_2000,0,1000,-122563.000,-76.750,-0.001814,12.003,,-1,241,96,11,1,sweep,0,up
4255,4.255,1,global_1000_2000,0,1000,-122552.000,-65.750,-0.001554,12.003,,-1,253,96,11,1,sweep,0,up
4278,4.278,1,global_1000_2000,0,1000,-122561.000,-74.750,-0.001766,12.003,,-1,276,96,11,1,sweep,0,up
4301,4.301,1,global_1000_2000,0,1000,-122545.000,-58.750,-0.001388,12.003,,-1,299,96,11,1,sweep,0,up
4324,4.324,1,global_1000_2000,0,1000,-122509.000,-22.750,-0.000538,12.003,,-1,322,96,11,1,sweep,0,up
4335,4.335,1,global_1000_2000,0,1000,-122530.000,-43.750,-0.001034,12.003,,-1,333,96,11,1,sweep,0,up
4358,4.358,1,global_1000_2000,0,1000,-122460.000,26.250,0.000620,12.003,,-1,356,96,11,1,sweep,0,up
4381,4.381,1,global_1000_2000,0,1000,-122565.000,-78.750,-0.001861,12.003,,-1,379,96,11,1,sweep,0,up
4404,4.404,1,global_1000_2000,0,1000,-122442.000,44.250,0.001046,12.003,,-1,402,96,11,1,sweep,0,up
4416,4.416,1,global_1000_2000,0,1000,-122375.000,111.250,0.002629,12.003,,-1,414,96,11,1,sweep,0,up
