t_ms,t_s,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase
108720,108.720,local_1400_1650,173,1650,-50436.000,70435.290,1.664388,11.86,,-1,181,1889,162,11,prbs
108812,108.812,local_1400_1650,174,1400,-38748.000,82123.290,1.940576,11.86,,-1,273,1889,162,11,prbs
108904,108.904,local_1400_1650,174,1400,-34270.000,86601.290,2.046391,11.86,,-1,365,1889,162,11,prbs
108999,108.999,local_1400_1650,175,1650,-45139.000,75732.290,1.789556,11.86,,-1,459,1894,162,11,prbs
109088,109.088,local_1400_1650,175,1650,-49346.000,71525.290,1.690145,11.86,,-1,549,1895,162,11,prbs
109180,109.180,local_1400_1650,176,1400,-37230.000,83641.290,1.976446,11.86,,-1,641,1895,162,11,prbs
109272,109.272,local_1400_1650,176,1400,-32308.000,88563.290,2.092753,11.86,,-1,733,1895,162,11,prbs
109364,109.364,local_1400_1650,177,1650,-43234.000,77637.290,1.834571,11.86,,-1,825,1895,162,11,prbs
109456,109.456,local_1400_1650,177,1650,-49760.000,71111.290,1.680362,11.86,,-1,917,1896,162,11,prbs
109552,109.552,local_1400_1650,178,1650,-38179.000,82692.290,1.954021,11.707,,-1,1,1904,163,11,prbs
109640,109.640,local_1400_1650,178,1650,-29605.000,91266.290,2.156625,11.707,,-1,89,1906,163,11,prbs
109732,109.732,local_1400_1650,179,1650,-27200.000,93671.290,2.213455,11.707,,-1,181,1906,163,11,prbs
109824,109.824,local_1400_1650,179,1650,-26947.000,93924.290,2.219434,11.707,,-1,273,1906,163,11,prbs
109916,109.916,local_1400_1650,180,1400,-26409.000,94462.290,2.232146,11.707,,-1,365,1906,163,11,prbs
110011,110.011,local_1400_1650,180,1400,-30803.000,90068.290,2.128316,11.707,,-1,460,1912,163,11,prbs
110100,110.100,local_1400_1650,181,1400,-45259.000,75612.290,1.786720,11.707,,-1,549,1912,163,11,prbs
110192,110.192,local_1400_1650,181,1400,-57227.000,63644.290,1.503916,11.707,,-1,641,1912,163,11,prbs
110284,110.284,local_1400_1650,182,1650,-63352.000,57519.290,1.359182,11.707,,-1,733,1912,163,11,prbs
110376,110.376,local_1400_1650,182,1650,-60319.000,60552.290,1.430852,11.707,,-1,825,1912,163,11,prbs
110469,110.469,local_1400_1650,183,1650,-42856.000,78015.290,1.843504,11.707,,-1,918,1913,163,11,prbs
110564,110.564,local_1400_1650,183,1650,-31583.000,89288.290,2.109885,11.718,,-1,2,1924,164,11,prbs
110652,110.652,local_1400_1650,184,1650,-28463.000,92408.290,2.183610,11.718,,-1,90,1924,164,11,prbs
110744,110.744,local_1400_1650,184,1650,-27877.000,92994.290,2.197458,11.718,,-1,182,1924,164,11,prbs
110836,110.836,local_1400_1650,185,1400,-27697.000,93174.290,2.201711,11.718,,-1,274,1924,164,11,prbs
110928,110.928,local_1400_1650,185,1400,-31901.000,88970.290,2.102370,11.718,,-1,366,1924,164,11,prbs
111023,111.023,local_1400_1650,186,1650,-45386.000,75485.290,1.783719,11.845,,-1,2,1931,165,11,prbs
111112,111.112,local_1400_1650,186,1650,-51854.000,69017.290,1.630880,11.845,,-1,91,1931,165,11,prbs
111204,111.204,local_1400_1650,187,1400,-40393.000,80478.290,1.901704,11.845,,-1,183,1931,165,11,prbs
111297,111.297,local_1400_1650,187,1400,-34340.000,86531.290,2.044737,11.845,,-1,275,1931,165,11,prbs
111388,111.388,local_1400_1650,188,1400,-45151.000,75720.290,1.789273,11.845,,-1,367,1931,165,11,prbs
111482,111.482,local_1400_1650,188,1400,-56947.000,63924.290,1.510533,11.845,,-1,461,1935,165,11,prbs
111575,111.575,local_1400_1650,189,1400,-63204.000,57667.290,1.362680,11.856,,-1,2,1943,166,11,prbs
111664,111.664,local_1400_1650,189,1400,-65957.000,54914.290,1.297626,11.856,,-1,91,1943,166,11,prbs
111756,111.756,local_1400_1650,190,1400,-67505.000,53366.290,1.261047,11.856,,-1,183,1943,166,11,prbs
111848,111.848,local_1400_1650,190,1400,-68118.000,52753.290,1.246562,11.856,,-1,275,1943,166,11,prbs
111940,111.940,local_1400_1650,191,1400,-68495.000,52376.290,1.237653,11.856,,-1,367,1943,166,11,prbs
112035,112.035,local_1400_1650,191,1400,-68910.000,51961.290,1.227847,11.844,,-1,2,1949,167,11,prbs
112124,112.124,local_1400_1650,192,1650,-68985.000,51886.290,1.226074,11.844,,-1,91,1949,167,11,prbs
112217,112.217,local_1400_1650,192,1650,-62839.000,58032.290,1.371305,11.844,,-1,184,1949,167,11,prbs
112308,112.308,local_1400_1650,193,1400,-43440.000,77431.290,1.829703,11.844,,-1,275,1949,167,11,prbs
112400,112.400,local_1400_1650,193,1400,-34992.000,85879.290,2.029330,11.844,,-1,367,1949,167,11,prbs
112495,112.495,local_1400_1650,194,1650,-44621.000,76250.290,1.801796,11.844,,-1,462,1955,167,11,prbs
112586,112.586,local_1400_1650,194,1650,-49203.000,71668.290,1.693524,11.747,,-1,85,1961,168,11,prbs
112676,112.676,local_1400_1650,195,1650,-36946.000,83925.290,1.983157,11.747,,-1,176,1961,168,11,prbs
112768,112.768,local_1400_1650,195,1650,-28868.000,92003.290,2.174040,11.747,,-1,268,1961,168,11,prbs
112860,112.860,local_1400_1650,196,1650,-26755.000,94116.290,2.223970,11.747,,-1,360,1961,168,11,prbs
112952,112.952,local_1400_1650,196,1650,-26832.000,94039.290,2.222151,11.747,,-1,452,1961,168,11,prbs
113047,113.047,local_1400_1650,197,1400,-27352.000,93519.290,2.209864,11.719,,-1,2,1967,169,11,prbs
113136,113.136,local_1400_1650,197,1400,-31028.000,89843.290,2.123000,11.719,,-1,91,1967,169,11,prbs
113228,113.228,local_1400_1650,198,1400,-43643.000,77228.290,1.824907,11.719,,-1,183,1967,169,11,prbs
113320,113.320,local_1400_1650,198,1400,-55981.000,64890.290,1.533359,11.719,,-1,275,1967,169,11,prbs
113412,113.412,local_1400_1650,199,1650,-62407.000,58464.290,1.381513,11.719,,-1,367,1967,169,11,prbs
113508,113.508,local_1400_1650,199,1650,-58279.000,62592.290,1.479058,11.664,,-1,1,1976,170,11,prbs
113597,113.597,local_1400_1650,200,1400,-40696.000,80175.290,1.894544,11.664,,-1,89,1978,170,12,prbs
113688,113.688,local_1400_1650,200,1400,-33539.000,87332.290,2.063664,11.664,,-1,181,1978,170,12,prbs
113780,113.780,local_1400_1650,201,1400,-43514.000,77357.290,1.827955,11.664,,-1,273,1978,170,12,prbs
113872,113.872,local_1400_1650,201,1400,-55872.000,64999.290,1.535935,11.664,,-1,365,1978,170,12,prbs
113964,113.964,local_1400_1650,202,1400,-62450.000,58421.290,1.380497,11.664,,-1,457,1978,170,12,prbs
114059,114.059,local_1400_1650,202,1400,-65632.000,55239.290,1.305306,11.847,,-1,2,1984,171,12,prbs
114148,114.148,local_1400_1650,203,1650,-67148.000,53723.290,1.269483,11.847,,-1,91,1984,171,12,prbs
114240,114.240,local_1400_1650,203,1650,-61246.000,59625.290,1.408947,11.847,,-1,183,1984,171,12,prbs
114332,114.332,local_1400_1650,204,1650,-42156.000,78715.290,1.860044,11.847,,-1,275,1984,171,12,prbs
114424,114.424,local_1400_1650,204,1650,-31278.000,89593.290,2.117092,11.847,,-1,367,1985,171,12,prbs
114520,114.520,local_1400_1650,205,1400,-28415.000,92456.290,2.184745,11.757,,-1,1,1993,172,12,prbs
114608,114.608,local_1400_1650,205,1400,-31842.000,89029.290,2.103764,11.757,,-1,89,1995,172,12,prbs
114700,114.700,local_1400_1650,206,1650,-45257.000,75614.290,1.786768,11.757,,-1,181,1995,172,12,prbs
114792,114.792,local_1400_1650,206,1650,-51560.000,69311.290,1.637828,11.757,,-1,273,1995,172,12,prbs
114884,114.884,local_1400_1650,207,1400,-40089.000,80782.290,1.908888,11.757,,-1,365,1995,172,12,prbs
114976,114.976,local_1400_1650,207,1400,-33984.000,86887.290,2.053149,11.757,,-1,457,1995,172,12,prbs
115071,115.071,local_1400_1650,208,1650,-44652.000,76219.290,1.801064,11.757,,-1,552,2001,172,12,prbs
115160,115.160,local_1400_1650,208,1650,-50143.000,70728.290,1.671311,11.757,,-1,641,2001,172,12,prbs
115252,115.252,local_1400_1650,209,1400,-37852.000,83019.290,1.961748,11.757,,-1,733,2001,172,12,prbs
115344,115.344,local_1400_1650,209,1400,-33515.000,87356.290,2.064231,11.757,,-1,825,2001,172,12,prbs
115437,115.437,local_1400_1650,210,1650,-45025.000,75846.290,1.792250,11.757,,-1,917,2002,172,12,prbs
115532,115.532,local_1400_1650,210,1650,-48954.000,71917.290,1.699408,11.654,,-1,1,2010,173,12,prbs
115620,115.620,local_1400_1650,211,1650,-36609.000,84262.290,1.991120,11.654,,-1,89,2012,173,12,prbs
115712,115.712,local_1400_1650,211,1650,-29271.000,91600.290,2.164517,11.654,,-1,181,2012,173,12,prbs
115804,115.804,local_1400_1650,212,1650,-27736.000,93135.290,2.200790,11.654,,-1,273,2012,173,12,prbs
115896,115.896,local_1400_1650,212,1650,-28046.000,92825.290,2.193464,11.654,,-1,365,2012,173,12,prbs
115990,115.990,local_1400_1650,213,1400,-28142.000,92729.290,2.191196,11.654,,-1,459,2015,173,12,prbs
116080,116.080,local_1400_1650,213,1400,-30849.000,90022.290,2.127229,11.654,,-1,549,2018,173,12,prbs
116172,116.172,local_1400_1650,214,1650,-43166.000,77705.290,1.836178,11.654,,-1,641,2018,173,12,prbs
116264,116.264,local_1400_1650,214,1650,-48697.000,72174.290,1.705480,11.654,,-1,733,2018,173,12,prbs
116356,116.356,local_1400_1650,215,1650,-37452.000,83419.290,1.971200,11.654,,-1,825,2018,173,12,prbs
116448,116.448,local_1400_1650,215,1650,-29751.000,91120.290,2.153175,11.654,,-1,917,2019,173,12,prbs
116544,116.544,local_1400_1650,216,1400,-27687.000,93184.290,2.201947,11.722,,-1,1,2027,174,12,prbs
116633,116.633,local_1400_1650,216,1400,-30812.000,90059.290,2.128104,11.722,,-1,90,2029,174,12,prbs
116724,116.724,local_1400_1650,217,1400,-43310.000,77561.290,1.832775,11.722,,-1,181,2029,174,12,prbs
116816,116.816,local_1400_1650,217,1400,-55566.000,65305.290,1.543166,11.722,,-1,273,2029,174,12,prbs
116908,116.908,local_1400_1650,218,1400,-62246.000,58625.290,1.385317,11.722,,-1,365,2029,174,12,prbs
117003,117.003,local_1400_1650,218,1400,-65272.000,55599.290,1.313813,11.722,,-1,460,2035,174,12,prbs
117092,117.092,local_1400_1650,219,1400,-66820.000,54051.290,1.277234,11.722,,-1,549,2035,174,12,prbs
117185,117.185,local_1400_1650,219,1400,-67650.000,53221.290,1.257621,11.722,,-1,642,2035,174,12,prbs
117276,117.276,local_1400_1650,220,1400,-68316.000,52555.290,1.241883,11.722,,-1,733,2035,174,12,prbs
117369,117.369,local_1400_1650,220,1400,-68618.000,52253.290,1.234747,11.722,,-1,826,2035,174,12,prbs
117461,117.461,local_1400_1650,221,1650,-68793.000,52078.290,1.230611,11.722,,-1,918,2036,174,12,prbs
117557,117.557,local_1400_1650,221,1650,-63191.000,57680.290,1.362987,11.656,,-1,1,2045,175,12,prbs
117644,117.644,local_1400_1650,222,1650,-43375.000,77496.290,1.831239,11.656,,-1,88,2046,175,12,prbs
117736,117.736,local_1400_1650,222,1650,-30382.000,90489.290,2.138264,11.656,,-1,180,2046,175,12,prbs
117828,117.828,local_1400_1650,223,1400,-26622.000,94249.290,2.227113,11.656,,-1,272,2046,175,12,prbs
117920,117.920,local_1400_1650,223,1400,-29948.000,90923.290,2.148520,11.656,,-1,364,2046,175,12,prbs
118016,118.016,local_1400_1650,224,1400,-43631.000,77240.290,1.825190,11.656,,-1,460,2052,175,12,prbs
118104,118.104,local_1400_1650,224,1400,-55843.000,65028.290,1.536620,11.656,,-1,548,2052,175,12,prbs
118196,118.196,local_1400_1650,225,1400,-62662.000,58209.290,1.375487,11.656,,-1,640,2052,175,12,prbs
118289,118.289,local_1400_1650,225,1400,-65868.000,55003.290,1.299729,11.656,,-1,733,2052,175,12,prbs
118380,118.380,local_1400_1650,226,1400,-67613.000,53258.290,1.258495,11.656,,-1,824,2052,175,12,prbs
118473,118.473,local_1400_1650,226,1400,-68336.000,52535.290,1.241410,11.656,,-1,917,2054,175,12,prbs
118565,118.565,local_1400_1650,227,1650,-68765.000,52106.290,1.231273,11.656,,-1,1009,2058,175,13,prbs
118656,118.656,local_1400_1650,227,1650,-67123.000,53748.290,1.270074,11.656,,-1,1100,2058,175,13,prbs
118748,118.748,local_1400_1650,228,1400,-51851.000,69020.290,1.630951,11.656,,-1,1192,2058,175,13,prbs
118841,118.841,local_1400_1650,228,1400,-38476.000,82395.290,1.947003,11.656,,-1,1285,2058,175,13,prbs
118932,118.932,local_1400_1650,229,1400,-46841.000,74030.290,1.749338,11.656,,-1,1376,2058,175,13,prbs
119028,119.028,local_1400_1650,229,1400,-57460.000,63411.290,1.498410,11.858,,-1,2,2064,176,13,prbs
119117,119.117,local_1400_1650,230,1400,-63156.000,57715.290,1.363814,11.858,,-1,91,2064,176,13,prbs
119209,119.209,local_1400_1650,230,1400,-65972.000,54899.290,1.297272,11.858,,-1,183,2064,176,13,prbs
119301,119.301,local_1400_1650,231,1650,-67178.000,53693.290,1.268774,11.858,,-1,275,2064,176,13,prbs
119392,119.392,local_1400_1650,231,1650,-62171.000,58700.290,1.387090,11.858,,-1,366,2064,176,13,prbs
119487,119.487,local_1400_1650,232,1400,-43353.000,77518.290,1.831759,11.858,,-1,461,2069,176,13,prbs
119579,119.579,local_1400_1650,232,1400,-34896.000,85975.290,2.031598,11.766,,-1,2,2076,177,13,prbs
119668,119.668,local_1400_1650,233,1650,-44784.000,76087.290,1.797945,11.766,,-1,91,2076,177,13,prbs
119761,119.761,local_1400_1650,233,1650,-49755.000,71116.290,1.680480,11.766,,-1,184,2076,177,13,prbs
119853,119.853,local_1400_1650,234,1650,-37910.000,82961.290,1.960378,11.766,,-1,276,2076,177,13,prbs
119945,119.945,local_1400_1650,234,1650,-29682.000,91189.290,2.154806,11.766,,-1,368,2076,177,13,prbs
120039,120.039,local_1400_1650,235,1400,-27930.000,92941.290,2.196205,11.723,,-1,2,2082,178,13,prbs
120129,120.129,local_1400_1650,235,1400,-32501.000,88370.290,2.088192,11.723,,-1,92,2082,178,13,prbs
120220,120.220,local_1400_1650,236,1400,-45976.000,74895.290,1.769778,11.723,,-1,183,2082,178,13,prbs
120313,120.313,local_1400_1650,236,1400,-56902.000,63969.290,1.511596,11.723,,-1,276,2082,178,13,prbs
120405,120.405,local_1400_1650,237,1650,-62631.000,58240.290,1.376220,11.723,,-1,368,2082,178,13,prbs
120501,120.501,local_1400_1650,237,1650,-59525.000,61346.290,1.449614,11.649,,-1,0,2090,179,13,prbs
120589,120.589,local_1400_1650,238,1400,-41878.000,78993.290,1.866614,11.649,,-1,88,2094,179,13,prbs
120680,120.680,local_1400_1650,238,1400,-33990.000,86881.290,2.053007,11.649,,-1,179,2094,179,13,prbs
120772,120.772,local_1400_1650,239,1400,-44775.000,76096.290,1.798157,11.649,,-1,271,2094,179,13,prbs
120864,120.864,local_1400_1650,239,1400,-56564.000,64307.290,1.519583,11.649,,-1,363,2094,179,13,prbs
120956,120.956,local_1400_1650,240,1650,-62523.000,58348.290,1.378772,11.649,,-1,455,2094,179,13,prbs
121052,121.052,local_1400_1650,240,1650,-57808.000,63063.290,1.490187,11.652,,-1,2,2101,180,13,prbs
121141,121.141,local_1400_1650,241,1650,-39679.000,81192.290,1.918576,11.652,,-1,92,2101,180,13,prbs
121232,121.232,local_1400_1650,241,1650,-29840.000,91031.290,2.151072,11.652,,-1,183,2101,180,13,prbs
121324,121.324,local_1400_1650,242,1400,-27636.000,93235.290,2.203152,11.652,,-1,275,2101,180,13,prbs
121416,121.416,local_1400_1650,242,1400,-30754.000,90117.290,2.129474,11.652,,-1,367,2101,180,13,prbs
121513,121.513,local_1400_1650,243,1650,-43850.000,77021.290,1.820015,11.791,,-1,1,2110,181,13,prbs
121600,121.600,local_1400_1650,243,1650,-50034.000,70837.290,1.673887,11.791,,-1,88,2112,181,13,prbs
121692,121.692,local_1400_1650,244,1400,-38724.000,82147.290,1.941143,11.791,,-1,180,2112,181,13,prbs
121784,121.784,local_1400_1650,244,1400,-34631.000,86240.290,2.037860,11.791,,-1,272,2112,181,13,prbs
121876,121.876,local_1400_1650,245,1650,-45509.000,75362.290,1.780813,11.791,,-1,364,2112,181,13,prbs
121968,121.968,local_1400_1650,245,1650,-49279.000,71592.290,1.691728,11.791,,-1,456,2112,181,13,prbs
122064,122.064,local_1400_1650,246,1650,-36815.000,84056.290,1.986252,11.791,,-1,551,2118,181,13,prbs
122152,122.152,local_1400_1650,246,1650,-28812.000,92059.290,2.175364,11.791,,-1,640,2118,181,13,prbs
122245,122.245,local_1400_1650,247,1400,-26849.000,94022.290,2.221749,11.791,,-1,733,2118,181,13,prbs
122336,122.336,local_1400_1650,247,1400,-28530.000,92341.290,2.182027,11.791,,-1,824,2118,181,13,prbs
122429,122.429,local_1400_1650,248,1400,-39560.000,81311.290,1.921388,11.791,,-1,917,2119,181,13,prbs
122525,122.525,local_1400_1650,248,1400,-52857.000,68014.290,1.607180,11.859,,-1,1,2127,182,13,prbs
122613,122.613,local_1400_1650,249,1400,-60625.000,60246.290,1.423621,11.859,,-1,89,2129,182,13,prbs
122704,122.704,local_1400_1650,249,1400,-64870.000,56001.290,1.323312,11.859,,-1,180,2129,182,13,prbs
122796,122.796,local_1400_1650,250,1650,-66567.000,54304.290,1.283212,11.859,,-1,272,2129,182,13,prbs
122888,122.888,local_1400_1650,250,1650,-59351.000,61520.290,1.453726,11.859,,-1,364,2129,182,13,prbs
122982,122.982,local_1400_1650,251,1650,-39931.000,80940.290,1.912621,11.859,,-1,458,2130,182,13,prbs
123074,123.074,local_1400_1650,251,1650,-29604.000,91267.290,2.156649,11.859,,-1,550,2135,182,13,prbs
123164,123.164,local_1400_1650,252,1650,-26953.000,93918.290,2.219292,11.859,,-1,640,2135,182,13,prbs
123256,123.256,local_1400_1650,252,1650,-26446.000,94425.290,2.231272,11.859,,-1,732,2135,182,13,prbs
123348,123.348,local_1400_1650,253,1400,-27124.000,93747.290,2.215251,11.859,,-1,824,2135,182,13,prbs
123442,123.442,local_1400_1650,253,1400,-30990.000,89881.290,2.123897,11.859,,-1,918,2136,182,13,prbs
123537,123.537,local_1400_1650,254,1400,-44539.000,76332.290,1.803734,11.856,,-1,1,2144,183,13,prbs
123625,123.625,local_1400_1650,254,1400,-56489.000,64382.290,1.521355,11.856,,-1,89,2146,183,13,prbs
123717,123.717,local_1400_1650,255,1400,-62740.000,58131.290,1.373644,11.856,,-1,180,2146,183,13,prbs
123808,123.808,local_1400_1650,255,1400,-65725.000,55146.290,1.303108,11.856,,-1,272,2146,183,13,prbs
123901,123.901,local_1400_1650,256,1650,-67398.000,53473.290,1.263575,11.856,,-1,365,2146,183,13,prbs
123995,123.995,local_1400_1650,256,1650,-62672.000,58199.290,1.375251,11.856,,-1,459,2150,183,13,prbs
124085,124.085,local_1400_1650,257,1650,-44131.000,76740.290,1.813375,11.856,,-1,549,2152,183,13,prbs
124177,124.177,local_1400_1650,257,1650,-31777.000,89094.290,2.105300,11.856,,-1,641,2152,183,13,prbs
124268,124.268,local_1400_1650,258,1400,-28153.000,92718.290,2.190936,11.856,,-1,732,2152,183,13,prbs
124360,124.360,local_1400_1650,258,1400,-30962.000,89909.290,2.124559,11.856,,-1,824,2152,183,13,prbs
124453,124.453,local_1400_1650,259,1650,-43422.000,77449.290,1.830129,11.856,,-1,917,2153,183,13,prbs
124548,124.548,local_1400_1650,259,1650,-48860.000,72011.290,1.701629,11.679,,-1,1,2161,184,13,prbs
124637,124.637,local_1400_1650,260,1650,-37809.000,83062.290,1.962764,11.679,,-1,90,2163,184,13,prbs
124729,124.729,local_1400_1650,260,1650,-30500.000,90371.290,2.135476,11.679,,-1,182,2163,184,13,prbs
124820,124.820,local_1400_1650,261,1650,-28428.000,92443.290,2.184438,11.679,,-1,273,2163,184,13,prbs
124912,124.912,local_1400_1650,261,1650,-28336.000,92535.290,2.186612,11.679,,-1,365,2163,184,13,prbs
125007,125.007,local_1400_1650,262,1650,-27511.000,93360.290,2.206106,11.679,,-1,460,2169,184,13,prbs
125096,125.096,local_1400_1650,262,1650,-27265.000,93606.290,2.211919,11.679,,-1,549,2169,184,13,prbs
125188,125.188,local_1400_1650,263,1650,-27485.000,93386.290,2.206720,11.679,,-1,641,2169,184,13,prbs
125280,125.280,local_1400_1650,263,1650,-27569.000,93302.290,2.204736,11.679,,-1,733,2169,184,13,prbs
125372,125.372,local_1400_1650,264,1650,-27901.000,92970.290,2.196890,11.679,,-1,825,2169,184,13,prbs
125466,125.466,local_1400_1650,264,1650,-27694.000,93177.290,2.201782,11.679,,-1,919,2170,184,13,prbs
125561,125.561,local_1400_1650,265,1400,-27618.000,93253.290,2.203578,11.719,,-1,2,2181,185,13,prbs
125649,125.649,local_1400_1650,265,1400,-31107.000,89764.290,2.121133,11.719,,-1,90,2181,185,13,prbs
125740,125.740,local_1400_1650,266,1650,-43143.000,77728.290,1.836722,11.719,,-1,181,2181,185,13,prbs
125833,125.833,local_1400_1650,266,1650,-50549.000,70322.290,1.661718,11.719,,-1,274,2181,185,13,prbs
125924,125.924,local_1400_1650,267,1650,-40063.000,80808.290,1.909502,11.719,,-1,365,2181,185,13,prbs
126020,126.020,local_1400_1650,267,1650,-31088.000,89783.290,2.121582,11.714,,-1,2,2187,186,13,prbs
126109,126.109,local_1400_1650,268,1650,-28607.000,92264.290,2.180208,11.714,,-1,91,2187,186,13,prbs
126201,126.201,local_1400_1650,268,1650,-27572.000,93299.290,2.204665,11.714,,-1,183,2187,186,13,prbs
126293,126.293,local_1400_1650,269,1650,-27389.000,93482.290,2.208989,11.714,,-1,275,2187,186,13,prbs
126385,126.385,local_1400_1650,269,1650,-27480.000,93391.290,2.206839,11.714,,-1,367,2187,186,13,prbs
126479,126.479,local_1400_1650,270,1400,-27831.000,93040.290,2.198544,11.714,,-1,461,2191,186,13,prbs
126572,126.572,local_1400_1650,270,1400,-32530.000,88341.290,2.087507,11.811,,-1,2,2199,187,13,prbs
126661,126.661,local_1400_1650,271,1400,-46386.000,74485.290,1.760089,11.811,,-1,91,2199,187,13,prbs
126753,126.753,local_1400_1650,271,1400,-57423.000,63448.290,1.499285,11.811,,-1,183,2199,187,13,prbs
126845,126.845,local_1400_1650,272,1650,-62724.000,58147.290,1.374022,11.811,,-1,275,2199,187,13,prbs
126937,126.937,local_1400_1650,272,1650,-59500.000,61371.290,1.450205,11.811,,-1,367,2199,187,13,prbs
127031,127.031,local_1400_1650,273,1400,-41983.000,78888.290,1.864132,11.702,,-1,2,2205,188,13,prbs
127121,127.121,local_1400_1650,273,1400,-35251.000,85620.290,2.023210,11.702,,-1,92,2205,188,13,prbs
127212,127.212,local_1400_1650,274,1650,-45793.000,75078.290,1.774102,11.702,,-1,183,2205,188,13,prbs
127304,127.304,local_1400_1650,274,1650,-49903.000,70968.290,1.676983,11.702,,-1,275,2205,188,13,prbs
127396,127.396,local_1400_1650,275,1400,-37736.000,83135.290,1.964489,11.702,,-1,367,2205,188,13,prbs
127491,127.491,local_1400_1650,275,1400,-34696.000,86175.290,2.036324,11.702,,-1,462,2211,188,13,prbs
127593,127.593,local_1400_1650,276,1400,-46737.000,74134.290,1.751795,11.86,,-1,96,2217,189,13,prbs
127673,127.673,local_1400_1650,276,1400,-57521.000,63350.290,1.496969,11.86,,-1,176,2217,189,13,prbs
127765,127.765,local_1400_1650,277,1650,-63129.000,57742.290,1.364452,11.86,,-1,268,2217,189,13,prbs
127857,127.857,local_1400_1650,277,1650,-60297.000,60574.290,1.431372,11.86,,-1,360,2217,189,13,prbs
127949,127.949,local_1400_1650,278,1400,-42598.000,78273.290,1.849600,11.86,,-1,452,2217,189,13,prbs
128043,128.043,local_1400_1650,278,1400,-35176.000,85695.290,2.024982,11.825,,-1,2,2223,190,13,prbs
128132,128.132,local_1400_1650,279,1400,-45223.000,75648.290,1.787571,11.825,,-1,91,2223,190,13,prbs
128225,128.225,local_1400_1650,279,1400,-56240.000,64631.290,1.527239,11.825,,-1,184,2223,190,13,prbs
128316,128.316,local_1400_1650,280,1650,-62463.000,58408.290,1.380189,11.825,,-1,275,2223,190,13,prbs
128408,128.408,local_1400_1650,280,1650,-60706.000,60165.290,1.421707,11.825,,-1,367,2223,190,13,prbs
128506,128.506,local_1400_1650,281,1400,-43597.000,77274.290,1.825994,11.732,,-1,1,2232,191,13,prbs
128594,128.594,local_1400_1650,281,1400,-34289.000,86582.290,2.045942,11.732,,-1,88,2235,191,13,prbs
128684,128.684,local_1400_1650,282,1650,-43777.000,77094.290,1.821740,11.732,,-1,179,2235,191,13,prbs
128776,128.776,local_1400_1650,282,1650,-49955.000,70916.290,1.675754,11.732,,-1,271,2235,191,13,prbs
128868,128.868,local_1400_1650,283,1650,-38701.000,82170.290,1.941686,11.732,,-1,363,2235,191,13,prbs
128960,128.960,local_1400_1650,283,1650,-29891.000,90980.290,2.149867,11.732,,-1,455,2235,191,13,prbs
129056,129.056,local_1400_1650,284,1650,-27986.000,92885.290,2.194882,11.714,,-1,2,2241,192,13,prbs
129144,129.144,local_1400_1650,284,1650,-27618.000,93253.290,2.203578,11.714,,-1,90,2241,192,13,prbs
129236,129.236,local_1400_1650,285,1650,-27247.000,93624.290,2.212344,11.714,,-1,182,2241,192,13,prbs
129328,129.328,local_1400_1650,285,1650,-27293.000,93578.290,2.211258,11.714,,-1,274,2241,192,13,prbs
129422,129.422,local_1400_1650,286,1400,-27337.000,93534.290,2.210218,11.714,,-1,368,2242,192,13,prbs
129516,129.516,local_1400_1650,286,1400,-30452.000,90419.290,2.136610,11.855,,-1,1,2250,193,13,prbs
129605,129.605,local_1400_1650,287,1650,-43017.000,77854.290,1.839699,11.855,,-1,90,2252,193,13,prbs
129697,129.697,local_1400_1650,287,1650,-53775.000,67096.290,1.585487,11.855,,-1,182,2252,193,13,prbs
129789,129.789,local_1400_1650,288,1400,-47247.000,73624.290,1.739744,11.855,,-1,273,2252,193,13,prbs
129881,129.881,local_1400_1650,288,1400,-37758.000,83113.290,1.963969,11.855,,-1,365,2252,193,13,prbs
129973,129.973,local_1400_1650,289,1650,-46157.000,74714.290,1.765501,11.855,,-1,458,2252,193,13,prbs
130067,130.067,local_1400_1650,289,1650,-50398.000,70473.290,1.665286,11.855,,-1,552,2258,193,13,prbs
130156,130.156,local_1400_1650,290,1400,-38338.000,82533.290,1.950264,11.855,,-1,641,2258,193,13,prbs
130248,130.248,local_1400_1650,290,1400,-33236.000,87635.290,2.070824,11.855,,-1,733,2258,193,13,prbs
130340,130.340,local_1400_1650,291,1650,-43188.000,77683.290,1.835658,11.855,,-1,825,2258,193,13,prbs
130434,130.434,local_1400_1650,291,1650,-49832.000,71039.290,1.678660,11.855,,-1,919,2259,193,13,prbs
130529,130.529,local_1400_1650,292,1650,-38546.000,82325.290,1.945349,11.685,,-1,1,2267,194,13,prbs
130617,130.617,local_1400_1650,292,1650,-29009.000,91862.290,2.170708,11.685,,-1,89,2269,194,13,prbs
130709,130.709,local_1400_1650,293,1650,-26390.000,94481.290,2.232596,11.685,,-1,181,2269,194,13,prbs
130801,130.801,local_1400_1650,293,1650,-26099.000,94772.290,2.239472,11.685,,-1,273,2269,194,13,prbs
130893,130.893,local_1400_1650,294,1650,-26127.000,94744.290,2.238810,11.685,,-1,364,2269,194,13,prbs
130987,130.987,local_1400_1650,294,1650,-25939.000,94932.290,2.243252,11.685,,-1,459,2272,194,13,prbs
